Accession	Description	Coverage [%]	# Peptides	# PSMs	# Unique Peptides	Abundance: F8: 128C, Sample, n/a, Earth_F3	Abundances Count: F8: 128C, Sample, n/a, Earth_F3	Modifications
P48607	Protein spaetzle	9.2	3	4	0	6058.5718	2	
P48609	Cyclin-dependent kinase 5 homolog	17.35	6	8	5	219639.643	8	
P48610	Arginine kinase 1	76.69	46	489	0	195699730.60028	442	
P48611	6-pyruvoyl tetrahydrobiopterin synthase	71.43	10	38	10	2579667.6641	34	
P48809	Heterogeneous nuclear ribonucleoprotein 27C	37.05	11	43	0	2669030.0308	38	
P48810	Heterogeneous nuclear ribonucleoprotein 87F	28.31	7	11	0	664678.0380000001	8	
P49028	Protein mago nashi	11.56	2	7	2	94873.8203	5	
P49071	MAP kinase-activated protein kinase 2	11.14	5	9	0	482415.23250000004	7	
P49455	Tropomyosin-1, isoforms 33/34	46.53	39	282	3	64036.504	3	
P49630	Large ribosomal subunit protein eL36	26.96	3	8	0	1354426.864	8	
P49657	Serine/threonine-protein kinase minibrain	1.1	1	1	0	5511.878	1	
P49847	Transcription initiation factor TFIID subunit 6	9.57	6	7	0	147410.5142	7	
P49866	Transcription factor HNF-4 homolog	4.12	2	2	0	8234.976999999999	2	
P49906	Transcription initiation factor TFIID subunit 11	9.18	2	3	2	24194.0386	2	
P49963	Signal recognition particle 19 kDa protein	42.5	5	6	5	92738.76895	5	
P50882	Large ribosomal subunit protein uL6	62.11	11	30	0	3668533.2026	29	
P50887	Large ribosomal subunit protein eL22	32.78	7	14	7	389347.1263	12	
P51140	Segment polarity protein dishevelled	5.78	3	3	3	19843.1967	3	
P51406	Bystin	1.83	1	1	1	1801.7395	1	
P52029	Glucose-6-phosphate isomerase	38.35	17	26	17	1460207.8998	25	
P52034	ATP-dependent 6-phosphofructokinase	16.12	12	16	1	175036.7445	13	
P52302	Protein lethal(3)malignant blood neoplasm 1	21.13	10	25	0	1482784.7598	22	
P52486	Ubiquitin-conjugating enzyme E2-22 kDa	35.68	5	9	0	769316.8583	9	
P52654	Transcription initiation factor IIA subunit 1	8.74	2	2	2	16261.913400000001	2	
P53034	Replication factor C subunit 2	20.24	6	6	6	177443.1	6	
P53501	Actin-57B	70.21	33	663	5	106272910.24838999	94	
P53624	Mannosyl-oligosaccharide alpha-1,2-mannosidase IA	2.85	2	2	0	24709.054	2	
P53777	Muscle LIM protein 1	56.52	6	24	0	1725312.7205	17	
P53997	Protein SET	15.24	4	9	4	657761.6794	9	
P54185	Putative odorant-binding protein A5	15.71	3	5	3	252686.96469999998	5	
P54191	General odorant-binding protein 69a	6.08	1	1	1	38569.457	1	
P54192	General odorant-binding protein 19d	71.33	13	119	13	51002141.53531	116	
P54193	General odorant-binding protein 83a	42.86	7	17	0	2885073.5919999997	13	
P54195	General odorant-binding protein 28a	40.56	4	17	4	874306.9331	15	
P54351	Vesicle-fusing ATPase 2	24.73	20	27	0	84770.22225	5	
P54352	Ethanolamine kinase	13.9	6	7	4	302016.5831	6	
P54353	Putative peptidyl-prolyl cis-trans isomerase dodo	36.75	7	29	7	1371182.16549	29	
P54357	Myosin-2 essential light chain	89.12	10	58	1	5888806.0344	49	
P54359	Septin-2	13.13	7	12	1	592709.0473	12	
P54367	Casein kinase I isoform alpha	5.93	2	2	0	53050.988	2	
P54385	Glutamate dehydrogenase, mitochondrial	46.09	26	97	6	7645802.442960001	92	
P54397	39 kDa FK506-binding nuclear protein	9.52	4	4	4	124815.3596	4	
P54399	Protein disulfide-isomerase	76.81	40	203	0	29672294.82088	184	
P54611	V-type proton ATPase subunit E	84.51	26	193	0	44326380.73066	165	
P54622	Single-stranded DNA-binding protein, mitochondrial	36.3	5	9	5	554950.093	7	
P55035	26S proteasome non-ATPase regulatory subunit 4	46.97	11	19	0	855379.0353	14	
P55828	Small ribosomal subunit protein uS10	57.5	7	17	7	3760273.6216	14	
P55830	Small ribosomal subunit protein eS1	66.42	20	75	20	10594961.9093	64	
P55841	Large ribosomal subunit protein eL14	52.41	13	29	13	3468432.5216	27	
P55935	Small ribosomal subunit protein uS4	56.41	17	49	0	4715634.2754999995	45	
P56079	Phosphatidate cytidylyltransferase, photoreceptor-specific	8.28	3	3	0	66342.8817	3	
P56538	Eukaryotic translation initiation factor 6	11.43	3	4	3	343950.64300000004	4	
P61209	ADP-ribosylation factor 1	40.66	6	23	0	1832439.58006	22	
P61849	Dromyosuppressin	29.0	3	3	0	107562.9017	3	
P61851	Superoxide dismutase [Cu-Zn]	77.78	10	121	10	25119123.61481	112	
P61855	Adipokinetic hormone	37.97	2	4	2	73304.3784	4	
P61857	Tubulin beta-2 chain	36.55	15	179	2	3747108.341	3	
P62152	Calmodulin	99.33	19	482	0	129722387.12907	432	
P80455	Small ribosomal subunit protein eS12	79.14	8	24	8	3233078.625	24	
P81829	Leucokinin	6.25	1	2	1	30511.607	1	
P81900	cAMP-dependent protein kinase type II regulatory subunit	51.46	18	92	18	17146905.3507	87	
P82147	Protein lethal(2)essential for life	68.45	12	45	0	12129288.66969	39	
P82295	Prominin-like protein	0.99	1	1	0	1779416.1	1	
P82804	Partner of Y14 and mago	24.15	5	6	4	27102.7278	4	
P82890	Low molecular weight phosphotyrosine protein phosphatase 1	38.71	5	12	5	1912939.173	11	
P83094	Stromal interaction molecule homolog	21.93	11	15	1	479875.9072	12	
P83967	Actin, indirect flight muscle	69.15	30	612	3	485186.8616	11	
P84029	Cytochrome c-2	76.85	13	103	0	51420765.37525	101	
P84040	Histone H4	60.19	11	107	0	17465946.33286	96	
P84051	Histone H2A	42.74	7	32	0	4602173.732799999	14	
P84345	ATP synthase protein 8	18.87	1	11	1	582736.6828	11	
P91664	Protein max	4.35	1	1	0	45020.184	1	
P91891	Protein Mo25	34.22	13	25	0	2688263.6229	22	
P91926	AP-2 complex subunit alpha	20.0	20	24	20	615682.5161	23	
P91927	Mitochondrial proton/calcium exchanger protein	40.67	35	59	35	3189970.96054	56	
P91928	MICOS complex subunit Mic60	51.69	42	120	0	14544350.1603	110	
P91929	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10, mitochondrial	46.68	16	47	0	5757930.6906	45	
P91938	Thioredoxin reductase 1, mitochondrial	39.43	19	46	0	3182937.327	40	
P92029	DnaJ-like protein 60	5.53	1	1	0	11125.253	1	
P92177	14-3-3 protein epsilon	79.01	28	274	26	51235480.20236	206	
P92204	Negative elongation factor E	14.64	4	4	4	174191.878	4	
P92208	Stress-activated protein kinase JNK	10.75	5	7	0	52856.1616	4	
P98081	Protein disabled	6.16	12	15	0	113133.90664	12	
Q00174	Laminin subunit alpha	22.68	79	156	79	10049016.06786	144	
Q01603	Peroxidase	10.14	6	8	0	151459.2	7	
Q01604	Phosphoglycerate kinase	85.06	32	227	0	57260290.09713	210	
Q01637	Uridine 5'-monophosphate synthase	9.94	6	7	6	130810.0085	7	
Q01819	Connectin	2.64	2	2	0	50872.277	1	
Q01989	Myosin heavy chain 95F	2.55	4	4	0	26392.15423	4	
Q02748	Eukaryotic initiation factor 4A	45.66	19	33	17	3853759.15666	31	
Q02910	Calphotin	6.83	4	15	4	322084.82964	13	
Q03017	NF-kappa-B inhibitor cactus	17.2	6	9	0	206704.247	8	
Q03043	cGMP-dependent protein kinase, isozyme 2 forms cD4/T1/T3A/T3B	3.95	5	5	0	54743.1677	5	
Q03334	Small ribosomal subunit protein uS15	52.98	9	32	0	3233746.7496	27	
Q03427	Lamin-C	66.67	46	141	3	10797282.21214	125	
Q04047	Protein no-on-transient A	16.14	9	10	0	203582.7582	9	
Q04164	Putative epidermal cell surface receptor	8.21	11	17	0	406369.9377	15	
Q04691	Fat-body protein 1	29.93	28	50	0	257578.39043	41	
Q05783	High mobility group protein D	21.43	2	7	0	177163.46004	5	
Q05825	ATP synthase subunit beta, mitochondrial	86.34	36	599	0	132254010.43939	515	
Q05856	Small nuclear ribonucleoprotein-associated protein B	21.61	3	4	3	46802.6711	3	
Q06559	Small ribosomal subunit protein uS3	82.11	25	107	0	21367837.5637	104	
Q06943	High mobility group protein Z	21.62	3	10	0	149697.1369	10	
Q07093	Head-specific guanylate cyclase	8.43	7	7	7	48521.4527	6	
Q07152	Inosine-5'-monophosphate dehydrogenase	30.35	12	23	0	1584532.2384	21	
Q07171	Gelsolin	22.06	16	44	0	4889835.9752	44	
Q07327	Protein ROP	24.29	15	40	0	1835232.73064	38	
Q08012	Growth factor receptor-bound protein 2	52.61	11	29	11	1695957.8611	26	
Q08180	Irregular chiasm C-roughest protein	3.53	3	3	0	3486.0086	2	
Q08473	RNA-binding protein squid	43.31	10	27	0	3591195.4282	24	
Q09024	Neural/ectodermal development factor IMP-L2	15.36	4	9	0	279436.0491	8	
Q09101	Locomotion-related protein Hikaru genki	5.74	4	4	4	19328.348899999997	3	
Q0E8C8	Serine protease inhibitor 77Ba	21.56	10	16	10	804651.7637	16	
Q0E940	Eukaryotic translation initiation factor 3 subunit B	6.96	6	7	0	135076.40899999999	7	
Q0E9B6	Small ribosomal subunit protein uS17	34.84	8	15	6	1590245.036	14	
Q0KHQ5	Serine/threonine-protein kinase Tao	5.39	6	6	0	21129.74366	5	
Q0KIC3	Uncharacterized protein CG43427	8.82	11	11	0	12520.676	1	
Q10714	Angiotensin-converting enzyme	11.54	11	12	0	299332.013	11	
Q11002	Calpain-A	7.37	6	7	0	256649.2266	7	
Q23970	Pheromone-binding protein-related protein 6	58.87	9	33	9	5668098.11684	32	
Q23983	Alpha-soluble NSF attachment protein	62.67	17	91	17	15204128.0638	84	
Q23997	Imaginal disk growth factor 6	52.88	27	100	0	12375427.01482	83	
Q24008	Inactivation-no-after-potential D protein	48.37	37	127	0	14021885.97346	105	
Q24046	Sodium/potassium-transporting ATPase subunit beta-1	45.63	17	54	0	8279350.329	51	
Q24048	Sodium/potassium-transporting ATPase subunit beta-2	51.39	15	95	0	13257317.82425	89	
Q24050	Elongator complex protein 5	27.48	6	10	6	387842.9998	9	
Q24114	Division abnormally delayed protein	20.93	10	15	0	522963.6176	14	
Q24133	DnaJ protein homolog 1	44.91	13	23	0	1349505.4807	21	
Q24134	Negative elongation factor D	4.84	2	2	0	43680.43459999999	2	
Q24180	Deformed epidermal autoregulatory factor 1	8.68	4	4	0	15444.718	4	
Q24185	Protein hook	28.28	21	32	21	1208874.1064	32	
Q24186	Small ribosomal subunit protein uS7A	53.07	11	37	0	1926670.1595400001	32	
Q24207	Protein boule	36.4	6	12	0	408485.3994	10	
Q24208	Eukaryotic translation initiation factor 2 subunit 3	34.53	15	21	0	347507.50037	19	
Q24210	Peripheral plasma membrane protein CASK	8.46	7	7	0	36650.7083	7	
Q24211	Protein stoned-A	42.71	35	65	0	3718671.7108	61	
Q24214	Calcineurin subunit B type 2	62.35	7	30	0	9073616.00554	28	
Q24238	Alkaline phosphatase 4	16.61	8	10	8	236431.3193	9	
Q24246	Cytoplasmic dynein 1 intermediate chain	5.88	4	4	0	94883.0646	4	
Q24251	ATP synthase subunit d, mitochondrial	84.27	18	187	0	56995362.17539	172	
Q24276	Hsp90 co-chaperone Cdc37	35.73	15	26	15	1759093.3275	26	
Q24292	Protein dachsous	0.54	2	2	0	41447.796	2	
Q24297	Small nuclear ribonucleoprotein F	25.0	2	2	2	241488.252	2	
Q24298	DE-cadherin	21.57	29	50	29	2064169.0892999999	47	
Q24312	DNA-binding protein Ewg	7.5	6	6	1	62793.2537	5	
Q24318	Transcription factor Dp	16.18	7	8	0	109794.8805	6	
Q24319	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit	14.48	6	9	6	657648.039	8	
Q24322	Semaphorin-1A	4.67	4	5	0	34933.0438	5	
Q24337	Protein enhancer of rudimentary	16.35	2	4	0	446743.477	4	
Q24372	Lachesin	27.58	9	17	9	799389.0453	16	
Q24388	Larval serum protein 2	12.27	8	11	0	483157.8386	9	
Q24400	Muscle LIM protein Mlp84B	45.05	21	79	20	11714021.86436	74	
Q24407	ATP synthase-coupling factor 6, mitochondrial	62.26	8	71	0	16256974.60833	60	
Q24439	ATP synthase subunit O, mitochondrial	78.47	24	198	24	85729566.6556	180	
Q24478	Centrosome-associated zinc finger protein Cp190	15.69	16	27	16	547834.6854000001	22	
Q24491	RNA-binding protein Rsf1	38.07	7	10	0	431382.49117	10	
Q24492	Replication protein A 70 kDa DNA-binding subunit	13.43	8	8	8	88354.635	8	
Q24509	Syntaxin-5	4.93	2	3	0	33998.626000000004	3	
Q24523	Protein bunched, class 2/F/G isoform	7.89	10	15	0	757696.89994	14	
Q24524	Protein singed	10.35	5	5	0	38926.423299999995	4	
Q24537	High mobility group protein DSP1	22.9	8	15	0	1029389.9469	14	
Q24547	Syntaxin-1A	43.64	15	53	0	8196447.7982	50	
Q24560	Tubulin beta-1 chain	68.46	25	308	2	53419952.42426	254	
Q24562	Splicing factor U2AF 50 kDa subunit	12.26	5	6	0	151956.029	6	
Q24572	Chromatin assembly factor 1 p55 subunit	11.16	5	10	0	486975.3726	8	
Q24583	V-type proton ATPase subunit F 1	79.84	9	33	9	6783573.95825	30	
Q26377	Pro-corazonin	44.81	5	17	5	353218.70176	15	
Q26416	Adult cuticle protein 1	20.0	1	3	1	559396.63	2	
Q27237	DnaJ homolog l(2)tid, mitochondrial	25.77	11	12	3	798839.23656	12	
Q27268	ATP-dependent RNA helicase WM6	27.83	11	18	7	846681.2739799999	17	
Q27272	Transcription initiation factor TFIID subunit 9	16.19	4	4	4	111907.17850000001	4	
Q27331	V-type proton ATPase catalytic subunit A isoform 2	66.61	35	119	0	4515259.97726	50	
Q27377	Putative odorant-binding protein A10	41.94	7	16	7	2473654.4729	14	
Q27415	Nucleoplasmin-like protein	43.42	6	53	0	5534695.0143	49	
Q27580	Adenosylhomocysteinase	23.61	9	11	0	632569.5301	10	
Q27597	NADPH--cytochrome P450 reductase	11.78	8	11	0	253407.46110000001	11	
Q27869	Protein-L-isoaspartate(D-aspartate) O-methyltransferase	42.04	8	20	2	1061532.4732300001	19	
Q27889	Serine/threonine-protein phosphatase 2B catalytic subunit 2	37.02	18	55	0	882373.0462	15	
Q3KN41	Neurexin 1	3.37	5	5	0	40122.6413	5	
Q45VV3	Transcriptional coactivator yorkie	4.81	2	2	0	5962.0136	2	
Q4V5I9	Succinate dehydrogenase assembly factor 2-A, mitochondrial	41.72	3	5	3	174645.94060000003	5	
Q4V645	Trissin	7.41	1	1	1	37880.707	1	
Q59E04	Neuroendocrine protein 7B2	14.49	3	5	3	182637.6668	5	
Q5U117	Complex I assembly factor Egm, mitochondrial	2.66	2	2	2	51551.1923	2	
Q6AWN0	Acireductone dioxygenase	43.55	8	18	8	774140.0486	17	
Q6NN40	Alpha N-terminal protein methyltransferase 1	15.58	4	5	0	23032.47657	4	
Q6WV19	Polypeptide N-acetylgalactosaminyltransferase 2	8.21	5	6	5	18309.3394	3	
Q709R6	LEM domain-containing protein Bocksbeutel	20.55	8	8	8	174621.24659999998	7	
Q70PY2	Peptidoglycan-recognition protein SB1	22.11	4	6	4	201731.7781	6	
Q7JQW6	Lipoyl synthase, mitochondrial	9.02	4	6	4	354418.7249	6	
Q7JR49	V-type proton ATPase subunit S1	9.23	3	12	3	1500074.74685	11	
Q7JR71	Extracellular superoxide dismutase [Cu-Zn]	28.73	5	15	1	920413.5983	13	
Q7JUR6	Protein GDAP2 homolog	7.04	3	4	0	107227.6201	4	
Q7JUY7	PTB domain-containing adapter protein ced-6	15.28	7	14	0	880413.0253999999	14	
Q7JVI3	Eukaryotic translation initiation factor 3 subunit M	40.31	15	28	0	1404753.7166	27	
Q7JW27	WASH complex subunit 1	4.41	2	2	2	40127.273	2	
Q7JWD3	ATPase ASNA1 homolog	23.51	7	11	7	380918.1752	11	
Q7JWR9	Zinc finger CCCH domain-containing protein 15 homolog	22.28	7	9	0	173776.6606	8	
Q7JXF5	Nuclear pore glycoprotein p62	37.31	11	18	11	1276541.9893	17	
Q7JXF7	Protein seele	39.15	6	16	6	733681.7111000001	15	
Q7JYV2	Synaptogyrin	8.3	1	2	1	5787.124449999999	2	
Q7JZB4	Mannose-1-phosphate guanylyltransferase catalytic subunit beta	12.2	3	6	0	49449.479999999996	5	
Q7JZV0	Cuticular protein 47Eg	19.66	2	4	2	114596.61146	4	
Q7K0D8	Nuclear pore complex protein Nup50	23.76	12	15	12	281607.001	14	
Q7K0E3	MOB kinase activator-like 4	27.8	4	12	0	270914.93363	10	
Q7K1U0	Activity-regulated cytoskeleton associated protein 1	42.91	9	15	9	420334.50669999997	11	
Q7K1Z5	Ubiquitin-fold modifier-conjugating enzyme 1	14.63	3	4	3	245691.372	4	
Q7K237	Glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase 1	5.15	2	2	0	7225.222	1	
Q7K2D2	Dynactin subunit 2	57.37	23	42	23	3921120.6155	39	
Q7K2G1	Proteasomal ubiquitin receptor ADRM1 homolog	48.59	14	28	1	84122.7863	3	
Q7K486	Armadillo repeat-containing protein 6 homolog	20.26	9	12	9	654769.7355	11	
Q7K4Q5	Probable protein phosphatase CG10417	24.17	12	21	0	639413.80136	21	
Q7K4Z4	Protein immune deficiency	14.65	3	4	3	68712.1265	4	
Q7K550	Eukaryotic translation initiation factor 3 subunit J	41.1	9	23	0	1835554.5846	22	
Q7K556	TRPL translocation defect protein 14	8.63	4	5	0	69258.6835	5	
Q7K5K3	Pyruvate dehydrogenase E1 component subunit beta, mitochondrial	53.15	16	79	16	17888642.8721	72	
Q7K5M0	Inactive serine protease scarface	12.06	6	8	6	221887.82594999997	7	
Q7K738	Ubiquitin-conjugating enzyme E2-18 kDa	65.58	11	30	11	4161010.7664	27	
Q7KLV9	26S proteasome non-ATPase regulatory subunit 11	46.68	18	39	0	3326059.4592	36	
Q7KML2	Acyl-coenzyme A oxidase 1	2.69	2	2	2	31483.5771	2	
Q7KN62	Transitional endoplasmic reticulum ATPase TER94	53.81	36	74	2	2415787.97037	66	
Q7KN90	Cysteine--tRNA ligase, cytoplasmic	19.84	15	17	15	463447.7897	15	
Q7KNF2	Polyadenylate-binding protein 2	34.38	7	14	0	612963.97588	14	
Q7KQM6	GIGYF family protein Gyf	4.26	7	9	7	37175.2717	8	
Q7KR04	Small ribosomal subunit protein uS8B	43.85	7	24	1	86848.25200000001	2	
Q7KRI2	Longitudinals lacking protein-like	27.56	4	11	0	712333.6342999999	11	
Q7KRU8	Ferritin heavy chain	53.66	9	80	1	29279256.998660002	77	
Q7KRW8	Pre-mRNA-processing factor 39	1.69	2	2	2	10910.472099999999	2	
Q7KTH8	COP9 signalosome complex subunit 8	26.92	6	10	6	362866.8057	9	
Q7KUT2	Lon protease homolog, mitochondrial	16.8	14	19	14	555194.454	16	
Q7KVQ0	H/ACA ribonucleoprotein complex subunit 1	10.97	3	4	3	159235.5421	4	
Q7KVY7	Syntaxin-4	14.11	4	6	1	84621.4128	6	
Q7KW14	Coiled-coil domain-containing protein CG32809	5.83	6	8	0	60773.645000000004	6	
Q7KW39	Probable methylmalonate-semialdehyde/malonate-semialdehyde dehydrogenase [acylating], mitochondrial	48.08	19	59	19	7035464.165	54	
Q7PLI7	Serine/threonine-protein kinase CG17528	2.01	1	1	1	2284.7817	1	
Q7YTY6	Serine protease inhibitor 42Dd	34.95	11	28	11	2667288.45625	28	
Q867Z4	Longitudinals lacking protein, isoforms F/I/K/T	13.09	11	21	2	943712.4867	19	
Q868Z9	Papilin	23.81	59	118	59	4766332.23289	110	
Q86B79	RING finger protein unkempt	6.18	3	3	0	72235.754	3	
Q86B87	Modifier of mdg4	5.74	3	6	0	128241.14540000001	5	
Q86BL4	Glutamyl-tRNA(Gln) amidotransferase subunit C, mitochondrial	37.84	5	6	5	104330.995	5	
Q86BN8	Phosphatidylglycerophosphatase and protein-tyrosine phosphatase 1	9.5	2	2	2	8798.7485	2	
Q86NP2	Negative elongation factor A	11.99	11	18	0	227570.99827	14	
Q86P48	AT-rich binding protein	5.15	1	2	1	3490.3042	1	
Q86S05	Protein lingerer	5.96	6	8	0	13556.5265	7	
Q8I0G5	Coatomer subunit gamma	5.21	5	5	0	112249.016	5	
Q8I7C3	LIM and SH3 domain protein Lasp	27.85	16	37	0	2804457.6524	35	
Q8IH18	Eukaryotic translation initiation factor 4E transporter	8.71	9	9	9	142900.2468	9	
Q8IN41	Protein Turandot X	16.2	2	4	2	46043.0863	4	
Q8IN43	Protein Turandot C	48.84	5	12	5	2053372.151	12	
Q8IN44	Protein Turandot A	64.34	9	34	9	4240927.6668	30	
Q8INI8	Major heat shock 70 kDa protein Ba	22.0	13	64	0	219197.6936	10	
Q8IPJ3	E3 ubiquitin-protein ligase lubel	0.66	2	2	1	3271.0216499999997	2	
Q8IPM8	Complexin	71.13	11	97	0	24708.1877	4	
Q8IPW2	SH2/SH3 adapter protein dreadlocks	23.91	12	18	12	459631.067	17	
Q8IPX7	Exosome complex component RRP40	28.02	6	8	6	282008.7465	6	
Q8IPZ3	NAD(P)H oxidoreductase RTN4IP1, mitochondrial	9.93	3	3	3	51390.575000000004	3	
Q8IQ56	Transmembrane protein 11 homolog, mitochondrial	29.67	5	16	0	148479.21156	9	
Q8IQ70	Calcium uniporter protein, mitochondrial	15.3	7	9	7	455692.989	9	
Q8IQG1	MOB kinase activator-like 2	7.6	5	7	0	634451.4920000001	6	
Q8IQG9	Adenylate kinase 1	53.28	10	53	10	5508207.71497	43	
Q8IR45	BLOC-1-related complex subunit 8 homolog	24.04	4	4	4	88687.9402	4	
Q8IRH5	Zinc finger protein indra	8.19	5	5	5	28265.2799	4	
Q8MKJ4	General odorant-binding protein 57b	19.15	3	3	0	24002.3665	3	
Q8MKK0	General odorant-binding protein 57a	17.16	3	7	3	799306.1321000002	5	
Q8MKN0	Ubiquinone biosynthesis protein COQ9, mitochondrial	11.66	4	6	4	191656.7483	6	
Q8MLY8	Small ribosomal subunit protein eS8	50.96	11	50	0	4539631.116789999	45	
Q8MLZ7	Chitinase-like protein Idgf3	36.73	13	21	0	1508721.7996	19	
Q8MM24	Chitinase-like protein Idgf1	5.24	2	2	2	33676.335	2	
Q8MMC4	Protein CDV3 homolog	22.51	5	8	0	81454.55309999999	7	
Q8MR45	Putative N(4)-(beta-N-acetylglucosaminyl)-L-asparaginase CG1827	8.91	3	4	3	19984.464200000002	3	
Q8MR62	Phosducin-like protein 2	30.83	8	10	8	506460.26570000005	10	
Q8MSS1	Protein lava lamp	22.63	60	78	0	986225.57101	72	
Q8MSU3	Ferric reductase 1	5.56	3	3	0	100419.375	3	
Q8MSV2	Protein alan shepard	16.78	8	21	8	954292.868	18	
Q8MT06	Guanine nucleotide-binding protein-like 3 homolog	1.72	1	1	1	30006.203	1	
Q8SWR8	Ataxin-2 homolog	6.09	5	7	2	41932.301699999996	7	
Q8SWU7	Obg-like ATPase 1	37.28	16	20	0	1887938.22883	19	
Q8SX68	CTTNBP2 N-terminal-like protein	32.68	18	31	18	945489.5824	30	
Q8SXY6	Transmembrane emp24 domain-containing protein bai	36.89	7	18	7	1975964.778	18	
Q8SY33	Protein Gawky	14.09	15	25	15	318362.2678	22	
Q8SY61	General odorant-binding protein 56d	56.49	7	55	0	10339482.5984	53	
Q8SY96	NFU1 iron-sulfur cluster scaffold homolog, mitochondrial	45.23	9	19	9	991928.84477	18	
Q8SYD0	Tetratricopeptide repeat protein 19 homolog, mitochondrial	15.18	4	5	4	140596.429	5	
Q8SYG2	COP9 signalosome complex subunit 3	13.48	5	6	5	5545.312	2	
Q8SYS7	Probable cytosolic Fe-S cluster assembly factor CG17683	3.98	2	2	2	14177.447199999999	2	
Q8SZ63	Golgin-84	13.57	7	7	7	33113.9997	5	
Q8SZA8	Adrenodoxin-like protein 2, mitochondrial	44.08	6	15	6	787410.254	14	
Q8T079	Cytokine-like nuclear factor N-PAC	49.17	22	47	0	2156361.0595	41	
Q8T0Q4	Charged multivesicular body protein 4	81.42	20	58	20	3325311.0623999997	55	
Q8T0R7	Chitinase-like protein Idgf5	1.58	1	1	1	7669.5605	1	
Q8T390	Endophilin-A	62.33	23	114	0	10037032.81708	100	
Q8T3L6	Probable malonyl-CoA-acyl carrier protein transacylase, mitochondrial	12.66	5	7	5	349447.676	7	
Q8T3U2	Small ribosomal subunit protein uS12	34.27	7	23	0	2044064.9835	19	
Q8T3X9	Iron-sulfur cluster assembly 1 homolog, mitochondrial	64.62	7	20	7	873153.8265	19	
Q8T6B9	Poly(U)-binding-splicing factor hfp	15.23	8	15	3	573624.0114999999	14	
