Accession	Description	Coverage [%]	# Peptides	# PSMs	# Unique Peptides	Abundance: F5: 128C, Sample, n/a, Earth_F2	Abundances Count: F5: 128C, Sample, n/a, Earth_F2	Modifications
P49630	Large ribosomal subunit protein eL36	32.17	4	9	0	1075195.846	9	
P49657	Serine/threonine-protein kinase minibrain	0.77	1	1	0	7467.5146	1	
P49847	Transcription initiation factor TFIID subunit 6	2.64	2	2	0	27164.371	2	
P49866	Transcription factor HNF-4 homolog	1.42	1	1	0	2742.8364	1	
P49963	Signal recognition particle 19 kDa protein	31.88	4	4	4	28347.0276	4	
P50882	Large ribosomal subunit protein uL6	70.0	12	29	0	1655666.0207	28	
P50887	Large ribosomal subunit protein eL22	22.07	5	10	5	138745.05366	10	
P51140	Segment polarity protein dishevelled	2.89	2	2	2	10293.547	2	
P52029	Glucose-6-phosphate isomerase	36.38	15	22	15	814760.2371	22	
P52034	ATP-dependent 6-phosphofructokinase	10.53	8	11	0	147558.07259999998	9	
P52302	Protein lethal(3)malignant blood neoplasm 1	14.24	7	21	0	590463.32965	20	
P52486	Ubiquitin-conjugating enzyme E2-22 kDa	25.13	6	10	0	124320.76860000001	7	
P52654	Transcription initiation factor IIA subunit 1	3.28	1	2	1	11072.299	1	
P53034	Replication factor C subunit 2	8.46	3	3	3	51041.922000000006	2	
P53501	Actin-57B	69.15	29	622	4	39062494.724	71	
P53777	Muscle LIM protein 1	31.52	3	14	0	671690.0164000001	10	
P53997	Protein SET	15.24	4	9	4	203647.33	9	
P54185	Putative odorant-binding protein A5	25.71	5	6	5	195313.7587	5	
P54191	General odorant-binding protein 69a	13.51	2	6	2	104707.67139999999	5	
P54192	General odorant-binding protein 19d	69.33	10	107	10	20739965.53917	103	
P54193	General odorant-binding protein 83a	42.86	7	18	0	1251523.0941	16	
P54195	General odorant-binding protein 28a	40.56	4	13	4	662715.1926000001	12	
P54351	Vesicle-fusing ATPase 2	14.76	12	17	0	14775.6908	3	
P54352	Ethanolamine kinase	6.76	3	3	2	23883.22572	3	
P54353	Putative peptidyl-prolyl cis-trans isomerase dodo	42.77	7	19	7	394540.68473	17	
P54357	Myosin-2 essential light chain	89.12	10	40	1	2269940.18236	35	
P54359	Septin-2	17.66	7	10	1	195530.2265	10	
P54367	Casein kinase I isoform alpha	2.67	1	1	0	27287.053	1	
P54385	Glutamate dehydrogenase, mitochondrial	42.35	24	79	6	2620630.37233	73	
P54397	39 kDa FK506-binding nuclear protein	5.04	2	2	2	51029.699	2	
P54399	Protein disulfide-isomerase	75.6	37	146	0	13325143.38817	128	
P54611	V-type proton ATPase subunit E	79.65	21	159	0	15343010.4782	135	
P54622	Single-stranded DNA-binding protein, mitochondrial	43.15	6	12	6	247439.43959999998	11	
P55035	26S proteasome non-ATPase regulatory subunit 4	56.57	11	22	0	326066.33733	17	
P55828	Small ribosomal subunit protein uS10	34.17	4	15	4	1180567.0766	14	
P55830	Small ribosomal subunit protein eS1	60.45	16	81	16	4632189.6016	66	
P55841	Large ribosomal subunit protein eL14	48.8	10	35	10	1819542.34437	31	
P55935	Small ribosomal subunit protein uS4	61.03	19	57	0	2152368.7165	49	
P56079	Phosphatidate cytidylyltransferase, photoreceptor-specific	8.28	4	4	0	16167.615060000002	3	
P56538	Eukaryotic translation initiation factor 6	15.92	4	6	4	138811.3335	4	
P61209	ADP-ribosylation factor 1	39.01	5	19	0	748678.01508	19	
P61849	Dromyosuppressin	10.0	2	3	0	62869.202000000005	3	
P61851	Superoxide dismutase [Cu-Zn]	78.43	11	105	11	11099868.876939999	91	
P61855	Adipokinetic hormone	37.97	2	3	2	67860.25899999999	3	
P61857	Tubulin beta-2 chain	44.39	15	202	2	955880.2472000001	3	
P62152	Calmodulin	99.33	19	359	0	32817395.72744	317	
P80455	Small ribosomal subunit protein eS12	67.63	7	31	7	1338967.1954700002	30	
P81829	Leucokinin	6.25	1	1	1	13056.221	1	
P81900	cAMP-dependent protein kinase type II regulatory subunit	59.42	19	94	19	5177082.3619	88	
P82147	Protein lethal(2)essential for life	66.31	11	40	0	2817881.26762	35	
P82295	Prominin-like protein	3.75	3	3	0	3993.3625	1	
P82890	Low molecular weight phosphotyrosine protein phosphatase 1	38.71	5	15	5	808818.4686	14	
P83094	Stromal interaction molecule homolog	22.81	12	15	1	204888.31336	11	
P83967	Actin, indirect flight muscle	68.62	27	587	2	61478.8055	4	
P84029	Cytochrome c-2	70.37	11	82	0	10529195.2042	77	
P84040	Histone H4	59.22	9	102	0	8735926.171	93	
P84051	Histone H2A	37.1	5	48	0	2045864.74223	23	
P84345	ATP synthase protein 8	18.87	1	5	1	190860.2116	5	
P91891	Protein Mo25	34.22	13	23	0	789676.338	19	
P91926	AP-2 complex subunit alpha	19.04	16	20	15	262735.4411	18	
P91927	Mitochondrial proton/calcium exchanger protein	34.75	30	42	30	824358.6542999999	39	
P91928	MICOS complex subunit Mic60	47.63	35	96	0	5699740.0343	91	
P91929	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10, mitochondrial	38.08	14	37	0	1411439.155	32	
P91938	Thioredoxin reductase 1, mitochondrial	35.07	15	24	0	829512.7874	20	
P92029	DnaJ-like protein 60	4.15	1	1	0	5743.0913	1	
P92177	14-3-3 protein epsilon	72.14	22	257	20	15382182.0666	177	
P92204	Negative elongation factor E	10.0	3	4	3	74450.60399999999	4	
P92208	Stress-activated protein kinase JNK	4.3	2	4	0	10293.776	1	
P98081	Protein disabled	5.35	9	11	0	49961.47236	10	
Q00174	Laminin subunit alpha	22.49	77	124	77	3365273.92706	116	
Q00963	Spectrin beta chain	23.88	58	119	2	12373.312	3	
Q01603	Peroxidase	8.41	6	6	0	82744.174	5	
Q01604	Phosphoglycerate kinase	83.61	31	247	0	22270928.33484	221	
Q01637	Uridine 5'-monophosphate synthase	6.69	4	4	4	51969.255300000004	4	
Q01989	Myosin heavy chain 95F	1.84	2	2	0	8376.3962	2	
Q02748	Eukaryotic initiation factor 4A	31.27	15	31	13	779825.74068	28	
Q02910	Calphotin	3.36	2	4	2	33695.96555	3	
Q03017	NF-kappa-B inhibitor cactus	12.4	5	9	0	44700.84185	8	
Q03043	cGMP-dependent protein kinase, isozyme 2 forms cD4/T1/T3A/T3B	2.48	4	4	0	17422.6023	3	
Q03334	Small ribosomal subunit protein uS15	52.32	9	28	0	1428553.68979	22	
Q03427	Lamin-C	59.74	41	127	3	2951858.0139	102	
Q04047	Protein no-on-transient A	13.43	8	10	0	97109.11124	9	
Q04164	Putative epidermal cell surface receptor	8.8	13	21	0	220600.17763	20	
Q04691	Fat-body protein 1	24.68	26	37	0	513244.39729	33	
Q05783	High mobility group protein D	21.43	2	3	0	50896.4587	3	
Q05825	ATP synthase subunit beta, mitochondrial	85.15	34	605	0	38799823.70632	512	
Q05856	Small nuclear ribonucleoprotein-associated protein B	10.55	2	2	2	2575.9143	1	
Q06559	Small ribosomal subunit protein uS3	80.89	25	88	0	6328536.2871	80	
Q06943	High mobility group protein Z	43.24	4	12	0	136825.813	10	
Q07093	Head-specific guanylate cyclase	5.47	4	4	4	32151.603560000003	4	
Q07152	Inosine-5'-monophosphate dehydrogenase	21.23	9	18	0	324998.7121	17	
Q07171	Gelsolin	25.81	18	39	0	1240514.84456	36	
Q07327	Protein ROP	35.51	20	37	0	905947.69362	34	
Q08012	Growth factor receptor-bound protein 2	40.76	9	18	9	399663.2731	12	
Q08180	Irregular chiasm C-roughest protein	2.36	2	2	0	3656.9006	1	
Q08473	RNA-binding protein squid	42.44	9	32	0	1116251.48123	29	
Q09024	Neural/ectodermal development factor IMP-L2	18.73	5	5	0	48035.7946	5	
Q09101	Locomotion-related protein Hikaru genki	3.97	4	5	4	46877.3973	3	
Q0E8C8	Serine protease inhibitor 77Ba	16.89	8	13	8	281056.24210000003	13	
Q0E940	Eukaryotic translation initiation factor 3 subunit B	2.17	2	2	0	14579.936000000002	2	
Q0E9B6	Small ribosomal subunit protein uS17	45.16	8	12	4	664692.4625	12	
Q0KHQ5	Serine/threonine-protein kinase Tao	1.73	2	2	0	29997.781000000003	2	
Q0KIC3	Uncharacterized protein CG43427	7.43	10	12	0	43086.984	3	
Q10714	Angiotensin-converting enzyme	13.33	10	11	0	205844.762	10	
Q11002	Calpain-A	7.73	7	8	0	125998.19638000001	8	
Q23970	Pheromone-binding protein-related protein 6	58.87	8	28	8	2724228.842	27	
Q23983	Alpha-soluble NSF attachment protein	69.18	19	85	19	4665284.61434	74	
Q23997	Imaginal disk growth factor 6	52.65	24	100	0	5777245.41599	84	
Q24008	Inactivation-no-after-potential D protein	46.44	34	113	0	5295312.74575	93	
Q24046	Sodium/potassium-transporting ATPase subunit beta-1	49.51	15	41	0	2639466.6284	38	
Q24048	Sodium/potassium-transporting ATPase subunit beta-2	50.46	15	82	0	3841015.80865	78	
Q24050	Elongator complex protein 5	29.39	7	10	6	107061.7427	7	
Q24114	Division abnormally delayed protein	8.63	5	10	0	191228.9565	10	
Q24133	DnaJ protein homolog 1	27.25	7	16	0	519723.9947	15	
Q24134	Negative elongation factor D	2.42	1	1	0	3016.5967	1	
Q24180	Deformed epidermal autoregulatory factor 1	8.51	5	5	0	77165.01699999999	5	
Q24185	Protein hook	20.47	13	18	13	427779.1324	18	
Q24186	Small ribosomal subunit protein uS7A	22.81	8	31	0	1057286.3131	28	
Q24207	Protein boule	27.63	5	9	0	301199.14060000004	7	
Q24208	Eukaryotic translation initiation factor 2 subunit 3	36.0	16	20	0	306519.84355	18	
Q24210	Peripheral plasma membrane protein CASK	6.01	5	6	0	90770.415	6	
Q24211	Protein stoned-A	37.53	27	59	0	1336829.7028	52	
Q24214	Calcineurin subunit B type 2	45.88	6	17	0	893288.6708	16	
Q24238	Alkaline phosphatase 4	9.56	5	6	5	72337.47439999999	5	
Q24246	Cytoplasmic dynein 1 intermediate chain	7.99	5	6	0	95365.46250000001	5	
Q24251	ATP synthase subunit d, mitochondrial	80.34	18	188	0	15317847.00266	171	
Q24276	Hsp90 co-chaperone Cdc37	32.9	13	18	13	422666.0013	16	
Q24292	Protein dachsous	0.31	1	1	0	2122.8384	1	
Q24297	Small nuclear ribonucleoprotein F	34.09	3	6	3	74350.7989	6	
Q24298	DE-cadherin	15.06	23	36	23	837119.9763	34	
Q24312	DNA-binding protein Ewg	3.68	3	4	1	11601.85355	2	
Q24318	Transcription factor Dp	7.19	3	4	0	21854.3389	3	
Q24319	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit	12.92	6	8	6	122957.6893	8	
Q24322	Semaphorin-1A	2.34	2	3	0	838.2403	1	
Q24337	Protein enhancer of rudimentary	24.04	3	4	0	132047.644	4	
Q24372	Lachesin	17.83	6	8	6	102045.3726	7	
Q24388	Larval serum protein 2	8.84	5	5	0	67714.9151	4	
Q24400	Muscle LIM protein Mlp84B	44.24	20	67	19	2763879.4535	63	
Q24407	ATP synthase-coupling factor 6, mitochondrial	52.83	7	55	0	5025418.81457	46	
Q24439	ATP synthase subunit O, mitochondrial	73.68	19	177	19	19877631.678799998	155	
Q24478	Centrosome-associated zinc finger protein Cp190	21.44	19	26	19	174060.63414	23	
Q24491	RNA-binding protein Rsf1	25.89	5	12	0	66693.90192999999	8	
Q24492	Replication protein A 70 kDa DNA-binding subunit	7.13	5	6	5	31895.379200000003	4	
Q24509	Syntaxin-5	4.28	2	2	0	13586.6664	2	
Q24523	Protein bunched, class 2/F/G isoform	3.38	5	8	0	137794.8057	8	
Q24524	Protein singed	5.86	3	3	0	39571.5965	3	
Q24537	High mobility group protein DSP1	13.99	6	14	0	273059.5194	14	
Q24547	Syntaxin-1A	29.21	12	41	0	1948359.3711	39	
Q24560	Tubulin beta-1 chain	67.56	21	292	1	13662111.24274	248	
Q24562	Splicing factor U2AF 50 kDa subunit	11.06	3	3	0	15236.22237	3	
Q24572	Chromatin assembly factor 1 p55 subunit	18.6	7	15	1	213431.68496	15	
Q24583	V-type proton ATPase subunit F 1	86.29	8	28	8	3643159.2808	27	
Q26377	Pro-corazonin	40.26	5	12	5	134298.059	11	
Q26416	Adult cuticle protein 1	20.0	1	5	1	261049.6877	4	
Q27237	DnaJ homolog l(2)tid, mitochondrial	11.35	5	5	1	87111.2221	5	
Q27268	ATP-dependent RNA helicase WM6	28.77	12	19	6	631782.0209	18	
Q27272	Transcription initiation factor TFIID subunit 9	19.78	5	5	5	61430.8908	5	
Q27331	V-type proton ATPase catalytic subunit A isoform 2	59.45	30	84	0	1802761.15067	39	
Q27377	Putative odorant-binding protein A10	34.84	5	16	5	910090.97	15	
Q27415	Nucleoplasmin-like protein	43.42	6	50	0	2047394.00684	50	
Q27580	Adenosylhomocysteinase	16.9	10	11	0	237265.25427	11	
Q27597	NADPH--cytochrome P450 reductase	15.02	11	14	0	279756.2757	12	
Q27606	Cytochrome P450 4e2	1.9	1	1	0	2749.2595	1	
Q27869	Protein-L-isoaspartate(D-aspartate) O-methyltransferase	34.51	6	12	2	495050.9138	12	
Q27889	Serine/threonine-protein phosphatase 2B catalytic subunit 2	42.98	18	50	0	382591.88300000003	10	
Q2PE14	Zinc finger CCHC domain-containing protein 8 homolog	5.06	3	3	3	13528.841199999999	3	
Q3KN41	Neurexin 1	1.96	4	4	0	62656.1734	4	
Q45VV3	Transcriptional coactivator yorkie	6.84	3	3	0	19652.165999999997	2	
Q4V5I9	Succinate dehydrogenase assembly factor 2-A, mitochondrial	34.97	2	3	2	76534.85404	3	
Q4V645	Trissin	16.67	2	3	2	64207.314	3	
Q4Z8K6	Ran-binding proteins 9/10 homolog	3.33	3	3	0	36932.8786	2	
Q59E04	Neuroendocrine protein 7B2	7.97	2	3	2	72523.605	3	
Q5U117	Complex I assembly factor Egm, mitochondrial	9.08	6	8	6	41266.296800000004	6	
Q6AWN0	Acireductone dioxygenase	43.55	8	15	8	407554.1021	15	
Q6NN40	Alpha N-terminal protein methyltransferase 1	15.22	4	5	0	51953.846399999995	5	
Q6WV19	Polypeptide N-acetylgalactosaminyltransferase 2	3.0	2	2	2	12826.87	2	
Q709R6	LEM domain-containing protein Bocksbeutel	18.8	7	7	7	65750.9895	5	
Q70PY2	Peptidoglycan-recognition protein SB1	22.11	4	7	4	162625.4014	7	
Q7JQW6	Lipoyl synthase, mitochondrial	8.22	3	4	3	66556.053	4	
Q7JR49	V-type proton ATPase subunit S1	16.89	5	9	5	507322.3662	8	
Q7JR71	Extracellular superoxide dismutase [Cu-Zn]	27.07	4	15	1	295784.5669	12	
Q7JUR6	Protein GDAP2 homolog	8.33	4	5	0	34467.957	5	
Q7JUY7	PTB domain-containing adapter protein ced-6	30.56	12	17	0	352555.7528	14	
Q7JVI3	Eukaryotic translation initiation factor 3 subunit M	40.31	14	31	0	1195362.8306	29	
Q7JW27	WASH complex subunit 1	2.61	1	1	1	1887.3976	1	
Q7JWD3	ATPase ASNA1 homolog	20.24	6	20	6	462822.48646	19	
Q7JWR9	Zinc finger CCCH domain-containing protein 15 homolog	14.6	6	7	0	81549.15177	6	
Q7JXF5	Nuclear pore glycoprotein p62	25.13	9	15	9	431822.6036	15	
Q7JXF7	Protein seele	34.92	5	7	5	171308.2805	7	
Q7JYV2	Synaptogyrin	8.3	1	1	1	2967.3835	1	
Q7JZB4	Mannose-1-phosphate guanylyltransferase catalytic subunit beta	2.71	1	1	0	14923.043	1	
Q7JZV0	Cuticular protein 47Eg	19.66	2	3	2	79061.24650000001	3	
Q7K0D8	Nuclear pore complex protein Nup50	18.26	10	11	10	142590.9852	11	
Q7K0E3	MOB kinase activator-like 4	32.29	5	14	0	400295.4841	14	
Q7K0L4	WD repeat-containing protein 26 homolog	2.7	2	2	0	18491.214	2	
Q7K1U0	Activity-regulated cytoskeleton associated protein 1	34.65	8	13	8	149616.9727	10	
Q7K1Z5	Ubiquitin-fold modifier-conjugating enzyme 1	11.59	2	5	2	54192.3514	4	
Q7K237	Glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase 1	5.41	2	2	0	14667.050000000001	2	
Q7K2D2	Dynactin subunit 2	59.21	18	43	18	1251777.9186	39	
Q7K2G1	Proteasomal ubiquitin receptor ADRM1 homolog	48.33	15	29	1	24772.105	1	
Q7K486	Armadillo repeat-containing protein 6 homolog	25.86	11	12	11	210017.0164	12	
Q7K4Q5	Probable protein phosphatase CG10417	17.37	8	12	0	114846.9875	12	
Q7K4Z4	Protein immune deficiency	18.32	4	6	4	45372.052299999996	6	
Q7K550	Eukaryotic translation initiation factor 3 subunit J	42.8	8	20	0	514967.40054	20	
Q7K556	TRPL translocation defect protein 14	12.0	6	9	0	110258.7259	9	
Q7K5K3	Pyruvate dehydrogenase E1 component subunit beta, mitochondrial	53.15	18	82	18	5332531.01176	72	
Q7K5M0	Inactive serine protease scarface	9.01	4	6	4	127957.181	6	
Q7K738	Ubiquitin-conjugating enzyme E2-18 kDa	55.19	9	24	9	947832.2238	24	
Q7KLV9	26S proteasome non-ATPase regulatory subunit 11	37.91	18	36	0	1595144.4275	34	
Q7KML2	Acyl-coenzyme A oxidase 1	3.74	2	3	2	18764.9383	2	
Q7KN62	Transitional endoplasmic reticulum ATPase TER94	40.45	29	60	1	1125414.87356	50	
Q7KN90	Cysteine--tRNA ligase, cytoplasmic	26.32	18	25	18	320661.26695	21	
Q7KNF2	Polyadenylate-binding protein 2	26.79	6	16	0	369304.167	15	
Q7KQM6	GIGYF family protein Gyf	3.37	5	5	5	27085.909000000003	5	
Q7KR04	Small ribosomal subunit protein uS8B	53.85	7	18	1	22016.783	1	
Q7KRI2	Longitudinals lacking protein-like	32.28	4	8	0	164950.1148	7	
Q7KRU8	Ferritin heavy chain	52.2	8	65	1	7871737.1376	62	
Q7KRW8	Pre-mRNA-processing factor 39	1.03	1	1	1	3188.5723	1	
Q7KTH8	COP9 signalosome complex subunit 8	26.92	6	8	6	229781.23489999998	8	
Q7KUT2	Lon protease homolog, mitochondrial	17.97	16	21	16	308777.03724	21	
Q7KVQ0	H/ACA ribonucleoprotein complex subunit 1	9.7	3	3	3	67905.958	3	
Q7KVY7	Syntaxin-4	6.01	2	2	1	22163.688700000002	2	
Q7KW14	Coiled-coil domain-containing protein CG32809	4.38	5	5	0	56639.2765	5	
Q7KW39	Probable methylmalonate-semialdehyde/malonate-semialdehyde dehydrogenase [acylating], mitochondrial	52.69	20	51	20	2749373.9546	47	
Q7YTY6	Serine protease inhibitor 42Dd	24.73	8	18	8	480988.7132	18	
Q867Z4	Longitudinals lacking protein, isoforms F/I/K/T	6.91	5	8	1	142983.51266	6	
Q868Z9	Papilin	18.81	47	94	47	1436351.57525	90	
Q86B79	RING finger protein unkempt	3.17	2	2	0	37267.558000000005	2	
Q86B87	Modifier of mdg4	13.77	6	8	0	173561.58409999998	8	
Q86BL4	Glutamyl-tRNA(Gln) amidotransferase subunit C, mitochondrial	19.59	3	3	3	12169.226999999999	3	
Q86BN8	Phosphatidylglycerophosphatase and protein-tyrosine phosphatase 1	10.0	3	4	3	95888.714	4	
Q86NP2	Negative elongation factor A	9.51	9	11	0	114518.60089999999	10	
Q86P48	AT-rich binding protein	7.22	3	5	3	19339.741329999997	4	
Q86S05	Protein lingerer	2.91	3	4	0	2229.7138	3	
Q8I0G5	Coatomer subunit gamma	6.68	6	6	0	61656.4343	6	
Q8I7C3	LIM and SH3 domain protein Lasp	21.0	12	23	0	966343.4249999999	22	
Q8IH18	Eukaryotic translation initiation factor 4E transporter	3.86	4	4	4	28467.111500000003	4	
Q8IN41	Protein Turandot X	8.45	1	1	1	32908.086	1	
Q8IN43	Protein Turandot C	31.01	4	14	4	471265.9251	12	
Q8IN44	Protein Turandot A	58.14	9	20	9	960140.9511	18	
Q8INI8	Major heat shock 70 kDa protein Ba	21.22	13	59	0	95611.2007	6	
Q8IPM8	Complexin	66.2	10	69	0	43602.0977	3	
Q8IPW2	SH2/SH3 adapter protein dreadlocks	21.35	9	16	9	219099.3975	15	
Q8IPX7	Exosome complex component RRP40	29.74	7	8	7	87792.9587	7	
Q8IPZ3	NAD(P)H oxidoreductase RTN4IP1, mitochondrial	3.15	1	1	1	2689.1655	1	
Q8IQ56	Transmembrane protein 11 homolog, mitochondrial	19.78	4	13	0	154572.77369	12	
Q8IQ70	Calcium uniporter protein, mitochondrial	12.84	5	7	5	218112.5685	7	
Q8IQG1	MOB kinase activator-like 2	6.36	4	7	0	118426.08660000001	7	
Q8IQG9	Adenylate kinase 1	44.54	8	37	8	2462074.9604	30	
Q8IR45	BLOC-1-related complex subunit 8 homolog	13.11	2	2	2	13879.1173	2	
Q8IRH5	Zinc finger protein indra	3.14	2	2	2	39602.51	1	
Q8MKJ4	General odorant-binding protein 57b	6.38	1	2	0	2387.105	1	
Q8MKK0	General odorant-binding protein 57a	10.65	2	4	2	222975.86	4	
Q8MKN0	Ubiquinone biosynthesis protein COQ9, mitochondrial	12.88	4	4	4	47413.5943	4	
Q8MLY8	Small ribosomal subunit protein eS8	50.96	11	47	0	2010713.1575	38	
Q8MLZ7	Chitinase-like protein Idgf3	27.66	10	23	0	761422.4311	22	
Q8MM24	Chitinase-like protein Idgf1	2.28	1	1	1	11476.96	1	
Q8MMC4	Protein CDV3 homolog	12.92	3	4	1	2806.50506	2	
Q8MR45	Putative N(4)-(beta-N-acetylglucosaminyl)-L-asparaginase CG1827	3.56	1	4	1	32614.9065	4	
Q8MR62	Phosducin-like protein 2	22.92	5	6	5	203363.1485	6	
Q8MSS1	Protein lava lamp	17.06	45	52	0	628754.8600999999	51	
Q8MSU3	Ferric reductase 1	3.55	2	3	0	25522.8384	2	
Q8MSV2	Protein alan shepard	12.54	6	13	6	243372.9266	11	
Q8MSX2	Mediator of RNA polymerase II transcription subunit 6	7.23	2	2	0	8806.5051	2	
Q8MT06	Guanine nucleotide-binding protein-like 3 homolog	3.79	2	2	2	16951.6727	2	
Q8SWR8	Ataxin-2 homolog	3.41	3	3	1	20708.69877	3	
Q8SWU7	Obg-like ATPase 1	30.73	14	18	0	1112851.7047	17	
Q8SX68	CTTNBP2 N-terminal-like protein	23.65	11	15	11	174296.0572	14	
Q8SXY6	Transmembrane emp24 domain-containing protein bai	33.5	7	17	7	600567.8826	16	
Q8SY33	Protein Gawky	11.05	13	19	13	205204.5464	15	
Q8SY61	General odorant-binding protein 56d	56.49	7	62	0	3771696.3632	55	
Q8SY96	NFU1 iron-sulfur cluster scaffold homolog, mitochondrial	32.51	6	18	6	243372.45527	17	
Q8SYD0	Tetratricopeptide repeat protein 19 homolog, mitochondrial	10.3	4	6	4	98625.6835	6	
Q8SYG2	COP9 signalosome complex subunit 3	8.76	4	5	4	23819.4675	4	
Q8SZ63	Golgin-84	5.23	3	3	3	13958.0918	3	
Q8SZA8	Adrenodoxin-like protein 2, mitochondrial	36.84	3	8	3	139363.0184	7	
Q8T045	O-glucosyltransferase rumi	2.92	1	1	0	27290.842	1	
Q8T079	Cytokine-like nuclear factor N-PAC	37.54	17	37	0	884346.61352	34	
Q8T0Q4	Charged multivesicular body protein 4	66.37	15	35	15	929998.91963	32	
Q8T0R7	Chitinase-like protein Idgf5	2.25	1	1	1	14600.816	1	
Q8T390	Endophilin-A	56.91	20	92	0	3542383.28321	74	
Q8T3L6	Probable malonyl-CoA-acyl carrier protein transacylase, mitochondrial	15.3	6	6	6	215867.02800000002	6	
Q8T3U2	Small ribosomal subunit protein uS12	42.66	6	22	0	1588711.6894	20	
Q8T3X9	Iron-sulfur cluster assembly 1 homolog, mitochondrial	56.15	7	13	7	330090.3284	12	
Q8T6B9	Poly(U)-binding-splicing factor hfp	14.44	8	12	1	240910.6852	11	
Q8T8R1	CCHC-type zinc finger nucleic acid binding protein	4.85	1	1	1	1790.1713	1	
Q8T9B6	LDLR chaperone boca	55.0	10	20	10	785617.6780000001	18	
Q8WTC1	Small ribosomal subunit protein uS15m	18.21	5	6	5	67898.6176	5	
Q94511	NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial	60.47	36	112	0	4728674.2134	95	
Q94514	Cytochrome c oxidase subunit 5A, mitochondrial	57.72	10	96	0	6936042.9795	83	
Q94516	ATP synthase subunit b, mitochondrial	45.27	16	122	16	8865405.64283	110	
Q94517	Histone deacetylase HDAC1	6.14	2	2	2	5133.621999999999	2	
Q94518	Nascent polypeptide-associated complex subunit alpha	51.15	7	19	0	1641910.2774	17	
Q94521	Arylalkylamine N-acetyltransferase 1	37.09	8	29	0	1794748.949	27	
Q94522	Succinate--CoA ligase [ADP/GDP-forming] subunit alpha, mitochondrial	47.56	15	116	14	10152206.6879	106	
Q94523	Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial	37.52	19	51	19	1073086.14895	48	
Q94524	Dynein light chain Tctex-type	34.23	3	3	3	57262.9547	3	
Q94529	Probable pseudouridine-5'-phosphatase	41.99	9	25	5	705825.57001	20	
