Accession	Description	Coverage [%]	# Peptides	# PSMs	# Unique Peptides	Abundance: F5: 128C, Sample, n/a, Earth_F2	Abundances Count: F5: 128C, Sample, n/a, Earth_F2	Modifications
Q9VSC3	Ribonuclease X25	17.85	6	9	6	233233.3703	8	
Q9VSC5	GM09977p	55.29	11	26	11	578608.1963	24	
Q9VSD6	D-Importin 7/RanBP7	6.1	6	8	6	92948.2548	8	
Q9VSE5	Uncharacterized protein, isoform C	13.25	2	9	0	170444.30479999998	9	
Q9VSH5	IP09562p	4.89	1	2	1	12900.86417	2	
Q9VSH7	Cuticular protein 66Cb	20.37	3	8	2	68702.86	2	
Q9VSK2	E3 ubiquitin-protein ligase CBL	1.82	2	2	0	7533.217	1	
Q9VSK4	Adipose-secreted signaling protein	65.0	10	26	10	1018766.3505	24	
Q9VSL2	Glutathione S transferase O3	52.28	11	35	10	1642530.2111	26	
Q9VSL4	Glutathione S transferase O2, isoform B	40.0	12	37	11	2188819.5998	33	
Q9VSL5	Glutathione S transferase O2, isoform A	25.1	6	9	6	270283.378	9	
Q9VSL6	Glutathione S transferase O1	12.99	4	10	3	64840.675	4	
Q9VSL9	Isovaleryl-CoA dehydrogenase, mitochondrial	6.67	3	3	3	40870.851800000004	3	
Q9VSM8	TBC1 domain family member 13	7.94	3	3	2	6102.6559	3	
Q9VSN0	Z band alternatively spliced PDZ-motif protein 66, isoform G	70.3	12	64	1	640172.7128	15	
Q9VSN3	Cuticular protein 66D	59.26	14	56	14	1234975.0235	50	
Q9VSN9	Signal recognition particle receptor subunit beta	23.36	6	7	6	108894.589	6	
Q9VSR5	GM03767p	48.9	9	20	9	730859.937	18	
Q9VSR8	Amine oxidase domain-containing protein	11.55	6	6	6	50772.65414	6	
Q9VST4	arginine kinase	2.06	1	1	1	7583.6587	1	
Q9VSU6	Dihydropteridine reductase	71.06	13	49	13	2679729.3456	38	
Q9VSW2	UTP--glucose-1-phosphate uridylyltransferase	30.21	14	21	0	497434.6418	20	
Q9VSW4	Ribosome-recycling factor, mitochondrial	6.3	2	3	2	45695.939	3	
Q9VSX2	IP01061p	30.5	6	12	6	217440.9366	8	
Q9VSY0	Cuticular protein 67B	73.46	13	74	13	6777576.67555	62	
Q9VSY8	Trafficking protein particle complex subunit	19.66	4	9	4	251713.092	8	
Q9VT23	Peptidase S1 domain-containing protein	35.14	8	21	8	319363.9235	20	
Q9VT29	Calcineurin-like phosphoesterase domain-containing protein	7.0	2	2	2	28792.2134	2	
Q9VT33	ribose-phosphate diphosphokinase	38.66	15	24	0	541690.9418	19	
Q9VT59	Ankyrin repeat domain-containing protein 54	2.51	1	1	1	7359.134	1	
Q9VT68	Phosphatidylinositol-4,5-bisphosphate 4-phosphatase	13.85	2	2	0	46947.81	1	
Q9VT75	N-terminal amino-acid N(alpha)-acetyltransferase NatA	27.04	5	6	5	106987.63944	6	
Q9VTA8	RE35371p	9.7	1	1	1	938.10126	1	
Q9VTB0	LD35289p	18.18	7	9	7	179463.3525	9	
Q9VTB3	Guanylate kinase	35.62	10	23	10	518956.42915	21	
Q9VTB4	NADH dehydrogenase (Ubiquinone) 13 kDa B subunit	52.42	6	18	6	1323069.018	18	
Q9VTC1	ATP-dependent RNA helicase DDX42	7.46	6	6	5	90951.7425	6	
Q9VTC3	GH07049p	7.78	3	3	3	175652.845	2	
Q9VTF8	Mitochondrial ribosomal protein L2	3.74	1	1	1	6990.839	1	
Q9VTL0	FI19917p1	2.48	1	2	1	9503.760699999999	2	
Q9VTN9	2-amino-3-ketobutyrate coenzyme A ligase, mitochondrial	5.04	1	1	1	2217.698	1	
Q9VTP1	IP06473p	8.24	2	2	2	15358.378400000001	2	
Q9VTT2	LD20590p	3.84	2	2	2	20719.046000000002	2	
Q9VTU2	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 5, mitochondrial	30.65	8	36	8	2294235.2092	33	
Q9VTU8	carbonic anhydrase	21.79	7	13	3	398621.3933	12	
Q9VTV9	Delta-aminolevulinic acid dehydratase	15.6	5	8	5	171279.71980000002	7	
Q9VTW1	RE15265p	11.2	5	7	0	148434.767	7	
Q9VTX5	ADP-ribosylation factor GTPase-activating protein 1	4.7	2	4	0	46204.6996	3	
Q9VTY2	Uncharacterized protein, isoform A	52.68	16	49	15	1798025.829	42	
Q9VTZ4	Phosphoacetylglucosamine mutase	23.86	12	15	12	235125.25633	15	
Q9VU04	RE60105p	6.49	2	2	2	111557.459	2	
Q9VU13	LD45603p	8.3	4	6	0	206457.5	5	
Q9VU15	Splicing factor 3A subunit 2	9.09	2	2	2	60076.454	2	
Q9VU35	10 kDa heat shock protein, mitochondrial	71.84	10	66	9	6605373.4935	58	
Q9VU36	Large ribosomal subunit protein bL20m	6.67	1	1	1	21181.883	1	
Q9VU38	Adenosine kinase	29.28	6	13	0	93802.1616	12	
Q9VU45	LD27581p	20.42	5	16	5	500071.4189	14	
Q9VU53	Capricious, isoform A	3.7	2	2	0	13623.405999999999	2	
Q9VU75	RH45712p	40.33	9	32	9	397682.87579	29	
Q9VU92	Uncharacterized protein	35.71	7	12	7	341580.5349	11	
Q9VUC1	Hsc70Cb, isoform A	47.64	31	88	1	2654275.22482	74	
Q9VUE8	Big bang, isoform C	0.53	1	1	0	433.32568	1	
Q9VUH8	Survival of motor neuron-related-splicing factor 30	6.34	6	6	6	67947.4613	6	
Q9VUJ1	Proteasome subunit beta	35.29	9	19	7	641790.8493	16	
Q9VUL8	Peroxisomal biogenesis factor 3	4.68	2	2	2	7570.28346	2	
Q9VUM1	U4/U6 small nuclear ribonucleoprotein Prp31	13.77	8	9	8	164894.139	8	
Q9VUM2	Reactive oxygen species modulator 1	31.65	2	5	2	173659.2754	5	
Q9VUN9	ubiquitinyl hydrolase 1	24.36	8	10	8	218464.8631	9	
Q9VUQ7	RE36966p	11.91	6	10	6	172650.08296	10	
Q9VUV6	GXIVsPLA2, isoform A	10.87	3	3	3	19917.5345	3	
Q9VUW2	Inositol-1-monophosphatase	9.15	2	2	2	129471.484	1	
Q9VUW4	Inositol-1-monophosphatase	5.56	2	2	2	54999.766	2	
Q9VUX1	Small ribosomal subunit protein mS31	5.59	4	5	4	50383.03	3	
Q9VUZ0	Translocon-associated protein subunit beta	34.74	3	7	3	81949.9816	7	
Q9VUZ8	GEO07442p1	6.77	1	1	1	537.20386	1	
Q9VV13	GEO08383p1	20.71	2	4	2	280794.49429999996	3	
Q9VV31	Uncharacterized protein	19.35	2	7	2	162587.49	7	
Q9VV39	Mitochondrial ribosomal protein S34	30.85	6	12	6	155943.9675	10	
Q9VV40	Golgin 104	1.42	1	1	1	2028.3933	1	
Q9VV42	Fat body protein 2	79.5	25	188	0	16415811.058939999	162	
Q9VV46	Cuticular protein 72Ec	49.65	29	180	29	11702126.9394	146	
Q9VV47	Fat body protein 2	45.17	9	22	7	994234.73494	19	
Q9VV60	Tyrosine--tRNA ligase	43.81	24	47	24	1562139.4838	45	
Q9VV75	AT02348p	79.09	28	196	28	15442390.06054	156	
Q9VV76	Syntaxin 8	11.64	3	4	3	182126.6185	4	
Q9VV89	Coatomer subunit zeta	36.21	5	10	0	72517.24375	7	
Q9VVA7	Tumor suppressor protein 101	23.28	9	12	9	279545.9029	11	
Q9VVB5	LD46723p	33.45	17	44	1	8419.380799999999	3	
Q9VVB7	FI02842p	48.97	15	44	1	13832.8322	3	
Q9VVC2	Uncharacterized protein	8.08	1	3	1	73722.0397	3	
Q9VVC3	Cuticular protein 73D, isoform B	33.84	16	40	2	757229.3941500001	31	
Q9VVC8	LD23434p	6.95	5	8	5	146655.4655	8	
Q9VVG0	Cadherin 74A, isoform A	9.12	16	18	16	196635.1463	17	
Q9VVH5	Cytochrome b-c1 complex subunit 8	44.94	6	40	6	4770526.018300001	34	
Q9VVJ7	Selenoprotein F	30.9	5	10	5	269773.9889	10	
Q9VVK5	Adenosine deaminase	2.71	2	3	2	49717.103	2	
Q9VVK7	Nucleobindin 1	20.21	13	16	13	377185.5623	14	
Q9VVL5	FI11325p	27.27	9	14	9	391107.0076	13	
Q9VVL7	Dihydrolipoyl dehydrogenase	67.86	27	194	27	9988128.27802	180	
Q9VVL8	Tryptophan--tRNA ligase, mitochondrial	8.12	5	6	5	130222.039	6	
Q9VVM1	Uncharacterized protein, isoform B	6.32	4	7	4	63966.7591	5	
Q9VVP9	Gamma-glutamylcyclotransferase	38.18	7	9	7	164356.1928	8	
Q9VVS6	Ubiquitin-like-conjugating enzyme ATG3	11.82	3	3	3	110437.667	3	
Q9VVT6	Glutaredoxin-2, mitochondrial	69.3	8	27	8	2112519.2464	27	
Q9VVU1	Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial	42.27	14	53	14	5750482.1042	48	
Q9VVU2	GEO07453p1	48.32	9	36	8	1650945.2576	34	
Q9VVV6	LD45843p	11.01	5	5	1	36372.5012	5	
Q9VVW7	Canopy b	16.74	4	6	4	177277.70200000002	6	
Q9VVX4	Large ribosomal subunit protein bL21m	3.48	1	1	1	7619.922	1	
Q9VVY7	FI20154p1	10.24	13	16	0	158030.4693	15	
Q9VVZ4	Uncharacterized protein	27.78	2	6	2	27933.20064	4	
Q9VW00	GH28721p	12.2	4	8	4	135085.11849999998	6	
Q9VW17	RE58036p	26.37	5	12	0	148851.6822	10	
Q9VW34	FI03450p	17.01	9	14	9	449999.48636	14	
Q9VW40	LD31235p	12.62	4	5	4	34801.85464	5	
Q9VW52	Precursor RNA processing 3, isoform A	2.01	1	1	0	12031.069	1	
Q9VW54	26S proteasome non-ATPase regulatory subunit 2	2.61	3	3	3	56566.9628	3	
Q9VW57	Grasp65	8.04	4	6	4	92558.8924	5	
Q9VW58	LD33138p	11.15	3	5	3	10016.126719999998	2	
Q9VW59	Rho GDP-dissociation inhibitor 3	47.26	10	23	10	953233.1955	21	
Q9VW66	Uncharacterized protein, isoform A	56.45	8	31	4	2633195.0086	28	
Q9VW68	(S)-3-amino-2-methylpropionate transaminase	68.93	31	129	31	7014536.6196800005	125	
Q9VW73	Ragulator complex protein LAMTOR1	18.89	4	4	4	10078.872	2	
Q9VW90	Chitin-binding type-2 domain-containing protein	6.23	2	3	2	21612.2596	2	
Q9VWD0	GH23568p	26.43	8	13	8	261807.393	13	
Q9VWD1	Cytochrome c oxidase subunit	86.46	12	97	2	5820320.60996	82	
Q9VWD5	LD35087p	6.46	3	3	3	12806.77417	3	
Q9VWD9	Ubiquilin-like protein	40.77	16	27	16	754485.78697	27	
Q9VWF0	LP01149p	9.8	3	5	3	99749.1	4	
Q9VWG1	LD37169p	72.68	11	62	1	201360.46540000002	6	
Q9VWI3	28S ribosomal protein S14, mitochondrial	16.41	2	2	2	14682.377	2	
Q9VWJ3	LD05272p	4.57	1	1	1	15222.093	1	
Q9VWL4	GH07340p	9.77	5	5	5	93337.0007	5	
Q9VWP2	RH57257p	64.88	12	25	12	1079190.51563	24	
Q9VWQ3	LD35981p	5.27	2	4	0	77939.93059999999	4	
Q9VWQ7	Coactosin-like protein	38.65	7	10	1	125137.48909999999	9	
Q9VWS1	Houki	29.33	6	7	6	132213.0186	6	
Q9VWT1	histidine--tRNA ligase	32.18	15	25	1	758830.78706	21	
Q9VWT3	Gamma-glutamyl transpeptidase, isoform A	3.45	2	2	2	14199.037400000001	2	
Q9VWU0	FI18411p1	2.63	1	2	1	3176.82847	2	
Q9VWV6	Transferrin	57.72	35	174	35	12064089.1445	155	
Q9VWW2	GH13094p	14.17	6	13	6	35409.1988	5	
Q9VX02	Mitochondrial fission process protein 1	14.02	3	5	3	154289.5268	3	
Q9VX08	LD10434p	6.85	2	2	2	8478.68866	2	
Q9VX36	NADH dehydrogenase (Ubiquinone) 24 kDa subunit, isoform A	72.73	18	89	18	3871007.17117	85	
Q9VX69	FI01450p	8.27	4	13	3	352672.043	6	
Q9VXA3	LP21163p	16.69	10	15	10	215734.144	14	
Q9VXA9	RE04047p	10.58	3	3	3	17824.4562	3	
Q9VXC1	MIP06432p1	27.93	5	10	3	422335.85240000003	10	
Q9VXC9	trypsin	54.18	11	21	11	285725.2599	19	
Q9VXE8	Ubiquitin-conjugating enzyme E2 G2	12.57	2	7	2	97241.4238	6	
Q9VXF9	AT13091p	15.94	7	13	7	231983.7225	13	
Q9VXG0	Cell division cycle 50, isoform A	9.52	3	7	1	194397.70160000003	4	
Q9VXH4	RE16337p	28.43	2	4	2	183039.19199999998	4	
Q9VXH7	FI17510p1	13.95	5	10	5	250417.0982	10	
Q9VXI1	L-gulonate 3-dehydrogenase	60.0	12	25	12	726368.9766	25	
Q9VXI6	Cytochrome b-c1 complex subunit 7	61.26	10	60	9	4320028.9367	56	
Q9VXJ7	GH03748p1	5.19	5	5	5	29412.4493	5	
Q9VXK7	Probable NADH dehydrogenase [ubiquinone] iron-sulfur protein 7, mitochondrial	35.75	7	14	5	421168.9803	10	
Q9VXK9	Centrosomal protein 164, isoform A	1.77	2	2	2	765.6457	1	
Q9VXL4	Nuclear nucleic acid-binding protein C1D	10.69	2	2	2	22302.029000000002	2	
Q9VXM4	LD12946p	62.9	15	37	15	797172.11199	33	
Q9VXN1	LD03728p	7.2	2	2	2	14604.987739999999	2	
Q9VXN3	LD07988p	25.25	9	14	9	148459.3204	12	
Q9VXP3	GH05406p	9.87	5	5	5	31882.87528	4	
Q9VXQ0	Large ribosomal subunit protein uL3m	4.42	2	2	2	25407.685699999998	2	
Q9VXQ3	Diphosphomevalonate decarboxylase	3.09	1	2	1	8934.4443	2	
Q9VXQ5	Chaperonin containing TCP1 subunit 6	40.34	21	46	21	1640363.4736	43	
Q9VXR9	FI03680p	5.45	2	2	2	24631.3734	2	
Q9VXV1	RH52220p	4.39	1	1	1	12317.63	1	
Q9VXY3	Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex	13.42	7	11	7	294106.0023	11	
Q9VXZ0	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 7	30.77	3	27	3	809079.7997	27	
Q9VXZ8	Luciferin 4-monooxygenase	21.61	11	13	11	238499.2684	13	
Q9VY05	GH11762p	9.47	7	15	7	454831.1221	14	
Q9VY16	Uncharacterized protein, isoform A	3.79	3	4	0	55422.326	4	
Q9VY24	Uncharacterized protein, isoform B	20.82	9	9	9	206897.54054	9	
Q9VY33	Defective proboscis extension response 8, isoform A	2.62	1	1	1	17832.018	1	
Q9VY41	Plasminogen receptor (KT)	35.71	4	4	4	147834.18300000002	4	
Q9VY42	Tyrosine aminotransferase	3.59	2	3	2	20858.856	2	
Q9VY76	AMP deaminase	9.21	8	10	0	67320.1623	8	
Q9VY87	Cathepsin B, isoform A	30.29	7	10	7	133145.7192	10	
Q9VY91	Programmed cell death protein 4	9.63	6	6	6	154642.9744	5	
Q9VY92	GEO07753p1	73.91	8	32	8	2091983.6428	32	
Q9VYD5	Branched-chain-amino-acid aminotransferase	9.03	3	3	3	11694.526	2	
Q9VYF0	GM09012p	18.66	5	7	5	103990.778	7	
Q9VYG8	CG15717-PA	17.86	4	4	4	25412.9673	3	
Q9VYJ1	FI12805p	2.29	2	2	1	44051.4663	2	
Q9VYK6	Tomosyn, isoform C	2.86	5	6	0	37305.503	6	
Q9VYM0	CG2555-PA	13.2	2	2	1	3999.0062	2	
Q9VYM7	Uncharacterized protein, isoform C	21.08	6	30	1	25821.8984	4	
Q9VYN1	protein kinase C	0.42	1	11	1	434571.9	9	
Q9VYR4	Furrowed, isoform A	0.77	1	1	0	22729.488	1	
Q9VYS2	GH09980p	4.78	4	4	4	21528.2265	4	
Q9VYT0	RE04130p	23.7	6	10	5	326926.10599999997	10	
Q9VYT1	BLOC-1-related complex subunit 5	4.87	2	2	2	26128.624	2	
Q9VYT3	FI23714p1	4.8	6	7	6	31894.65266	7	
Q9VYT6	P24-related-1, isoform A	9.52	2	2	2	73546.796	2	
Q9VYU9	RH17287p	36.65	6	11	6	195651.3509	10	
Q9VYV4	Amun, isoform A	12.0	4	4	4	49485.8689	4	
Q9VYV6	GEO09033p1	6.14	1	1	1	27667.566	1	
Q9VZ00	FI19420p1	3.92	4	7	1	30106.3891	5	
Q9VZ19	Antennal dehydrogenase	35.6	6	24	6	1472564.2033	22	
Q9VZ20	Dynein light intermediate chain	35.09	16	23	5	476939.4262	19	
Q9VZ24	GEO11412p1	43.36	6	33	6	2320275.5899	31	
Q9VZ25	Uncharacterized protein, isoform A	6.96	1	1	1	8586.296	1	
Q9VZ34	RH72958p	2.64	1	1	1	10797.439	1	
Q9VZ58	Purple acid phosphatase	9.11	4	14	4	333513.54339999997	14	
Q9VZ66	SD22308p	35.37	5	8	5	122318.40030000001	8	
Q9VZ67	Uncharacterized protein	28.99	2	3	2	40365.131	3	
Q9VZ71	RE01453p	9.04	2	5	2	129116.65699999999	5	
Q9VZD9	Peroxisomal membrane protein 34, isoform A	8.28	2	2	2	9154.619999999999	2	
Q9VZE4	RE70333p	19.57	9	13	9	203959.50530000002	13	
Q9VZE9	V-type proton ATPase subunit	10.59	2	4	2	143677.24	4	
Q9VZF6	Sulfide:quinone oxidoreductase, mitochondrial	13.13	5	5	5	66457.067	5	
Q9VZF9	Cuticular protein 64Ad	41.3	7	23	7	698764.4583	22	
Q9VZG0	Cuticular protein 64Ac	51.06	8	46	8	1718459.77567	42	
Q9VZG1	Cuticular protein 64Ab	42.5	4	8	4	213641.1084	8	
Q9VZG2	Cuticular protein 64Aa	76.04	10	59	10	2908426.61299	47	
Q9VZH5	CLIP domain-containing serine protease	4.7	3	3	1	34876.443	3	
Q9VZI1	Transgelin	74.47	11	82	1	2903135.1472	60	
Q9VZI8	Fumarylacetoacetase	10.31	4	4	4	65222.2677	4	
Q9VZJ2	GH27759p	12.66	5	8	5	169365.1493	7	
Q9VZJ8	FGGY carbohydrate kinase domain-containing protein	3.28	2	3	2	34194.5133	3	
Q9VZL1	Mitochondrial import receptor subunit TOM22 homolog	66.89	9	19	1	448096.2818	19	
Q9VZS1	protein-serine/threonine phosphatase	12.67	4	4	4	41262.36608	4	
Q9VZU7	Ubiquitin carboxyl-terminal hydrolase	14.15	11	14	11	153917.41292	14	
Q9VZV2	Chitinase 7	3.75	4	5	4	21560.78611	5	
Q9VZW1	Phospholipid scramblase	11.03	3	6	3	215115.6766	5	
Q9VZW7	Carnitine palmitoyltransferase 2	4.2	3	3	3	12179.8519	3	
Q9VZX6	LD06441p	3.99	1	1	1	85181.76	1	
Q9VZY0	LD45195p	18.85	5	7	5	209752.123	6	
Q9VZY9	Probable proline--tRNA ligase, mitochondrial	11.35	5	5	3	42000.798689999996	5	
Q9VZZ5	GEO12033p1	21.68	3	7	3	387895.625	6	
Q9VZZ6	CG16985 protein	34.9	5	11	5	561803.143	11	
Q9W022	GEO01508p1	49.3	7	34	7	1785010.4145	34	
Q9W073	RH22148p	9.41	2	2	2	30046.989700000002	2	
Q9W077	Cuticular protein 62Bc, isoform A	26.11	3	20	3	1399512.38	20	
Q9W078	Cuticular protein 62Bb, isoform A	35.05	4	11	3	568098.961	11	
Q9W086	Large ribosomal subunit protein mL46	23.64	6	8	6	112586.5912	7	
Q9W087	U6 snRNA-associated Sm-like protein LSm8	42.11	4	6	3	149200.0982	6	
Q9W095	glycerol kinase	2.6	2	2	2	2517.1353	1	
Q9W0A8	FI01658p	14.08	4	10	4	648092.458	10	
Q9W0B3	Vacuolar protein sorting-associated protein VTA1 homolog	31.33	10	18	10	586046.6950000001	18	
Q9W0C3	GH11843p	46.94	12	16	12	196063.22745	14	
Q9W0D3	GH15728p	1.09	2	2	2	15381.99	1	
Q9W0D9	choline-phosphate cytidylyltransferase	7.61	3	5	1	48422.76	1	
Q9W0H6	Acetyl-CoA acetyltransferase 2	31.12	9	14	9	291438.7077	12	
Q9W0H8	Reticulocalbin-3	37.39	12	19	6	763122.218	18	
Q9W0J9	GH07301p	33.85	8	16	8	579459.1372	14	
Q9W0K9	LD10220p	11.61	2	3	2	14147.1823	2	
Q9W0M4	Endoplasmic reticulum transmembrane protein	25.88	6	13	5	223077.944	11	
Q9W0M5	Protein DPCD	9.91	2	2	2	7276.4671	2	
Q9W0N6	LD27967p	9.57	3	3	3	19302.0242	3	
Q9W0P4	GEO05053p1	15.45	3	3	3	29753.7171	3	
Q9W0Q2	Peptidyl-prolyl cis-trans isomerase	10.23	2	2	2	78211.391	2	
Q9W0Q3	BLOC-1 related complex subunit 6, isoform A	3.31	1	1	1	14869.781	1	
Q9W0R0	Cell division cycle 5, isoform A	10.44	8	9	8	93949.7915	8	
Q9W0U0	glycerol kinase	5.39	2	3	1	41026.563	3	
Q9W0X0	Scavenger receptor class B member 1	8.89	5	7	0	171093.0725	7	
Q9W0X1	GH15894p	5.72	3	3	3	48844.637	3	
Q9W0X2	GEO07322p1	33.88	4	5	4	160352.4105	4	
Q9W0X3	LD24657p	12.55	3	6	1	174929.26	6	
Q9W0Z5	LP09747p	10.07	5	12	5	180607.6524	12	
Q9W114	IP05433p	22.5	2	3	2	19115.0423	3	
Q9W125	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 8	63.43	9	41	9	1096938.9318	37	
Q9W127	Isochorismatase domain-containing protein 1	34.62	6	12	6	404275.7276	11	
Q9W136	Uncharacterized protein	33.82	6	17	6	270099.497	13	
Q9W140	Regulatory protein zeste	14.35	5	7	5	32551.53648	6	
Q9W147	RNA polymerase II subunit A C-terminal domain phosphatase	6.36	4	4	4	20045.47174	3	
Q9W149	RING-type E3 ubiquitin transferase	1.96	2	2	2	5018.9289	2	
Q9W158	LD36772p	6.51	2	3	2	123710.429	3	
Q9W199	GEO07594p1	10.97	2	3	2	83623.45	3	
Q9W1B9	Large ribosomal subunit protein uL11	24.24	5	19	5	1059482.8181	17	
Q9W1C8	LD24355p	20.11	8	10	8	101520.18903000001	9	
Q9W1E8	Adaptor protein complex AP-3 small chain sigma3	10.47	2	3	2	28564.694499999998	3	
Q9W1F2	FI07217p	5.93	2	2	2	9661.09482	2	
Q9W1F7	IP15825p	26.5	11	33	11	1383301.97921	30	
Q9W1F8	GEO08248p1	23.31	4	8	4	270193.7265	8	
Q9W1G7	LD21576p	31.62	10	17	10	836497.0133	17	
Q9W1H5	Decapping protein 1, isoform A	18.82	6	9	6	276453.0295	9	
Q9W1H6	GH04238p	13.85	3	7	3	58683.045999999995	4	
Q9W1H8	acetyl-CoA C-acyltransferase	36.89	17	44	17	1382022.20945	39	
Q9W1I8	LD03592p	36.97	8	15	8	372152.46814	10	
Q9W1L1	Large ribosomal subunit protein mL43	17.19	3	4	3	22445.9217	3	
Q9W1L8	GH11818p	5.92	2	2	2	5508.0154	2	
Q9W1M9	Exosome complex component RRP4	20.47	5	5	5	32898.6123	4	
Q9W1N3	Levy, isoform A	32.11	4	16	4	1804965.18982	15	
Q9W1N4	Serine-threonine kinase receptor-associated protein	2.74	1	1	1	16619.768	1	
Q9W1R0	RH49821p	4.13	2	2	2	23468.819	2	
Q9W1R3	Golgin-245	5.17	7	8	7	125659.2472	8	
Q9W1V8	CG9893 protein	27.6	5	7	5	63567.528399999996	7	
Q9W1W4	RE45066p	15.81	5	7	5	145638.64	6	
Q9W1X5	GH04942p	16.93	24	31	4	762957.72633	30	
Q9W227	Peptidyl-prolyl cis-trans isomerase	63.9	12	62	12	4625670.4207	50	
Q9W229	40S ribosomal protein S24	37.4	5	7	5	460872.75	6	
Q9W236	Vacuolar protein sorting 20, isoform A	19.34	6	8	6	184296.7328	8	
Q9W253	Small ribosomal subunit protein mS29	11.48	4	5	4	33725.6041	5	
Q9W254	Quaking related 58E-2, isoform A	28.12	13	21	12	336739.94539999997	21	
Q9W257	RH13652p	6.99	2	3	2	83131.458	3	
Q9W258	Babos, isoform A	30.1	6	17	6	603030.2674	15	
Q9W259	FI23916p1	18.69	7	10	7	145369.3054	8	
Q9W260	GH03113p	12.2	7	13	7	160188.9076	11	
Q9W287	Cuticle protein 16.5-like	15.21	2	2	2	12465.7225	2	
Q9W289	Golgi matrix protein 130 kD	25.53	17	22	17	236569.47756	18	
Q9W298	Sugar phosphate phosphatase	6.69	3	3	3	14232.1809	3	
Q9W299	Sugar phosphate phosphatase	3.9	2	2	2	25650.0285	2	
Q9W2E8	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 3	40.0	4	25	4	1162982.739	23	
Q9W2J4	UDP-glucuronosyltransferase	4.14	2	2	2	60936.92	2	
Q9W2J5	Uncharacterized protein, isoform A	20.87	8	12	0	208447.27683	12	
Q9W2K2	U6 snRNA-associated Sm-like protein LSm1	22.63	3	3	3	63931.075	2	
Q9W2L6	RH02475p	36.23	21	49	21	1399488.37302	49	
Q9W2M0	LD23155p	16.85	11	18	11	333027.23853000003	18	
Q9W2M4	Farnesoic acid O-methyl transferase domain-containing protein	44.93	10	44	10	6199823.0994	42	
Q9W2M9	FI16623p1	14.71	2	3	2	58956.674	3	
Q9W2P5	U6 snRNA-associated Sm-like protein LSm6	13.92	1	3	1	42525.2584	3	
Q9W2S2	Autophagy-related 8a, isoform A	17.36	3	7	1	334630.00659999996	6	
Q9W2U8	Neb-cGP, isoform A	20.83	1	9	1	189916.66960000002	5	
Q9W2V2	FI20035p1	10.07	5	5	5	39131.51730000001	4	
Q9W2X6	ATP synthase F(1) complex subunit delta, mitochondrial	77.07	11	109	11	20089162.96368	95	
Q9W2Z7	Uncharacterized protein, isoform B	15.93	6	22	0	218715.98972	17	
Q9W2Z9	RE65233p	8.65	2	2	2	43856.034	2	
Q9W306	GEO08256p1	14.05	2	2	2	46641.566999999995	2	
Q9W308	GH05731p	16.18	2	3	2	86720.342	3	
Q9W309	GEO08445p1	38.27	7	10	7	359505.697	8	
Q9W314	GH14088p	9.07	4	4	3	104114.74900000001	4	
Q9W329	Golgi-localized, gamma-adaptin ear containing, ARF binding protein	14.85	10	10	10	117082.5215	8	
Q9W330	Phosphotransferase	44.18	19	34	3	1539030.38934	33	
Q9W335	Translocon-associated protein subunit alpha	20.2	3	3	3	86376.55900000001	3	
Q9W337	GH19985p	44.5	8	13	8	214226.5552	11	
Q9W350	C11.1, isoform A	1.55	2	2	2	3163.8574	1	
Q9W370	GEO12084p1	38.52	4	8	4	262991.1822	7	
Q9W373	SET and MYND domain containing, arthropod-specific, member 9, isoform A	1.4	1	1	1	6682.7866	1	
Q9W374	Dihydropyrimidine dehydrogenase [NADP(+)]	0.87	1	1	1	4439.777	1	
Q9W392	T-complex protein 1 subunit beta	31.96	16	29	16	1002553.4306999999	27	
Q9W396	FI06908p	17.5	6	7	6	188075.817	6	
Q9W3B3	Uroporphyrinogen-III synthase	6.86	2	2	2	27891.646	2	
Q9W3C3	LD10016p	19.53	9	11	9	141463.35195	9	
Q9W3C4	beta-N-acetylhexosaminidase	8.36	5	5	5	35241.7785	4	
Q9W3F6	Bleomycin hydrolase	17.01	7	8	1	57482.31084	6	
Q9W3G8	pyridoxal 5'-phosphate synthase	15.02	3	3	3	66532.061	3	
Q9W3H4	LD36273p	52.23	11	23	11	791214.26754	20	
Q9W3J1	G protein beta subunit 5	19.27	5	5	5	62836.93316	5	
Q9W3J6	FI06457p	2.33	1	1	1	5747.915	1	
Q9W3K6	LD35927p	4.62	4	5	3	134313.388	5	
Q9W3K9	Short-chain dehydrogenase/reductase 3	26.25	9	16	9	578867.1254	14	
Q9W3L4	GH20802p	20.29	8	14	8	283946.2945	13	
Q9W3M7	RNA helicase	13.12	12	14	11	89404.71447	11	
Q9W3M8	LD34211p	38.19	8	9	8	341051.283	8	
Q9W3N1	RH59310p	3.12	1	1	1	21727.125	1	
Q9W3N7	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 1	35.71	2	6	2	195977.088	6	
Q9W3N9	Acetyl-CoA acetyltransferase 1, isoform A	42.44	14	33	14	1512379.8701	33	
Q9W3Q0	FI07418p	10.09	2	5	1	3100.806	1	
