Accession	Description	Coverage [%]	# Peptides	# PSMs	# Unique Peptides	Abundance: F5: 129N, Sample, n/a, Earth_M1	Abundances Count: F5: 129N, Sample, n/a, Earth_M1	Modifications
Q9VVC3	Cuticular protein 73D, isoform B	38.02	20	56	1	543284.74675	38	
Q9VVC8	LD23434p	8.08	5	10	5	47251.9713	7	
Q9VVG0	Cadherin 74A, isoform A	9.29	18	30	18	137601.30475	25	
Q9VVH5	Cytochrome b-c1 complex subunit 8	44.94	6	55	6	2952599.21926	50	
Q9VVJ7	Selenoprotein F	34.83	7	19	7	104773.04976000001	17	
Q9VVK5	Adenosine deaminase	6.15	4	8	4	43894.686069999996	8	
Q9VVK7	Nucleobindin 1	14.06	10	23	10	155744.64575999998	18	
Q9VVL5	FI11325p	21.52	7	10	7	63246.361899999996	9	
Q9VVL7	Dihydrolipoyl dehydrogenase	63.29	28	179	28	8851496.92212	167	
Q9VVL8	Tryptophan--tRNA ligase, mitochondrial	4.96	3	5	3	22568.791100000002	5	
Q9VVM1	Uncharacterized protein, isoform B	9.91	6	9	6	33439.23352	8	
Q9VVP9	Gamma-glutamylcyclotransferase	18.18	4	8	4	25831.5674	7	
Q9VVS6	Ubiquitin-like-conjugating enzyme ATG3	15.45	5	9	5	42725.11314	8	
Q9VVT6	Glutaredoxin-2, mitochondrial	69.3	8	39	8	542603.70109	34	
Q9VVU1	Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial	32.13	13	68	13	1363846.00318	47	
Q9VVU2	GEO07453p1	29.53	6	31	5	308565.92875	26	
Q9VVV6	LD45843p	12.26	8	10	0	17387.84503	4	
Q9VVW7	Canopy b	12.22	3	8	3	17200.992	7	
Q9VVX4	Large ribosomal subunit protein bL21m	20.4	5	5	5	12398.3802	4	
Q9VVY7	FI20154p1	12.22	16	28	0	90766.79134	23	
Q9VVZ4	Uncharacterized protein	56.79	4	7	4	67012.2595	7	
Q9VW00	GH28721p	6.1	2	3	2	3272.55376	2	
Q9VW13	ATP-binding cassette sub-family F member 3	3.67	3	4	3	2285.3912	2	
Q9VW17	RE58036p	29.67	5	15	0	15660.50944	10	
Q9VW34	FI03450p	11.65	7	12	7	92277.6142	11	
Q9VW40	LD31235p	9.3	3	4	3	8327.6822	3	
Q9VW52	Precursor RNA processing 3, isoform A	6.19	4	4	1	8115.24357	4	
Q9VW54	26S proteasome non-ATPase regulatory subunit 2	4.24	5	9	5	26839.3147	5	
Q9VW57	Grasp65	7.17	4	7	4	31019.274800000003	5	
Q9VW58	LD33138p	14.87	3	4	3	20389.52525	3	
Q9VW59	Rho GDP-dissociation inhibitor 3	39.3	10	33	10	337194.46731	30	
Q9VW66	Uncharacterized protein, isoform A	65.59	9	50	5	1486003.20647	47	
Q9VW68	(S)-3-amino-2-methylpropionate transaminase	63.99	30	123	30	3751804.71241	102	
Q9VW73	Ragulator complex protein LAMTOR1	9.44	3	6	3	15475.12263	5	
Q9VW90	Chitin-binding type-2 domain-containing protein	6.23	2	3	2	13682.589800000002	3	
Q9VWD0	GH23568p	19.35	6	13	6	149632.58876	12	
Q9VWD1	Cytochrome c oxidase subunit	79.17	11	99	1	2226494.52784	80	
Q9VWD5	LD35087p	12.92	5	7	5	14997.12789	4	
Q9VWD9	Ubiquilin-like protein	36.56	15	29	15	327051.46768	26	
Q9VWF0	LP01149p	34.31	9	18	9	61912.426419999996	12	
Q9VWG1	LD37169p	76.5	13	51	1	152844.1736	4	
Q9VWJ3	LD05272p	12.79	2	3	2	5749.950699999999	2	
Q9VWL4	GH07340p	9.39	5	11	5	25246.80158	10	
Q9VWP2	RH57257p	77.69	12	26	12	292091.74453	22	
Q9VWQ3	LD35981p	6.12	2	2	0	7512.023	2	
Q9VWQ7	Coactosin-like protein	29.45	6	11	0	34819.65987	8	
Q9VWS1	Houki	9.33	2	3	2	48395.707630000004	3	
Q9VWT1	histidine--tRNA ligase	27.78	14	37	1	225770.59527	31	
Q9VWT3	Gamma-glutamyl transpeptidase, isoform A	7.94	5	5	5	17444.556500000002	5	
Q9VWU0	FI18411p1	2.23	1	2	1	937.88116	1	
Q9VWV6	Transferrin	63.81	41	264	41	10191566.01285	216	
Q9VWW2	GH13094p	17.43	9	19	9	22855.88453	8	
Q9VX02	Mitochondrial fission process protein 1	14.02	3	11	3	46025.80392	11	
Q9VX08	LD10434p	4.16	2	3	2	14333.2759	3	
Q9VX15	Replication factor C subunit 2	7.08	3	5	3	9198.17151	5	
Q9VX26	Chascon, isoform A	2.65	4	4	0	5817.41917	3	
Q9VX36	NADH dehydrogenase (Ubiquinone) 24 kDa subunit, isoform A	63.22	17	91	17	2919478.16403	79	
Q9VX69	FI01450p	6.57	3	29	2	137958.4222	7	
Q9VXA3	LP21163p	16.85	11	23	11	105870.60928	18	
Q9VXA9	RE04047p	8.03	2	3	2	3510.934	1	
Q9VXC1	MIP06432p1	36.87	6	12	3	115263.5748	10	
Q9VXC9	trypsin	49.0	9	23	9	329771.17296	22	
Q9VXE8	Ubiquitin-conjugating enzyme E2 G2	18.56	4	8	4	31890.887629999997	6	
Q9VXF9	AT13091p	15.5	8	19	8	59079.41618	14	
Q9VXG0	Cell division cycle 50, isoform A	8.96	3	8	1	30986.0273	7	
Q9VXG9	GH25683p	5.43	1	1	1	1409.7307	1	
Q9VXH4	RE16337p	51.96	3	7	3	45074.244900000005	5	
Q9VXH7	FI17510p1	22.59	6	21	6	248730.94903999998	17	
Q9VXI1	L-gulonate 3-dehydrogenase	54.6	11	26	11	275198.71641	22	
Q9VXI6	Cytochrome b-c1 complex subunit 7	64.86	9	43	7	1839049.71363	39	
Q9VXJ7	GH03748p1	11.25	12	13	12	17229.85397	9	
Q9VXK7	Probable NADH dehydrogenase [ubiquinone] iron-sulfur protein 7, mitochondrial	32.13	7	15	6	87793.23976	11	
Q9VXK9	Centrosomal protein 164, isoform A	2.57	4	5	4	13547.47936	4	
Q9VXL4	Nuclear nucleic acid-binding protein C1D	10.69	2	2	2	3274.7112	1	
Q9VXM4	LD12946p	61.29	13	44	13	815177.20394	39	
Q9VXN1	LD03728p	9.22	3	5	3	3604.3325	2	
Q9VXN3	LD07988p	17.42	8	15	8	60203.147639999996	13	
Q9VXP3	GH05406p	12.21	7	8	7	12687.6085	5	
Q9VXQ0	Large ribosomal subunit protein uL3m	7.73	3	4	3	30367.4985	4	
Q9VXQ3	Diphosphomevalonate decarboxylase	7.47	3	4	3	9880.45251	4	
Q9VXQ5	Chaperonin containing TCP1 subunit 6	41.46	21	49	21	508866.34312	41	
Q9VXR9	FI03680p	10.91	4	5	4	11086.6568	5	
Q9VXV1	RH52220p	19.02	4	5	4	7996.27934	5	
Q9VXY3	Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex	21.0	10	26	10	137529.10437	19	
Q9VXZ0	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 7	18.8	2	26	2	308580.54524999997	17	
Q9VXZ8	Luciferin 4-monooxygenase	18.93	10	20	10	120330.75323	17	
Q9VY05	GH11762p	12.2	8	19	8	69109.56367	13	
Q9VY16	Uncharacterized protein, isoform A	8.35	6	9	0	17640.1353	8	
Q9VY24	Uncharacterized protein, isoform B	17.19	7	15	7	137594.1538	14	
Q9VY27	Nucleoside diphosphate kinase	18.54	3	3	3	775.45416	1	
Q9VY33	Defective proboscis extension response 8, isoform A	9.59	4	7	3	12343.2349	5	
Q9VY41	Plasminogen receptor (KT)	35.06	3	6	3	45039.7583	6	
Q9VY42	Tyrosine aminotransferase	9.58	5	7	5	13495.6802	3	
Q9VY76	AMP deaminase	7.13	7	10	0	20037.9562	7	
Q9VY87	Cathepsin B, isoform A	20.59	5	11	5	88143.1631	6	
Q9VY91	Programmed cell death protein 4	8.25	6	10	6	86093.7078	8	
Q9VY92	GEO07753p1	73.91	8	47	8	1101839.20233	34	
Q9VYA1	RE18811p	8.56	3	6	2	18573.775999999998	6	
Q9VYB2	LD19061p	2.83	2	2	2	2710.0904600000003	2	
Q9VYD5	Branched-chain-amino-acid aminotransferase	2.26	1	1	1	819.9715	1	
Q9VYF0	GM09012p	14.93	4	10	4	17931.91546	7	
Q9VYG8	CG15717-PA	15.08	4	6	4	20645.752	4	
Q9VYJ1	FI12805p	7.33	5	6	5	11227.5779	4	
Q9VYK6	Tomosyn, isoform C	5.24	8	14	1	21923.66117	9	
Q9VYM0	CG2555-PA	14.21	3	6	1	4684.71793	3	
Q9VYM7	Uncharacterized protein, isoform C	14.62	6	14	2	3055.8473400000003	3	
Q9VYN1	protein kinase C	0.84	2	18	1	548194.82704	7	
Q9VYR4	Furrowed, isoform A	1.96	2	5	0	4348.37176	2	
Q9VYS2	GH09980p	7.06	6	7	6	23513.99207	6	
Q9VYT0	RE04130p	30.84	7	9	6	166501.2889	9	
Q9VYT1	BLOC-1-related complex subunit 5	8.6	3	8	3	10065.56024	5	
Q9VYT3	FI23714p1	3.57	5	7	5	8213.55948	4	
Q9VYT6	P24-related-1, isoform A	7.14	3	9	3	99646.01826000001	5	
Q9VYU9	RH17287p	45.02	7	14	7	115782.15392	13	
Q9VYV4	Amun, isoform A	4.91	3	5	3	13481.789499999999	4	
Q9VYV6	GEO09033p1	23.68	3	3	3	18849.79913	3	
Q9VZ00	FI19420p1	19.19	18	25	0	68728.36688	12	
Q9VZ19	Antennal dehydrogenase	35.6	6	24	6	468148.89169	21	
Q9VZ20	Dynein light intermediate chain	28.4	16	40	4	203475.69186	29	
Q9VZ24	GEO11412p1	44.25	7	77	7	3346077.1216	65	
Q9VZ25	Uncharacterized protein, isoform A	6.96	1	1	1	335.0895	1	
Q9VZ34	RH72958p	2.64	2	5	2	8521.40946	3	
Q9VZ37	Uncharacterized protein, isoform A	7.81	1	1	1	2554.173	1	
Q9VZ58	Purple acid phosphatase	15.78	8	16	7	95197.43154	15	
Q9VZ59	LP02042p	6.12	1	4	0	28938.45622	4	
Q9VZ66	SD22308p	35.37	5	12	5	47200.14892	8	
Q9VZ67	Uncharacterized protein	28.99	2	9	2	13398.75748	8	
Q9VZ71	RE01453p	9.04	2	3	2	3376.3625	1	
Q9VZD9	Peroxisomal membrane protein 34, isoform A	11.46	3	7	3	15902.626	5	
Q9VZE4	RE70333p	17.02	8	19	8	72992.34897	15	
Q9VZE9	V-type proton ATPase subunit	9.41	1	4	1	122255.66200000001	4	
Q9VZF6	Sulfide:quinone oxidoreductase, mitochondrial	3.94	2	3	2	4425.3623	3	
Q9VZF9	Cuticular protein 64Ad	32.79	6	20	6	314368.24795	13	
Q9VZG0	Cuticular protein 64Ac	43.62	9	67	9	2529651.27928	51	
Q9VZG1	Cuticular protein 64Ab	42.5	4	17	4	159025.84286	13	
Q9VZG2	Cuticular protein 64Aa	76.04	10	55	10	2546392.8626	44	
Q9VZH5	CLIP domain-containing serine protease	11.35	8	9	1	7809.9912699999995	7	
Q9VZI1	Transgelin	82.98	14	100	1	3108101.3153	73	
Q9VZI8	Fumarylacetoacetase	10.07	4	7	4	30257.230499999998	6	
Q9VZJ2	GH27759p	16.59	7	14	7	61533.278600000005	10	
Q9VZJ8	FGGY carbohydrate kinase domain-containing protein	6.57	4	8	4	9770.097609999999	6	
Q9VZL1	Mitochondrial import receptor subunit TOM22 homolog	41.89	6	25	1	291157.6327	23	
Q9VZS1	protein-serine/threonine phosphatase	13.21	5	9	4	13239.266380000001	7	
Q9VZU7	Ubiquitin carboxyl-terminal hydrolase	10.76	10	21	10	81003.6847	16	
Q9VZV2	Chitinase 7	7.7	7	9	7	26220.687700000002	6	
Q9VZW1	Phospholipid scramblase	7.22	2	4	2	4384.9435300000005	3	
Q9VZW7	Carnitine palmitoyltransferase 2	11.54	7	9	7	14642.2441	5	
Q9VZX6	LD06441p	7.98	3	4	3	21861.1403	3	
Q9VZY0	LD45195p	17.62	5	10	5	64175.8147	5	
Q9VZY9	Probable proline--tRNA ligase, mitochondrial	4.8	3	4	2	6252.09346	3	
Q9VZZ5	GEO12033p1	28.67	4	10	4	129637.72260000001	7	
Q9VZZ6	CG16985 protein	32.21	4	10	4	95012.6947	3	
Q9W022	GEO01508p1	64.08	8	33	8	954750.38122	30	
Q9W073	RH22148p	9.41	2	2	2	7761.801640000001	2	
Q9W077	Cuticular protein 62Bc, isoform A	32.78	4	17	4	752430.16542	15	
Q9W078	Cuticular protein 62Bb, isoform A	24.23	3	20	2	261489.74875	15	
Q9W086	Large ribosomal subunit protein mL46	20.54	6	11	6	28450.11434	6	
Q9W087	U6 snRNA-associated Sm-like protein LSm8	24.21	3	5	2	20936.26755	4	
Q9W095	glycerol kinase	2.78	2	2	2	4260.96714	2	
Q9W0A8	FI01658p	18.77	5	15	5	122402.56844	15	
Q9W0B3	Vacuolar protein sorting-associated protein VTA1 homolog	29.11	10	34	10	288970.28566	24	
Q9W0C3	GH11843p	61.22	12	26	12	321434.29032000003	19	
Q9W0D3	GH15728p	1.78	3	4	3	4429.8798	2	
Q9W0D9	choline-phosphate cytidylyltransferase	6.82	3	10	2	19456.3181	3	
Q9W0H6	Acetyl-CoA acetyltransferase 2	29.08	9	25	9	93573.72467	14	
Q9W0H8	Reticulocalbin-3	24.32	9	18	4	272128.17487	18	
Q9W0H9	Rabaptin-5-associated exchange factor for Rab5	7.33	6	6	6	18735.00768	4	
Q9W0J9	GH07301p	41.93	10	20	9	237863.30225	14	
Q9W0K9	LD10220p	9.38	2	2	2	12518.738	1	
Q9W0L7	ubiquitinyl hydrolase 1	3.16	5	5	0	12259.9048	4	
Q9W0M4	Endoplasmic reticulum transmembrane protein	27.63	8	19	7	79028.45874	15	
Q9W0M5	Protein DPCD	8.56	2	4	2	5594.3587	4	
Q9W0N6	LD27967p	16.52	5	9	5	15863.64588	8	
Q9W0P4	GEO05053p1	15.45	2	4	2	14169.08306	4	
Q9W0Q2	Peptidyl-prolyl cis-trans isomerase	32.39	6	10	6	33079.60391	9	
Q9W0Q3	BLOC-1 related complex subunit 6, isoform A	3.64	1	1	1	7843.318	1	
Q9W0R0	Cell division cycle 5, isoform A	14.0	11	18	11	47088.3712	12	
Q9W0S6	Large ribosomal subunit protein bL17m	18.18	4	4	4	10545.5305	2	
Q9W0U0	glycerol kinase	2.23	1	1	0	5367.8755	1	
Q9W0X0	Scavenger receptor class B member 1	12.89	8	13	0	57860.22601	12	
Q9W0X1	GH15894p	1.58	1	1	1	9360.223	1	
Q9W0X2	GEO07322p1	12.4	2	2	2	13526.89803	2	
Q9W0X3	LD24657p	8.75	3	9	1	28934.47516	7	
Q9W0Z5	LP09747p	10.07	6	23	6	45835.70657	17	
Q9W125	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 8	68.0	9	46	9	2873502.30498	43	
Q9W127	Isochorismatase domain-containing protein 1	25.96	5	8	5	157236.97	6	
Q9W136	Uncharacterized protein	39.13	6	15	6	165887.35276	10	
Q9W140	Regulatory protein zeste	6.4	3	5	3	3325.71976	2	
Q9W147	RNA polymerase II subunit A C-terminal domain phosphatase	9.89	6	8	6	3481.1377	3	
Q9W149	RING-type E3 ubiquitin transferase	2.19	2	2	2	354.22046	1	
Q9W158	LD36772p	7.49	3	11	3	40233.20083	9	
Q9W199	GEO07594p1	14.84	3	3	3	3552.4043	2	
Q9W1B9	Large ribosomal subunit protein uL11	46.67	8	31	8	438819.30435	27	
Q9W1C8	LD24355p	16.3	6	14	6	20618.4742	9	
Q9W1E8	Adaptor protein complex AP-3 small chain sigma3	15.18	3	6	3	36641.93083	5	
Q9W1F2	FI07217p	5.93	2	4	2	19135.971999999998	2	
Q9W1F7	IP15825p	25.14	10	36	10	511964.18172	31	
Q9W1F8	GEO08248p1	18.05	3	10	3	73056.8552	8	
Q9W1G7	LD21576p	24.05	7	13	7	179590.6324	8	
Q9W1H5	Decapping protein 1, isoform A	12.37	4	8	4	41569.3935	7	
Q9W1H6	GH04238p	8.46	2	5	2	136564.6862	4	
Q9W1H8	acetyl-CoA C-acyltransferase	31.77	14	54	14	347502.948	41	
Q9W1I8	LD03592p	30.28	8	21	8	74028.45476000001	15	
Q9W1L1	Large ribosomal subunit protein mL43	17.19	4	8	4	15146.1298	6	
Q9W1L8	GH11818p	5.92	2	3	2	12106.233	1	
Q9W1M9	Exosome complex component RRP4	16.11	4	5	4	4027.0867	4	
Q9W1N3	Levy, isoform A	50.46	5	24	5	823143.01338	21	
Q9W1N4	Serine-threonine kinase receptor-associated protein	2.74	1	1	1	5696.917	1	
Q9W1R0	RH49821p	6.07	3	5	3	10119.058229999999	5	
Q9W1R3	Golgin-245	14.24	21	27	21	85167.26352	23	
Q9W1V8	CG9893 protein	3.65	1	2	1	38141.638	2	
Q9W1W4	RE45066p	22.13	8	19	8	91118.92565	15	
Q9W1X5	GH04942p	13.03	18	41	3	209666.53396	31	
Q9W227	Peptidyl-prolyl cis-trans isomerase	64.39	13	56	13	1211980.76352	39	
Q9W229	40S ribosomal protein S24	37.4	5	11	5	355607.45369999995	8	
Q9W236	Vacuolar protein sorting 20, isoform A	8.02	3	7	3	18350.5617	5	
Q9W253	Small ribosomal subunit protein mS29	13.01	5	5	5	6951.363359999999	3	
Q9W254	Quaking related 58E-2, isoform A	30.53	10	30	9	120895.26063	23	
Q9W257	RH13652p	6.99	2	7	2	156821.327	6	
Q9W258	Babos, isoform A	27.55	6	28	6	291283.9204	20	
Q9W259	FI23916p1	14.71	5	10	5	91875.3082	6	
Q9W260	GH03113p	15.4	9	26	9	83674.06745	23	
Q9W287	Cuticle protein 16.5-like	4.15	1	3	1	26761.8097	3	
Q9W289	Golgi matrix protein 130 kD	16.6	13	32	13	93553.32168	26	
Q9W299	Sugar phosphate phosphatase	4.13	2	3	2	7884.42207	2	
Q9W2E8	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 3	16.36	2	17	2	187957.19514	14	
Q9W2I2	Queuosine 5'-phosphate N-glycosylase/hydrolase	8.16	3	3	3	6829.7426	2	
Q9W2J4	UDP-glucuronosyltransferase	2.82	2	2	2	20573.0898	2	
Q9W2J5	Uncharacterized protein, isoform A	17.66	7	16	0	32247.02664	7	
Q9W2K2	U6 snRNA-associated Sm-like protein LSm1	17.52	2	2	2	11299.48	1	
Q9W2L6	RH02475p	28.13	18	55	18	776472.68375	43	
Q9W2M0	LD23155p	23.8	18	32	18	94625.9071	26	
Q9W2M4	Farnesoic acid O-methyl transferase domain-containing protein	44.93	12	62	12	3160932.41558	58	
Q9W2M9	FI16623p1	6.47	1	3	1	1515.6415200000001	3	
Q9W2P5	U6 snRNA-associated Sm-like protein LSm6	39.24	4	9	4	26989.020220000002	5	
Q9W2S2	Autophagy-related 8a, isoform A	11.57	2	9	1	132393.37997	7	
Q9W2U8	Neb-cGP, isoform A	83.33	3	21	3	208246.27529999998	11	
Q9W2V2	FI20035p1	3.86	3	3	3	19445.792500000003	2	
Q9W2X6	ATP synthase F(1) complex subunit delta, mitochondrial	77.07	11	164	11	8471442.346649999	129	
Q9W2Z7	Uncharacterized protein, isoform B	23.63	8	28	1	107876.00228	17	
Q9W306	GEO08256p1	14.05	2	4	2	46656.35323	4	
Q9W308	GH05731p	27.17	4	9	4	80191.16584	8	
Q9W309	GEO08445p1	29.63	7	11	7	181489.33995	9	
Q9W314	GH14088p	9.57	4	9	4	30286.66446	7	
Q9W329	Golgi-localized, gamma-adaptin ear containing, ARF binding protein	11.06	8	13	8	34720.1919	10	
Q9W330	Phosphotransferase	24.4	11	31	3	780141.6626	29	
Q9W335	Translocon-associated protein subunit alpha	21.19	3	5	3	127495.073	5	
Q9W337	GH19985p	21.56	4	12	4	57324.532849999996	9	
Q9W350	C11.1, isoform A	2.12	3	3	3	2693.779	3	
Q9W370	GEO12084p1	44.26	4	19	4	218640.20869	15	
Q9W373	SET and MYND domain containing, arthropod-specific, member 9, isoform A	8.8	5	7	5	23685.59062	6	
Q9W374	Dihydropyrimidine dehydrogenase [NADP(+)]	8.15	9	12	9	10050.09218	8	
Q9W392	T-complex protein 1 subunit beta	41.12	18	46	18	453174.67055000004	37	
Q9W396	FI06908p	12.08	3	5	3	19321.741	3	
Q9W3B3	Uroporphyrinogen-III synthase	13.0	4	6	4	29434.1816	5	
Q9W3C3	LD10016p	17.41	8	12	8	30559.64525	8	
Q9W3C4	beta-N-acetylhexosaminidase	4.34	3	6	3	10759.8419	4	
Q9W3F6	Bleomycin hydrolase	12.91	5	9	1	27878.5641	8	
Q9W3G8	pyridoxal 5'-phosphate synthase	16.43	4	7	4	25881.10814	7	
Q9W3H4	LD36273p	62.35	12	36	12	416430.13538	34	
Q9W3J1	G protein beta subunit 5	6.7	2	3	2	14711.492999999999	2	
Q9W3J6	FI06457p	12.29	4	4	4	4147.33625	2	
Q9W3K6	LD35927p	5.12	4	6	4	34941.053439999996	6	
Q9W3K9	Short-chain dehydrogenase/reductase 3	30.31	9	24	9	425514.93777	24	
Q9W3L4	GH20802p	12.56	6	12	6	31949.92267	7	
Q9W3M7	RNA helicase	9.1	8	19	8	32949.77325	11	
Q9W3M8	LD34211p	32.16	7	17	7	154432.6248	11	
Q9W3N1	RH59310p	7.17	2	3	2	3183.35612	3	
Q9W3N7	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 1	37.5	3	10	2	94629.0078	6	
Q9W3N9	Acetyl-CoA acetyltransferase 1, isoform A	37.56	13	35	13	408619.63711	26	
Q9W3Q0	FI07418p	18.35	4	11	3	9955.752700000001	2	
Q9W3R8	sn-1-specific diacylglycerol lipase ABHD11	7.14	3	5	3	54171.432	5	
Q9W3T2	Coiled-coil domain-containing protein 25	18.66	5	11	5	26954.92328	8	
Q9W3T9	GM01152p	50.42	10	21	10	158645.24476	16	
Q9W3U9	CG14434-PA	36.9	6	15	0	39557.86913	11	
Q9W3V2	FI19713p1	4.82	4	5	4	20054.58774	4	
Q9W3V3	E3 ubiquitin-protein ligase ZNRF1	6.6	2	5	2	4177.809	1	
Q9W3W4	5-demethoxyubiquinone hydroxylase, mitochondrial	9.59	2	6	2	28884.86448	6	
Q9W3X7	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 8, mitochondrial	56.57	10	58	10	1423227.25496	50	
Q9W3X8	RH42690p	13.47	5	10	5	6166.7494	5	
Q9W3Y3	Calcyclin-binding protein	27.83	6	12	6	113433.2365	10	
Q9W3Z4	GH18625p	2.43	1	3	1	3525.4897	1	
Q9W402	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13	59.74	11	56	11	1999141.3017	48	
Q9W403	LD24968p	11.05	6	14	6	18401.16517	11	
Q9W404	GH10714p	10.34	5	10	4	12664.068	5	
Q9W411	Uncharacterized protein, isoform A	20.81	3	4	3	12702.0609	3	
Q9W414	Regulatory particle triple-A ATPase 4	47.86	16	41	11	368244.43274	36	
Q9W425	Rabconnectin-3A	0.7	3	3	3	7616.291499999999	3	
Q9W457	Serine hydroxymethyltransferase	33.71	20	77	0	1229131.95302	64	
Q9W461	LD23868p	10.93	5	10	5	28133.76918	7	
Q9W482	Lin-52, isoform A	19.11	3	3	3	10472.0597	3	
Q9W483	GH18971p	15.83	5	8	5	32965.49691	6	
Q9W486	LD13361p	5.65	3	4	1	9413.16403	4	
Q9W499	Large ribosomal subunit protein uL29	12.2	2	11	2	53549.9049	10	
Q9W4A0	GH11193p	24.87	5	10	5	42167.51104	9	
Q9W4A6	Otopetrin-like a, isoform A	3.6	4	4	1	11648.92752	3	
Q9W4C2	lysozyme	18.42	4	5	4	38630.8558	5	
Q9W4I3	Large ribosomal subunit protein uL30m	43.33	8	11	8	37107.16985	9	
Q9W4J7	Uncharacterized protein	11.79	3	5	3	19800.47546	4	
Q9W4K0	CHOp24, isoform A	36.06	7	24	7	317311.90268	17	
Q9W4M7	Twenty-four, isoform B	2.46	5	7	3	4303.4901	4	
Q9W4N8	LD30122p	72.86	14	57	1	1851925.4264200001	43	
Q9W4U2	RH09070p	31.33	6	19	6	79314.08621000001	14	
Q9W4W4	RING-type E3 ubiquitin transferase	6.71	4	5	4	9925.206600000001	4	
Q9W4W5	RE47284p	13.77	5	10	5	95492.70684	10	
Q9W4W8	Paraplegin, isoform A	15.26	14	34	14	75785.55251	21	
Q9W4Y1	aralkylamine N-acetyltransferase	25.88	6	13	6	50347.28016	11	
Q9W4Z1	EG:BACH48C10.5 protein	6.97	9	12	0	7984.4099400000005	4	
Q9W4Z2	Large ribosomal subunit protein uL14m	19.25	4	7	4	3801.86276	3	
Q9W503	RH61816p	23.76	8	17	8	68290.82591	13	
Q9W5B4	GH18858p	20.38	6	12	6	390115.73835	8	
Q9W5B5	Gamma-butyrobetaine dioxygenase	9.61	3	3	3	1846.3531	3	
Q9W5E2	EG:115C2.8 protein	5.64	2	3	2	876.5212	1	
Q9W5G7	EG:BACR37P7.8 protein	17.32	5	8	0	13775.5203	8	
Q9W5R5	Sarcolemmal membrane-associated protein	6.8	7	9	7	30112.218269999998	7	
Q9W5W7	GH19483p	6.06	4	6	4	23206.057699999998	6	
Q9W5W8	Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial	45.51	13	44	13	723114.32476	41	
Q9W5X0	LD21953p	23.88	5	25	0	19210.719	3	
Q9XTL2	Jak pathway signal transduction adaptor molecule	8.85	7	11	7	69732.0355	9	
Q9XYW6	E3 ubiquitin-protein ligase CHIP	26.3	8	14	8	52023.93568	11	
Q9XYZ9	Glutathione S transferase E12, isoform A	80.27	12	52	12	1670262.35509	41	
Q9XZ19	Uncharacterized protein	5.14	2	3	2	19178.71044	3	
Q9XZ61	Ubiquitin carboxyl-terminal hydrolase	30.25	9	22	9	128300.47904	18	
Q9Y0Y5	Coatomer subunit epsilon	27.78	8	17	8	169678.2505	16	
Q9Y112	BcDNA.GH10614	54.75	18	86	16	1998789.56422	72	
Q9Y114	UBX domain-containing protein 4	30.49	22	52	22	253265.77833	39	
Q9Y119	BcDNA.GH08860	18.54	16	35	16	103711.52905	23	
Q9Y125	BcDNA.GH08312	25.5	27	141	2	3397588.1482800003	112	
Q9Y128	Ceramide transfer protein	9.65	6	10	3	9497.5936	6	
Q9Y136	Neprilysin-like 21	7.92	6	11	3	20326.2702	6	
Q9Y143	BcDNA.GH05536	50.38	11	64	11	1969051.53415	56	
Q9Y156	BcDNA.GH02976	14.84	5	5	5	36296.875400000004	5	
Q9Y162	vesicle-fusing ATPase	26.02	15	42	15	297020.26317	35	
Q9Y164	BcDNA.GH02439	51.63	16	81	0	4107945.79718	69	
Q9Y171	BcDNA.GH02220	4.76	2	5	2	3325.6477999999997	2	
R9PY51	Uncharacterized protein	34.95	5	42	5	2915893.8075	24	
X2J4C1	Synaptotagmin 1, isoform I	51.48	24	139	0	2567291.98045	113	
X2J516	Trifunctional purine biosynthetic protein adenosine-3	6.58	11	17	0	72272.09685	10	
X2J979	Synaptotagmin 1, isoform H	56.45	24	135	1	49441.02364	5	
X2JAT7	Fasciclin 3, isoform G	16.7	7	28	0	9039.636	1	
X2JAZ3	mitogen-activated protein kinase kinase	15.52	7	10	1	23091.6161	6	
X2JB48	ADP/ATP translocase	66.22	21	145	1	2541983.94382	104	
X2JCY4	Stoned B, isoform H	11.76	13	30	1	77171.79023	24	
X2JDJ5	Multiple edematous wings, isoform F	4.34	5	8	0	17895.24801	7	
X2JDM7	Guanine nucleotide-binding protein subunit gamma	22.69	9	158	0	7702605.73399	114	
X2JEN5	Uncharacterized protein, isoform H	30.54	5	8	3	12278.6121	3	
X2JKC1	Lipid storage droplet-2, isoform E	35.52	10	28	0	5495.1402	2	
O76932	Serine/threonine-protein phosphatase 4 catalytic subunit	6.51	2	2	0	3762.4372	2	
P10674	Fasciclin-1	43.71	29	142	1	628.8503	1	
Q08605	Transcription activator GAGA	6.37	3	3	0	7529.6365	2	
Q9V3H8	NTF2-related export protein	12.03	2	2	1	5050.5203	2	
