Accession	Description	Coverage [%]	# Peptides	# PSMs	# Unique Peptides	Abundance: F5: 128N, Sample, n/a, SF1g_M1	Abundances Count: F5: 128N, Sample, n/a, SF1g_M1	Modifications
P49028	Protein mago nashi	46.26	6	12	6	230777.0835	8	
P49071	MAP kinase-activated protein kinase 2	13.93	6	12	0	71392.5395	8	
P49455	Tropomyosin-1, isoforms 33/34	42.08	34	310	1	816.2979	1	
P49630	Large ribosomal subunit protein eL36	16.52	2	8	0	284451.33213	7	
P49657	Serine/threonine-protein kinase minibrain	1.65	2	2	0	6877.59026	2	
P49847	Transcription initiation factor TFIID subunit 6	11.22	6	8	1	20415.47774	6	
P49866	Transcription factor HNF-4 homolog	2.7	2	3	0	1229.29846	2	
P49906	Transcription initiation factor TFIID subunit 11	9.69	2	2	2	7556.3967999999995	2	
P49963	Signal recognition particle 19 kDa protein	29.38	3	5	3	13549.137999999999	4	
P50882	Large ribosomal subunit protein uL6	58.42	10	32	0	897681.89538	29	
P50887	Large ribosomal subunit protein eL22	24.08	8	18	8	194785.58067999998	17	
P51140	Segment polarity protein dishevelled	7.06	5	6	5	17487.7638	5	
P51406	Bystin	5.96	3	4	3	1322.1009800000002	2	
P52029	Glucose-6-phosphate isomerase	13.44	7	11	7	64511.5791	9	
P52034	ATP-dependent 6-phosphofructokinase	7.99	7	11	1	27359.0137	9	
P52302	Protein lethal(3)malignant blood neoplasm 1	20.37	10	33	0	293628.6227	26	
P52486	Ubiquitin-conjugating enzyme E2-22 kDa	39.7	8	14	0	17810.72325	6	
P52654	Transcription initiation factor IIA subunit 1	5.19	2	2	2	1869.7188	1	
P53034	Replication factor C subunit 2	16.31	6	9	6	29397.54807	9	
P53501	Actin-57B	77.13	31	817	3	6600809.65423	100	
P53624	Mannosyl-oligosaccharide alpha-1,2-mannosidase IA	3.9	3	4	0	7917.1143	3	
P53777	Muscle LIM protein 1	56.52	5	52	0	393318.82661000005	34	
P53997	Protein SET	11.52	3	3	3	45625.1677	3	
P54185	Putative odorant-binding protein A5	12.38	3	6	3	167842.8305	6	
P54191	General odorant-binding protein 69a	13.51	2	10	2	120989.3241	10	
P54192	General odorant-binding protein 19d	71.33	11	165	11	13816796.278269999	153	
P54193	General odorant-binding protein 83a	42.86	7	24	0	933854.27613	22	
P54195	General odorant-binding protein 28a	26.57	4	24	4	257729.26476	20	
P54351	Vesicle-fusing ATPase 2	15.16	12	32	0	5818.3684	3	
P54352	Ethanolamine kinase	15.25	7	8	5	46556.31844	7	
P54353	Putative peptidyl-prolyl cis-trans isomerase dodo	41.57	6	13	6	319968.745	12	
P54357	Myosin-2 essential light chain	89.12	10	58	1	1099539.71083	48	
P54359	Septin-2	8.83	4	13	1	50418.84394	10	
P54367	Casein kinase I isoform alpha	5.04	2	2	0	2562.2842	1	
P54385	Glutamate dehydrogenase, mitochondrial	47.69	26	97	7	1459818.77329	81	
P54397	39 kDa FK506-binding nuclear protein	4.2	2	2	2	5045.8459	2	
P54399	Protein disulfide-isomerase	67.14	31	156	0	6800276.34954	138	
P54611	V-type proton ATPase subunit E	84.07	25	202	0	7932253.28388	160	
P54622	Single-stranded DNA-binding protein, mitochondrial	23.97	4	9	4	129145.73000000001	9	
P55035	26S proteasome non-ATPase regulatory subunit 4	56.82	11	28	0	135039.11407	20	
P55828	Small ribosomal subunit protein uS10	41.67	5	13	5	306567.1846	11	
P55830	Small ribosomal subunit protein eS1	59.7	19	95	19	2378361.9130100003	79	
P55841	Large ribosomal subunit protein eL14	45.78	10	32	10	897445.72156	28	
P55935	Small ribosomal subunit protein uS4	53.33	15	63	0	1218114.88031	56	
P56079	Phosphatidate cytidylyltransferase, photoreceptor-specific	4.03	2	5	0	6324.322	2	
P56538	Eukaryotic translation initiation factor 6	11.43	3	12	3	77678.31823	10	
P61209	ADP-ribosylation factor 1	35.16	5	15	0	694302.4280000001	11	
P61849	Dromyosuppressin	28.0	2	2	0	113010.715	2	
P61851	Superoxide dismutase [Cu-Zn]	78.43	12	152	12	9918416.58074	122	
P61855	Adipokinetic hormone	24.05	1	3	1	45744.089	2	
P61857	Tubulin beta-2 chain	42.38	15	197	1	2286046.679	3	
P62152	Calmodulin	98.66	18	386	0	20036221.10182	299	
P80455	Small ribosomal subunit protein eS12	70.5	7	43	7	1119720.03669	29	
P81829	Leucokinin	11.88	2	3	2	4480.0701	3	
P81900	cAMP-dependent protein kinase type II regulatory subunit	58.89	19	69	19	2473572.43182	59	
P82147	Protein lethal(2)essential for life	67.91	11	56	0	1041852.83877	40	
P82295	Prominin-like protein	2.47	2	2	0	472.72083	1	
P82804	Partner of Y14 and mago	7.73	1	2	1	610.8006	1	
P82890	Low molecular weight phosphotyrosine protein phosphatase 1	28.39	5	20	5	677530.43763	18	
P83094	Stromal interaction molecule homolog	13.86	8	20	0	37448.93873	13	
P83967	Actin, indirect flight muscle	68.88	28	754	2	170287.146	3	
P84029	Cytochrome c-2	72.22	13	152	0	10417250.96157	132	
P84040	Histone H4	57.28	7	79	0	3020768.00092	73	
P84051	Histone H2A	37.1	7	32	0	1102240.4768	10	
P84345	ATP synthase protein 8	18.87	1	1	1	50979.543	1	
P91664	Protein max	14.29	3	4	0	14355.871500000001	4	
P91685	Metabotropic glutamate receptor	3.28	4	6	0	7420.8236	4	
P91891	Protein Mo25	24.78	10	27	0	372749.12685	26	
P91926	AP-2 complex subunit alpha	10.32	12	23	11	116861.72624	17	
P91927	Mitochondrial proton/calcium exchanger protein	16.58	20	38	20	206876.502	32	
P91928	MICOS complex subunit Mic60	45.33	36	145	0	2424300.16061	117	
P91929	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10, mitochondrial	32.43	13	57	0	1935723.05176	47	
P91938	Thioredoxin reductase 1, mitochondrial	35.4	13	36	0	897891.7397	35	
P92029	DnaJ-like protein 60	3.69	1	2	0	1559.4799	2	
P92177	14-3-3 protein epsilon	77.86	25	246	23	12505566.057289999	157	
P92204	Negative elongation factor E	9.64	3	7	3	23946.5279	5	
P92208	Stress-activated protein kinase JNK	4.3	2	3	0	9335.4136	2	
P98081	Protein disabled	4.99	10	17	0	11715.686959999999	8	
Q00174	Laminin subunit alpha	17.05	68	162	68	2214984.0543	141	
Q00963	Spectrin beta chain	23.88	59	161	1	2390.11647	2	
Q01603	Peroxidase	7.68	5	10	0	129007.98532	10	
Q01604	Phosphoglycerate kinase	83.37	30	234	0	9171467.65362	192	
Q01637	Uridine 5'-monophosphate synthase	10.34	6	8	6	33947.77656	7	
Q01819	Connectin	3.52	3	4	0	28162.85484	3	
Q01989	Myosin heavy chain 95F	2.08	3	3	0	61213.013999999996	2	
Q02748	Eukaryotic initiation factor 4A	39.7	15	35	13	237875.78289	26	
Q02910	Calphotin	3.94	3	9	3	84292.69596	7	
Q03017	NF-kappa-B inhibitor cactus	15.8	6	13	0	28718.92056	6	
Q03043	cGMP-dependent protein kinase, isozyme 2 forms cD4/T1/T3A/T3B	6.25	5	5	0	328.99814	1	
Q03334	Small ribosomal subunit protein uS15	42.38	9	34	0	335179.948	26	
Q03427	Lamin-C	55.88	41	164	3	1884382.2904400001	123	
Q04047	Protein no-on-transient A	21.86	12	30	0	100517.57146	17	
Q04164	Putative epidermal cell surface receptor	8.39	15	27	0	128274.82965	22	
Q04691	Fat-body protein 1	28.38	28	55	0	2623869.3852	52	
Q05783	High mobility group protein D	24.11	3	11	0	53466.3902	7	
Q05825	ATP synthase subunit beta, mitochondrial	86.93	39	648	0	20778229.93645	458	
Q05856	Small nuclear ribonucleoprotein-associated protein B	14.07	3	4	3	25464.63676	2	
Q06559	Small ribosomal subunit protein uS3	80.89	23	114	0	3131443.4594199997	95	
Q06943	High mobility group protein Z	31.53	4	12	0	84059.01275	8	
Q07093	Head-specific guanylate cyclase	9.32	7	10	7	18711.95186	7	
Q07152	Inosine-5'-monophosphate dehydrogenase	14.34	7	18	0	512499.28719999996	17	
Q07171	Gelsolin	24.44	18	56	0	541680.76101	47	
Q07327	Protein ROP	24.79	15	61	0	267119.81596	45	
Q08012	Growth factor receptor-bound protein 2	40.28	9	23	9	420795.82091	20	
Q08180	Irregular chiasm C-roughest protein	4.97	4	7	0	11367.505389999998	7	
Q08473	RNA-binding protein squid	38.08	8	17	0	629797.1137	15	
Q09024	Neural/ectodermal development factor IMP-L2	10.11	3	5	0	34979.145	5	
Q09101	Locomotion-related protein Hikaru genki	4.49	4	8	4	17467.29214	5	
Q0E8C8	Serine protease inhibitor 77Ba	9.11	4	8	4	44670.7915	7	
Q0E940	Eukaryotic translation initiation factor 3 subunit B	6.23	5	6	0	19308.4005	6	
Q0E9B6	Small ribosomal subunit protein uS17	45.81	11	25	7	190458.43899999998	19	
Q0KHQ5	Serine/threonine-protein kinase Tao	1.73	2	2	0	1919.4666	1	
Q0KIC3	Uncharacterized protein CG43427	6.27	9	12	0	8478.91213	4	
Q10714	Angiotensin-converting enzyme	10.08	10	20	0	200225.6505	20	
Q11002	Calpain-A	3.38	3	4	0	8765.303899999999	3	
Q23970	Pheromone-binding protein-related protein 6	58.87	9	59	9	2457420.80666	58	
Q23983	Alpha-soluble NSF attachment protein	74.32	19	81	19	3148170.8895900003	74	
Q23997	Imaginal disk growth factor 6	56.64	25	99	0	2423987.49097	81	
Q24008	Inactivation-no-after-potential D protein	55.93	36	157	1	3482920.96949	113	
Q24046	Sodium/potassium-transporting ATPase subunit beta-1	44.01	14	59	0	1318518.1961	52	
Q24048	Sodium/potassium-transporting ATPase subunit beta-2	67.8	18	110	0	4014565.09072	97	
Q24050	Elongator complex protein 5	26.34	6	9	6	36761.827569999994	9	
Q24114	Division abnormally delayed protein	9.11	6	13	0	209850.2339	13	
Q24133	DnaJ protein homolog 1	14.37	5	14	0	205924.14597	12	
Q24134	Negative elongation factor D	2.42	2	2	0	20837.371	1	
Q24180	Deformed epidermal autoregulatory factor 1	3.82	2	2	0	25679.965	1	
Q24185	Protein hook	24.45	18	32	18	234663.11695	26	
Q24186	Small ribosomal subunit protein uS7A	31.58	9	35	0	942506.42142	31	
Q24207	Protein boule	21.93	4	8	0	44523.0791	6	
Q24208	Eukaryotic translation initiation factor 2 subunit 3	25.68	14	24	0	150180.7849	19	
Q24210	Peripheral plasma membrane protein CASK	6.35	6	7	0	17182.030749999998	5	
Q24211	Protein stoned-A	45.41	30	66	0	823615.68821	56	
Q24214	Calcineurin subunit B type 2	62.35	8	29	0	580684.50026	26	
Q24238	Alkaline phosphatase 4	11.91	7	13	7	39029.20817	9	
Q24246	Cytoplasmic dynein 1 intermediate chain	5.43	4	9	0	17462.768	7	
Q24251	ATP synthase subunit d, mitochondrial	84.27	18	166	0	8080474.39549	138	
Q24276	Hsp90 co-chaperone Cdc37	29.31	11	31	11	186263.98658	23	
Q24292	Protein dachsous	1.48	5	5	0	5180.161099999999	3	
Q24297	Small nuclear ribonucleoprotein F	34.09	3	9	3	141282.7254	2	
Q24298	DE-cadherin	12.94	19	36	19	244017.51163999998	32	
Q24312	DNA-binding protein Ewg	4.64	4	6	2	39567.11552	5	
Q24318	Transcription factor Dp	18.2	7	10	1	15591.50405	6	
Q24319	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit	6.24	3	5	3	10640.46786	3	
Q24322	Semaphorin-1A	5.78	5	6	0	1658.1443	1	
Q24337	Protein enhancer of rudimentary	39.42	5	10	0	50239.982579999996	7	
Q24372	Lachesin	10.03	5	9	5	33345.767179999995	7	
Q24388	Larval serum protein 2	9.56	7	10	0	25506.6525	7	
Q24400	Muscle LIM protein Mlp84B	46.87	24	110	23	1240093.01266	86	
Q24407	ATP synthase-coupling factor 6, mitochondrial	59.43	8	46	0	3499048.9859	37	
Q24439	ATP synthase subunit O, mitochondrial	72.73	19	198	19	8424764.88694	169	
Q24478	Centrosome-associated zinc finger protein Cp190	14.42	15	51	15	99527.67345999999	27	
Q24491	RNA-binding protein Rsf1	32.49	8	22	0	111142.07676	14	
Q24492	Replication protein A 70 kDa DNA-binding subunit	10.78	7	9	7	23988.46744	6	
Q24509	Syntaxin-5	8.14	4	5	0	11620.797	2	
Q24523	Protein bunched, class 2/F/G isoform	5.48	8	20	0	81581.99391	18	
Q24524	Protein singed	5.66	3	5	0	6216.2213	4	
Q24537	High mobility group protein DSP1	12.21	5	19	0	127880.09133	15	
Q24547	Syntaxin-1A	39.18	13	60	0	1482672.18659	54	
Q24560	Tubulin beta-1 chain	83.45	27	307	3	14454929.94293	254	
Q24562	Splicing factor U2AF 50 kDa subunit	10.1	4	7	0	50347.887350000005	7	
Q24572	Chromatin assembly factor 1 p55 subunit	17.67	7	16	1	83659.79217	13	
Q24583	V-type proton ATPase subunit F 1	57.26	7	48	7	1011582.40014	42	
Q26377	Pro-corazonin	20.13	3	12	3	46717.2304	6	
Q26416	Adult cuticle protein 1	20.0	1	2	1	89807.8	1	
Q27237	DnaJ homolog l(2)tid, mitochondrial	24.81	11	16	2	48223.48253	13	
Q27268	ATP-dependent RNA helicase WM6	25.71	10	16	5	298413.2989	12	
Q27272	Transcription initiation factor TFIID subunit 9	23.38	6	8	6	35508.1756	6	
Q27331	V-type proton ATPase catalytic subunit A isoform 2	55.05	29	112	0	664215.26768	43	
Q27377	Putative odorant-binding protein A10	43.87	6	31	6	866463.9952	27	
Q27415	Nucleoplasmin-like protein	43.42	6	51	0	1253847.51787	37	
Q27580	Adenosylhomocysteinase	17.13	6	9	0	135786.65378	8	
Q27597	NADPH--cytochrome P450 reductase	13.99	11	25	0	130175.4094	21	
Q27606	Cytochrome P450 4e2	5.89	3	4	0	1147.44821	2	
Q27869	Protein-L-isoaspartate(D-aspartate) O-methyltransferase	15.04	3	13	0	52554.85135	9	
Q27889	Serine/threonine-protein phosphatase 2B catalytic subunit 2	35.96	16	64	0	71942.56444	9	
Q2PE14	Zinc finger CCHC domain-containing protein 8 homolog	6.15	4	4	4	8250.6698	4	
Q3KN41	Neurexin 1	4.46	8	11	0	28266.7046	8	
Q45VV3	Transcriptional coactivator yorkie	11.65	5	7	0	15439.162900000001	5	
Q4V5I9	Succinate dehydrogenase assembly factor 2-A, mitochondrial	32.52	2	2	2	37368.6204	2	
Q4V645	Trissin	13.89	2	4	2	12946.8064	3	
Q4Z8K6	Ran-binding proteins 9/10 homolog	3.33	3	5	0	16476.2077	3	
Q59E04	Neuroendocrine protein 7B2	7.97	2	4	2	44347.289600000004	4	
Q5U117	Complex I assembly factor Egm, mitochondrial	6.1	4	6	4	8781.3515	5	
Q6AWN0	Acireductone dioxygenase	43.01	7	14	7	208054.60752999998	13	
Q6NN40	Alpha N-terminal protein methyltransferase 1	7.61	2	2	0	1890.713	1	
Q6WV19	Polypeptide N-acetylgalactosaminyltransferase 2	6.32	4	5	4	11495.7481	3	
Q709R6	LEM domain-containing protein Bocksbeutel	12.53	5	5	5	7105.51154	4	
Q70PY2	Peptidoglycan-recognition protein SB1	14.74	3	6	3	94094.4561	6	
Q7JQW6	Lipoyl synthase, mitochondrial	4.24	2	4	2	11584.323	2	
Q7JR49	V-type proton ATPase subunit S1	9.23	3	11	3	198486.8776	9	
Q7JR71	Extracellular superoxide dismutase [Cu-Zn]	27.07	4	21	1	423542.19279	16	
Q7JUR6	Protein GDAP2 homolog	8.89	5	6	0	27050.5708	5	
Q7JUY7	PTB domain-containing adapter protein ced-6	16.63	7	19	0	128268.47042999999	15	
Q7JVI3	Eukaryotic translation initiation factor 3 subunit M	27.91	9	32	0	870397.0538999999	29	
Q7JW27	WASH complex subunit 1	7.01	3	3	3	4413.826080000001	2	
Q7JWD3	ATPase ASNA1 homolog	25.6	7	12	7	27472.214369999998	8	
Q7JWR9	Zinc finger CCCH domain-containing protein 15 homolog	10.4	4	7	0	36559.389390000004	7	
Q7JXF5	Nuclear pore glycoprotein p62	13.96	6	14	6	114881.87625	11	
Q7JXF7	Protein seele	23.28	4	11	4	192406.03611	11	
Q7JYV2	Synaptogyrin	7.88	1	1	1	81183.83	1	
Q7JZB4	Mannose-1-phosphate guanylyltransferase catalytic subunit beta	2.98	1	1	0	875.8954	1	
Q7JZV0	Cuticular protein 47Eg	19.66	2	4	2	6661.77046	3	
Q7K0D8	Nuclear pore complex protein Nup50	20.21	12	24	12	139446.10158	21	
Q7K0E3	MOB kinase activator-like 4	22.42	4	5	0	208460.19520000002	4	
Q7K0L4	WD repeat-containing protein 26 homolog	2.22	2	3	0	3781.62346	3	
Q7K1U0	Activity-regulated cytoskeleton associated protein 1	22.83	7	13	7	31776.46652	8	
Q7K1Z5	Ubiquitin-fold modifier-conjugating enzyme 1	33.54	4	8	4	51030.19337	5	
Q7K2D2	Dynactin subunit 2	46.58	16	45	16	731495.20844	43	
Q7K2G1	Proteasomal ubiquitin receptor ADRM1 homolog	53.47	14	39	1	12715.642600000001	2	
Q7K486	Armadillo repeat-containing protein 6 homolog	13.58	7	11	7	89283.62354	11	
Q7K4Q5	Probable protein phosphatase CG10417	21.9	11	25	0	86090.37853	23	
Q7K4Z4	Protein immune deficiency	14.65	3	8	3	11772.206129999999	7	
Q7K550	Eukaryotic translation initiation factor 3 subunit J	36.44	8	22	0	203816.66984	21	
Q7K556	TRPL translocation defect protein 14	10.11	5	8	0	55086.226299999995	8	
Q7K5K3	Pyruvate dehydrogenase E1 component subunit beta, mitochondrial	44.66	16	73	16	3681592.73545	62	
Q7K5M0	Inactive serine protease scarface	14.35	6	17	6	70246.39716	11	
Q7K738	Ubiquitin-conjugating enzyme E2-18 kDa	54.55	7	19	7	290636.3078	18	
Q7KLV9	26S proteasome non-ATPase regulatory subunit 11	45.26	20	45	0	570051.82918	40	
Q7KML2	Acyl-coenzyme A oxidase 1	3.89	3	4	3	6916.829299999999	3	
Q7KN62	Transitional endoplasmic reticulum ATPase TER94	26.34	22	54	1	647744.53609	45	
Q7KN90	Cysteine--tRNA ligase, cytoplasmic	7.96	7	12	7	42346.08469	9	
Q7KNF2	Polyadenylate-binding protein 2	27.68	7	11	0	118997.9245	10	
Q7KQM6	GIGYF family protein Gyf	7.56	13	18	13	55824.70732	15	
Q7KRI2	Longitudinals lacking protein-like	29.13	4	12	0	106605.5034	9	
Q7KRU8	Ferritin heavy chain	75.12	12	70	2	10099542.83599	54	
Q7KRW8	Pre-mRNA-processing factor 39	3.85	4	4	4	4887.4951	2	
Q7KTH8	COP9 signalosome complex subunit 8	21.43	5	15	5	145907.8702	15	
Q7KUT2	Lon protease homolog, mitochondrial	11.33	13	27	13	158798.56225	23	
Q7KVQ0	H/ACA ribonucleoprotein complex subunit 1	10.13	3	5	3	14117.785769999999	5	
Q7KW14	Coiled-coil domain-containing protein CG32809	11.43	11	14	0	32906.2529	8	
Q7KW39	Probable methylmalonate-semialdehyde/malonate-semialdehyde dehydrogenase [acylating], mitochondrial	34.23	14	60	14	2369819.33738	55	
Q7PLI7	Serine/threonine-protein kinase CG17528	4.41	3	3	3	3493.2227	1	
Q7YTY6	Serine protease inhibitor 42Dd	16.4	5	9	5	50849.500289999996	7	
Q867Z4	Longitudinals lacking protein, isoforms F/I/K/T	11.75	10	23	3	97112.54605	17	
Q868Z9	Papilin	20.36	51	134	51	721921.67132	92	
Q86B79	RING finger protein unkempt	1.34	1	2	0	432.3352	1	
Q86B87	Modifier of mdg4	7.54	5	9	0	85680.77088000001	9	
Q86BL4	Glutamyl-tRNA(Gln) amidotransferase subunit C, mitochondrial	28.38	4	7	4	34043.71745	6	
Q86BN8	Phosphatidylglycerophosphatase and protein-tyrosine phosphatase 1	13.0	3	3	3	11442.5246	3	
Q86NP2	Negative elongation factor A	8.87	10	18	0	90339.14065	14	
Q86P48	AT-rich binding protein	8.76	3	6	3	2888.23468	3	
Q86S05	Protein lingerer	2.69	3	7	0	14966.50082	6	
Q8I0G5	Coatomer subunit gamma	10.08	10	16	0	36381.02024	12	
Q8I7C3	LIM and SH3 domain protein Lasp	17.66	12	37	0	503207.9987	29	
Q8IH18	Eukaryotic translation initiation factor 4E transporter	14.26	15	19	15	43606.39862	15	
Q8IN41	Protein Turandot X	16.2	2	4	2	10014.5433	3	
Q8IN43	Protein Turandot C	48.84	5	12	5	78773.94897	5	
Q8IN44	Protein Turandot A	52.71	7	33	7	437567.91258999996	24	
Q8INI8	Major heat shock 70 kDa protein Ba	22.93	14	84	0	101355.81924	17	
Q8IPJ3	E3 ubiquitin-protein ligase lubel	1.14	4	4	1	16576.9989	3	
Q8IPM8	Complexin	65.49	10	81	0	31406.885000000002	4	
Q8IPW2	SH2/SH3 adapter protein dreadlocks	14.23	7	19	7	49781.17416	15	
Q8IPX7	Exosome complex component RRP40	17.24	4	5	4	5196.532450000001	3	
Q8IPZ3	NAD(P)H oxidoreductase RTN4IP1, mitochondrial	11.62	4	9	4	41865.9026	4	
Q8IQ56	Transmembrane protein 11 homolog, mitochondrial	23.63	5	10	0	73755.62095	5	
Q8IQ70	Calcium uniporter protein, mitochondrial	12.57	5	16	5	187431.5711	15	
Q8IQG1	MOB kinase activator-like 2	10.07	6	10	0	60601.23045	6	
Q8IQG9	Adenylate kinase 1	48.91	9	31	9	499576.006	20	
Q8IR45	BLOC-1-related complex subunit 8 homolog	16.94	3	6	3	27969.87867	4	
Q8IRH5	Zinc finger protein indra	3.27	3	4	3	18144.886	4	
Q8MKJ4	General odorant-binding protein 57b	6.38	1	1	0	16351.574	1	
Q8MKK0	General odorant-binding protein 57a	10.65	2	3	2	2818.11087	3	
Q8MKN0	Ubiquinone biosynthesis protein COQ9, mitochondrial	18.1	6	16	6	129946.18280000001	12	
Q8MLY8	Small ribosomal subunit protein eS8	49.04	10	42	0	1257670.52823	35	
Q8MLZ7	Chitinase-like protein Idgf3	24.49	9	20	0	182154.818	17	
Q8MM24	Chitinase-like protein Idgf1	1.59	1	1	1	2189.0515	1	
Q8MMC4	Protein CDV3 homolog	22.14	6	10	1	28646.694949999997	8	
Q8MR31	Slo-interacting protein 1	4.69	4	5	0	2109.93917	3	
Q8MR45	Putative N(4)-(beta-N-acetylglucosaminyl)-L-asparaginase CG1827	8.65	3	6	3	59000.88678	5	
Q8MR62	Phosducin-like protein 2	16.25	5	13	5	153190.8561	12	
Q8MSS1	Protein lava lamp	23.79	65	113	0	251438.60757	81	
Q8MSU3	Ferric reductase 1	3.55	2	3	0	7770.4485	3	
Q8MSV2	Protein alan shepard	8.98	7	17	7	182747.80544999999	13	
Q8MSX2	Mediator of RNA polymerase II transcription subunit 6	8.43	2	2	0	2465.70816	2	
Q8MT06	Guanine nucleotide-binding protein-like 3 homolog	3.1	2	3	2	9303.6763	3	
Q8SWR8	Ataxin-2 homolog	7.29	7	15	2	46495.88635	11	
Q8SWU7	Obg-like ATPase 1	34.26	13	28	0	614517.26927	25	
Q8SX68	CTTNBP2 N-terminal-like protein	21.18	12	21	12	68953.51534	14	
Q8SXY6	Transmembrane emp24 domain-containing protein bai	32.04	5	18	5	181960.3981	15	
Q8SY33	Protein Gawky	8.6	11	32	11	96144.95464	25	
Q8SY61	General odorant-binding protein 56d	66.41	8	69	0	2407679.7535699997	62	
Q8SY96	NFU1 iron-sulfur cluster scaffold homolog, mitochondrial	32.86	7	15	7	436943.40135	14	
Q8SYD0	Tetratricopeptide repeat protein 19 homolog, mitochondrial	7.05	3	6	3	10785.8503	3	
Q8SYG2	COP9 signalosome complex subunit 3	1.8	1	1	1	6544.0386	1	
Q8SYS7	Probable cytosolic Fe-S cluster assembly factor CG17683	3.98	2	2	2	1607.4032499999998	2	
Q8SZ63	Golgin-84	10.27	6	8	6	17319.1022	4	
Q8SZA8	Adrenodoxin-like protein 2, mitochondrial	38.82	4	12	4	229792.73198	11	
Q8T045	O-glucosyltransferase rumi	7.79	4	4	1	9907.82445	4	
Q8T079	Cytokine-like nuclear factor N-PAC	28.57	13	37	0	404493.32785	32	
Q8T0Q4	Charged multivesicular body protein 4	52.65	15	48	15	560938.30872	40	
Q8T0R7	Chitinase-like protein Idgf5	4.95	2	2	2	3122.1956	1	
Q8T390	Endophilin-A	53.66	19	86	0	3218567.06624	77	
Q8T3L6	Probable malonyl-CoA-acyl carrier protein transacylase, mitochondrial	14.78	7	9	7	114143.6156	8	
Q8T3U2	Small ribosomal subunit protein uS12	47.55	7	19	0	631979.6305699999	13	
Q8T3X9	Iron-sulfur cluster assembly 1 homolog, mitochondrial	44.62	5	14	5	154127.5889	11	
Q8T6B9	Poly(U)-binding-splicing factor hfp	9.42	6	16	2	98576.73442000001	15	
Q8T8R1	CCHC-type zinc finger nucleic acid binding protein	43.03	6	10	6	6377.38634	8	
