Accession	Description	Coverage [%]	# Peptides	# PSMs	# Unique Peptides	Abundance: F5: 128N, Sample, n/a, SF1g_M1	Abundances Count: F5: 128N, Sample, n/a, SF1g_M1	Modifications
Q9VZ37	Uncharacterized protein, isoform A	7.81	1	1	1	2642.2708	1	
Q9VZ58	Purple acid phosphatase	15.78	8	16	7	162446.25235	15	
Q9VZ59	LP02042p	6.12	1	4	0	24156.2909	4	
Q9VZ66	SD22308p	35.37	5	12	5	54779.17736	9	
Q9VZ67	Uncharacterized protein	28.99	2	9	2	18429.85385	7	
Q9VZ71	RE01453p	9.04	2	3	2	4702.779	1	
Q9VZD9	Peroxisomal membrane protein 34, isoform A	11.46	3	7	3	23606.3414	6	
Q9VZE4	RE70333p	17.02	8	19	8	88481.86627	15	
Q9VZE9	V-type proton ATPase subunit	9.41	1	4	1	136052.8494	4	
Q9VZF6	Sulfide:quinone oxidoreductase, mitochondrial	3.94	2	3	2	7957.19586	3	
Q9VZF9	Cuticular protein 64Ad	32.79	6	20	6	326076.68696	14	
Q9VZG0	Cuticular protein 64Ac	43.62	9	67	9	3097003.19631	54	
Q9VZG1	Cuticular protein 64Ab	42.5	4	17	4	140444.28458	14	
Q9VZG2	Cuticular protein 64Aa	76.04	10	55	10	2470254.27151	44	
Q9VZH5	CLIP domain-containing serine protease	11.35	8	9	1	11525.3525	7	
Q9VZI1	Transgelin	82.98	14	100	1	3488502.10177	75	
Q9VZI8	Fumarylacetoacetase	10.07	4	7	4	37856.0785	6	
Q9VZJ2	GH27759p	16.59	7	14	7	62077.9581	11	
Q9VZJ8	FGGY carbohydrate kinase domain-containing protein	6.57	4	8	4	19827.053050000002	6	
Q9VZL1	Mitochondrial import receptor subunit TOM22 homolog	41.89	6	25	1	397380.6376	24	
Q9VZS1	protein-serine/threonine phosphatase	13.21	5	9	4	17478.726880000002	7	
Q9VZU7	Ubiquitin carboxyl-terminal hydrolase	10.76	10	21	10	133808.15294	17	
Q9VZV2	Chitinase 7	7.7	7	9	7	33433.88095	7	
Q9VZW1	Phospholipid scramblase	7.22	2	4	2	7145.6705999999995	3	
Q9VZW7	Carnitine palmitoyltransferase 2	11.54	7	9	7	17738.07274	5	
Q9VZX6	LD06441p	7.98	3	4	3	31667.5762	3	
Q9VZY0	LD45195p	17.62	5	10	5	85394.368	5	
Q9VZY9	Probable proline--tRNA ligase, mitochondrial	4.8	3	4	2	7891.6871599999995	4	
Q9VZZ5	GEO12033p1	28.67	4	10	4	151750.77723	8	
Q9VZZ6	CG16985 protein	32.21	4	10	4	131979.80868000002	4	
Q9W022	GEO01508p1	64.08	8	33	8	1005791.50683	28	
Q9W073	RH22148p	9.41	2	2	2	8327.79	1	
Q9W077	Cuticular protein 62Bc, isoform A	32.78	4	17	4	678407.04424	16	
Q9W078	Cuticular protein 62Bb, isoform A	24.23	3	20	2	350318.96413000004	16	
Q9W086	Large ribosomal subunit protein mL46	20.54	6	11	6	39895.23743	8	
Q9W087	U6 snRNA-associated Sm-like protein LSm8	24.21	3	5	2	33739.2546	5	
Q9W095	glycerol kinase	2.78	2	2	2	4668.3394	2	
Q9W0A8	FI01658p	18.77	5	15	5	154397.19329999998	15	
Q9W0B3	Vacuolar protein sorting-associated protein VTA1 homolog	29.11	10	34	10	364166.89276	28	
Q9W0C3	GH11843p	61.22	12	26	12	426460.22486	19	
Q9W0D3	GH15728p	1.78	3	4	3	5532.233	2	
Q9W0D9	choline-phosphate cytidylyltransferase	6.82	3	10	2	21985.918999999998	3	
Q9W0H6	Acetyl-CoA acetyltransferase 2	29.08	9	25	9	108401.6011	15	
Q9W0H8	Reticulocalbin-3	24.32	9	18	4	353957.28864	17	
Q9W0H9	Rabaptin-5-associated exchange factor for Rab5	7.33	6	6	6	26239.85643	4	
Q9W0J9	GH07301p	41.93	10	20	9	256444.88603	16	
Q9W0K9	LD10220p	9.38	2	2	2	19175.086	1	
Q9W0L7	ubiquitinyl hydrolase 1	3.16	5	5	0	15119.68536	4	
Q9W0M4	Endoplasmic reticulum transmembrane protein	27.63	8	19	7	116923.13492000001	16	
Q9W0M5	Protein DPCD	8.56	2	4	2	10006.5079	4	
Q9W0N6	LD27967p	16.52	5	9	5	24440.3318	7	
Q9W0P4	GEO05053p1	15.45	2	4	2	17571.332300000002	4	
Q9W0Q2	Peptidyl-prolyl cis-trans isomerase	32.39	6	10	6	37952.13093	8	
Q9W0Q3	BLOC-1 related complex subunit 6, isoform A	3.64	1	1	1	9964.893	1	
Q9W0R0	Cell division cycle 5, isoform A	14.0	11	18	11	52798.40924	14	
Q9W0S6	Large ribosomal subunit protein bL17m	18.18	4	4	4	15300.039799999999	2	
Q9W0U0	glycerol kinase	2.23	1	1	0	6321.1313	1	
Q9W0X0	Scavenger receptor class B member 1	12.89	8	13	0	83799.64552	12	
Q9W0X1	GH15894p	1.58	1	1	1	13332.286	1	
Q9W0X2	GEO07322p1	12.4	2	2	2	15881.764	1	
Q9W0X3	LD24657p	8.75	3	9	1	36437.52316	7	
Q9W0Z5	LP09747p	10.07	6	23	6	47033.52385	16	
Q9W125	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 8	68.0	9	46	9	2821196.78314	44	
Q9W127	Isochorismatase domain-containing protein 1	25.96	5	8	5	173593.4988	6	
Q9W136	Uncharacterized protein	39.13	6	15	6	181198.71323	11	
Q9W140	Regulatory protein zeste	6.4	3	5	3	2152.7866999999997	3	
Q9W147	RNA polymerase II subunit A C-terminal domain phosphatase	9.89	6	8	6	5075.81399	4	
Q9W149	RING-type E3 ubiquitin transferase	2.19	2	2	2	1624.5847	1	
Q9W158	LD36772p	7.49	3	11	3	57505.48064	9	
Q9W199	GEO07594p1	14.84	3	3	3	9451.3305	2	
Q9W1B9	Large ribosomal subunit protein uL11	46.67	8	31	8	558521.2212	27	
Q9W1C8	LD24355p	16.3	6	14	6	18976.198630000003	7	
Q9W1E8	Adaptor protein complex AP-3 small chain sigma3	15.18	3	6	3	44152.62622	6	
Q9W1F2	FI07217p	5.93	2	4	2	18896.0105	2	
Q9W1F7	IP15825p	25.14	10	36	10	659322.40018	32	
Q9W1F8	GEO08248p1	18.05	3	10	3	60474.83254	7	
Q9W1G7	LD21576p	24.05	7	13	7	200879.5964	8	
Q9W1H5	Decapping protein 1, isoform A	12.37	4	8	4	49977.74214	7	
Q9W1H6	GH04238p	8.46	2	5	2	182125.395	3	
Q9W1H8	acetyl-CoA C-acyltransferase	31.77	14	54	14	564504.62701	43	
Q9W1I8	LD03592p	30.28	8	21	8	77571.34251	15	
Q9W1L1	Large ribosomal subunit protein mL43	17.19	4	8	4	27539.84185	7	
Q9W1L8	GH11818p	5.92	2	3	2	12165.677290000001	3	
Q9W1M9	Exosome complex component RRP4	16.11	4	5	4	4351.89503	2	
Q9W1N3	Levy, isoform A	50.46	5	24	5	825800.0329	21	
Q9W1N4	Serine-threonine kinase receptor-associated protein	2.74	1	1	1	5870.152	1	
Q9W1R0	RH49821p	6.07	3	5	3	14470.41002	5	
Q9W1R3	Golgin-245	14.24	21	27	21	85995.63025	23	
Q9W1V8	CG9893 protein	3.65	1	2	1	47831.149000000005	2	
Q9W1W4	RE45066p	22.13	8	19	8	117519.69864	16	
Q9W1X5	GH04942p	13.03	18	41	3	277997.68249	32	
Q9W227	Peptidyl-prolyl cis-trans isomerase	64.39	13	56	13	1454564.07622	45	
Q9W229	40S ribosomal protein S24	37.4	5	11	5	477575.3759	8	
Q9W236	Vacuolar protein sorting 20, isoform A	8.02	3	7	3	22537.13952	6	
Q9W253	Small ribosomal subunit protein mS29	13.01	5	5	5	14113.60874	4	
Q9W254	Quaking related 58E-2, isoform A	30.53	10	30	9	136852.67846999998	25	
Q9W257	RH13652p	6.99	2	7	2	207548.0301	6	
Q9W258	Babos, isoform A	27.55	6	28	6	350261.65434	23	
Q9W259	FI23916p1	14.71	5	10	5	109402.1984	6	
Q9W260	GH03113p	15.4	9	26	9	113844.65447000001	24	
Q9W287	Cuticle protein 16.5-like	4.15	1	3	1	31227.895999999997	3	
Q9W289	Golgi matrix protein 130 kD	16.6	13	32	13	86893.1898	25	
Q9W299	Sugar phosphate phosphatase	4.13	2	3	2	13291.941400000002	2	
Q9W2E8	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 3	16.36	2	17	2	243649.30387	14	
Q9W2I2	Queuosine 5'-phosphate N-glycosylase/hydrolase	8.16	3	3	3	8471.3146	2	
Q9W2J4	UDP-glucuronosyltransferase	2.82	2	2	2	24385.0273	2	
Q9W2J5	Uncharacterized protein, isoform A	17.66	7	16	0	42338.68782	9	
Q9W2K2	U6 snRNA-associated Sm-like protein LSm1	17.52	2	2	2	16614.207	1	
Q9W2L6	RH02475p	28.13	18	55	18	1019717.7805999999	46	
Q9W2M0	LD23155p	23.8	18	32	18	110954.87148	25	
Q9W2M4	Farnesoic acid O-methyl transferase domain-containing protein	44.93	12	62	12	3416710.73281	59	
Q9W2M9	FI16623p1	6.47	1	3	1	2738.8369000000002	2	
Q9W2P5	U6 snRNA-associated Sm-like protein LSm6	39.24	4	9	4	35958.5463	5	
Q9W2S2	Autophagy-related 8a, isoform A	11.57	2	9	1	239593.74930000002	7	
Q9W2U8	Neb-cGP, isoform A	83.33	3	21	3	225466.1235	11	
Q9W2V2	FI20035p1	3.86	3	3	3	21892.941	2	
Q9W2X6	ATP synthase F(1) complex subunit delta, mitochondrial	77.07	11	164	11	8506705.55049	128	
Q9W2Y5	YLP motif-containing protein 1	1.06	2	3	1	905.95346	2	
Q9W2Z7	Uncharacterized protein, isoform B	23.63	8	28	1	137378.56717	18	
Q9W306	GEO08256p1	14.05	2	4	2	43375.056	3	
Q9W308	GH05731p	27.17	4	9	4	88960.5041	7	
Q9W309	GEO08445p1	29.63	7	11	7	199183.91955	9	
Q9W314	GH14088p	9.57	4	9	4	30815.2137	7	
Q9W329	Golgi-localized, gamma-adaptin ear containing, ARF binding protein	11.06	8	13	8	41070.75528	11	
Q9W330	Phosphotransferase	24.4	11	31	3	922138.85256	29	
Q9W335	Translocon-associated protein subunit alpha	21.19	3	5	3	154981.37649999998	5	
Q9W337	GH19985p	21.56	4	12	4	66106.5408	8	
Q9W350	C11.1, isoform A	2.12	3	3	3	3160.03274	3	
Q9W370	GEO12084p1	44.26	4	19	4	425946.62669999996	17	
Q9W373	SET and MYND domain containing, arthropod-specific, member 9, isoform A	8.8	5	7	5	35996.140900000006	6	
Q9W374	Dihydropyrimidine dehydrogenase [NADP(+)]	8.15	9	12	9	16847.59891	8	
Q9W392	T-complex protein 1 subunit beta	41.12	18	46	18	615268.54057	38	
Q9W396	FI06908p	12.08	3	5	3	20607.4543	3	
Q9W3B3	Uroporphyrinogen-III synthase	13.0	4	6	4	34586.4356	6	
Q9W3C3	LD10016p	17.41	8	12	8	34903.15586	9	
Q9W3C4	beta-N-acetylhexosaminidase	4.34	3	6	3	16701.998630000002	4	
Q9W3F6	Bleomycin hydrolase	12.91	5	9	1	46421.6586	8	
Q9W3G8	pyridoxal 5'-phosphate synthase	16.43	4	7	4	31814.7624	6	
Q9W3H4	LD36273p	62.35	12	36	12	409081.00024	34	
Q9W3J1	G protein beta subunit 5	6.7	2	3	2	19587.194	2	
Q9W3J6	FI06457p	12.29	4	4	4	4870.7893	2	
Q9W3K6	LD35927p	5.12	4	6	4	40740.39156	6	
Q9W3K9	Short-chain dehydrogenase/reductase 3	30.31	9	24	9	576902.64758	23	
Q9W3L4	GH20802p	12.56	6	12	6	29453.610780000003	8	
Q9W3M7	RNA helicase	9.1	8	19	8	48725.957800000004	10	
Q9W3M8	LD34211p	32.16	7	17	7	226189.2059	12	
Q9W3N1	RH59310p	7.17	2	3	2	5728.3249	3	
Q9W3N7	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 1	37.5	3	10	2	68835.9157	6	
Q9W3N9	Acetyl-CoA acetyltransferase 1, isoform A	37.56	13	35	13	464287.45483	29	
Q9W3Q0	FI07418p	18.35	4	11	3	9974.027259999999	3	
Q9W3R8	sn-1-specific diacylglycerol lipase ABHD11	7.14	3	5	3	57354.2628	5	
Q9W3T2	Coiled-coil domain-containing protein 25	18.66	5	11	5	32293.2682	9	
Q9W3T9	GM01152p	50.42	10	21	10	198043.72355	16	
Q9W3U9	CG14434-PA	36.9	6	15	0	47781.79853	12	
Q9W3V2	FI19713p1	4.82	4	5	4	23702.794349999996	4	
Q9W3V3	E3 ubiquitin-protein ligase ZNRF1	6.6	2	5	2	4718.249	1	
Q9W3W4	5-demethoxyubiquinone hydroxylase, mitochondrial	9.59	2	6	2	44903.284640000005	6	
Q9W3X7	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 8, mitochondrial	56.57	10	58	10	1256191.18822	51	
Q9W3X8	RH42690p	13.47	5	10	5	9358.43845	5	
Q9W3Y3	Calcyclin-binding protein	27.83	6	12	6	104611.4056	10	
Q9W3Z4	GH18625p	2.43	1	3	1	4523.9883	1	
Q9W402	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13	59.74	11	56	11	2068995.84937	48	
Q9W403	LD24968p	11.05	6	14	6	20751.026429999998	11	
Q9W404	GH10714p	10.34	5	10	4	18342.9728	6	
Q9W411	Uncharacterized protein, isoform A	20.81	3	4	3	12080.8603	3	
Q9W414	Regulatory particle triple-A ATPase 4	47.86	16	41	11	535747.3182	34	
Q9W425	Rabconnectin-3A	0.7	3	3	3	6305.3822	3	
Q9W457	Serine hydroxymethyltransferase	33.71	20	77	0	1482689.02084	63	
Q9W461	LD23868p	10.93	5	10	5	38397.71194	7	
Q9W482	Lin-52, isoform A	19.11	3	3	3	12036.728299999999	3	
Q9W483	GH18971p	15.83	5	8	5	49831.4617	6	
Q9W486	LD13361p	5.65	3	4	1	9804.415570000001	4	
Q9W499	Large ribosomal subunit protein uL29	12.2	2	11	2	90296.84	10	
Q9W4A0	GH11193p	24.87	5	10	5	56090.0295	9	
Q9W4A6	Otopetrin-like a, isoform A	3.6	4	4	1	16503.872730000003	4	
Q9W4C2	lysozyme	18.42	4	5	4	56745.6059	5	
Q9W4I3	Large ribosomal subunit protein uL30m	43.33	8	11	8	56465.75176	10	
Q9W4J7	Uncharacterized protein	11.79	3	5	3	24571.39777	4	
Q9W4K0	CHOp24, isoform A	36.06	7	24	7	398822.60148	18	
Q9W4M7	Twenty-four, isoform B	2.46	5	7	3	5792.09544	3	
Q9W4N8	LD30122p	72.86	14	57	1	1901173.30506	45	
Q9W4U2	RH09070p	31.33	6	19	6	73725.54963	14	
Q9W4W4	RING-type E3 ubiquitin transferase	6.71	4	5	4	13848.6239	4	
Q9W4W5	RE47284p	13.77	5	10	5	115267.42865	10	
Q9W4W8	Paraplegin, isoform A	15.26	14	34	14	96928.28094	25	
Q9W4Y1	aralkylamine N-acetyltransferase	25.88	6	13	6	61262.902519999996	11	
Q9W4Z1	EG:BACH48C10.5 protein	6.97	9	12	0	11405.85386	5	
Q9W4Z2	Large ribosomal subunit protein uL14m	19.25	4	7	4	8403.5298	5	
Q9W503	RH61816p	23.76	8	17	8	100052.45799	14	
Q9W5B4	GH18858p	20.38	6	12	6	368308.0101	7	
Q9W5B5	Gamma-butyrobetaine dioxygenase	9.61	3	3	3	1973.59424	3	
Q9W5E2	EG:115C2.8 protein	5.64	2	3	2	856.7885	1	
Q9W5G7	EG:BACR37P7.8 protein	17.32	5	8	0	20990.18678	8	
Q9W5R5	Sarcolemmal membrane-associated protein	6.8	7	9	7	29392.297400000003	7	
Q9W5W7	GH19483p	6.06	4	6	4	35854.7766	6	
Q9W5W8	Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial	45.51	13	44	13	959496.7692	42	
Q9W5X0	LD21953p	23.88	5	25	0	29125.0544	3	
Q9XTL2	Jak pathway signal transduction adaptor molecule	8.85	7	11	7	79828.0192	9	
Q9XYW6	E3 ubiquitin-protein ligase CHIP	26.3	8	14	8	60247.10774	11	
Q9XYZ9	Glutathione S transferase E12, isoform A	80.27	12	52	12	2236892.57639	41	
Q9XZ19	Uncharacterized protein	5.14	2	3	2	20026.7811	3	
Q9XZ61	Ubiquitin carboxyl-terminal hydrolase	30.25	9	22	9	154722.03315	17	
Q9Y0Y5	Coatomer subunit epsilon	27.78	8	17	8	233925.10837	17	
Q9Y112	BcDNA.GH10614	54.75	18	86	16	2326253.66878	75	
Q9Y114	UBX domain-containing protein 4	30.49	22	52	22	288104.21984	44	
Q9Y119	BcDNA.GH08860	18.54	16	35	16	100336.18663	24	
Q9Y125	BcDNA.GH08312	25.5	27	141	2	4436467.43908	113	
Q9Y128	Ceramide transfer protein	9.65	6	10	3	11604.89663	6	
Q9Y136	Neprilysin-like 21	7.92	6	11	3	25236.60392	7	
Q9Y143	BcDNA.GH05536	50.38	11	64	11	1968308.3627000002	56	
Q9Y156	BcDNA.GH02976	14.84	5	5	5	60183.666800000006	5	
Q9Y162	vesicle-fusing ATPase	26.02	15	42	15	356187.02128	37	
Q9Y164	BcDNA.GH02439	51.63	16	81	0	4484535.70785	71	
Q9Y171	BcDNA.GH02220	4.76	2	5	2	7465.25395	4	
R9PY51	Uncharacterized protein	34.95	5	42	5	3046241.8487	24	
X2J4C1	Synaptotagmin 1, isoform I	51.48	24	139	0	2879719.53222	109	
X2J516	Trifunctional purine biosynthetic protein adenosine-3	6.58	11	17	0	108235.7678	10	
X2J979	Synaptotagmin 1, isoform H	56.45	24	135	1	51748.2404	5	
X2JAT7	Fasciclin 3, isoform G	16.7	7	28	0	10536.289	1	
X2JAZ3	mitogen-activated protein kinase kinase	15.52	7	10	1	31961.3018	6	
X2JB48	ADP/ATP translocase	66.22	21	145	1	3265005.49695	112	
X2JCY4	Stoned B, isoform H	11.76	13	30	1	77154.63786	24	
X2JDJ5	Multiple edematous wings, isoform F	4.34	5	8	0	21438.627569999997	6	
X2JDM7	Guanine nucleotide-binding protein subunit gamma	22.69	9	158	0	7785661.6573	111	
X2JEN5	Uncharacterized protein, isoform H	30.54	5	8	3	12889.9048	3	
X2JKC1	Lipid storage droplet-2, isoform E	35.52	10	28	0	7165.9968499999995	2	
O76932	Serine/threonine-protein phosphatase 4 catalytic subunit	6.51	2	2	0	3410.4842	2	
P10674	Fasciclin-1	43.71	29	142	1	2105.0544	1	
Q08605	Transcription activator GAGA	6.37	3	3	0	11765.786	2	
Q9V3H8	NTF2-related export protein	12.03	2	2	1	6557.7837	2	
Q9V7Y2	Sphingosine-1-phosphate lyase	4.77	3	3	3	4325.0529	2	
Q9VE09	Glutamyl-tRNA(Gln) amidotransferase subunit A, mitochondrial	4.72	3	3	3	927.47345	1	
Q9VES1	ADP-ribosylation factor-like protein 6-interacting protein 1	4.06	1	1	0	5697.052	1	
Q9VK68	PITH domain-containing protein CG6153	7.11	2	4	0	4911.90663	3	
Q9VPD2	Cytosolic Fe-S cluster assembly factor Nubp2 homolog	6.15	2	3	2	2622.2998	1	
Q9VVW5	Dual specificity protein phosphatase Mpk3	4.62	2	3	0	10519.4093	3	
Q9VWS2	Nucleoporin Nup35	6.65	3	4	3	24237.229	2	
Q9W568	Protein halfway	5.56	3	4	0	1357.17469	2	
Q9XZT1	Mediator of RNA polymerase II transcription subunit 18	9.68	2	2	1	356.86203	1	
Q9Y0Y6	Nuclear receptor-binding protein homolog	3.3	2	4	0	9014.26984	2	
A0A0B4JD15	Guanine nucleotide-binding protein subunit alpha	11.08	3	5	0	963.9954	1	
A0A0B4K7U4	Muscleblind, isoform H	2.42	2	4	0	26668.63724	3	
A0A0B4KEZ2	Nervy, isoform D	2.11	2	2	0	583.80817	1	
A0A0B4KFE3	Toutatis, isoform F	0.29	1	1	0	458.5353	1	
A0A0B4KFK9	Canoe, isoform F	1.69	3	5	0	4079.37664	3	
A0A0B4KGN2	MICOS complex subunit MIC60	45.84	36	139	1	77363.625	1	
A0A0B4LGY0	Uncoordinated 115a, isoform H	26.04	20	57	1	13090.851	1	
A0ACD4DAB9	Bruchpilot, isoform R	51.29	108	368	0	19470.927200000002	3	
A1Z7M0	Space blanket	5.71	2	4	2	14650.3051	4	
A8JNQ4	RNA-binding Fox protein 1, isoform I	2.39	2	6	0	44273.31607	5	
B5RJS0	IP20241p	2.69	3	3	0	1568.4158	1	
E1JJM0	FI20063p1	14.83	10	14	0	87765.3496	10	
E2QD26	Phosphopantothenoylcysteine synthetase, isoform C	5.9	2	3	1	3077.9046	3	
M9PEX2	Uncharacterized protein, isoform D	25.93	10	33	1	10246.1208	4	
M9PHI0	Hyperkinetic, isoform M	2.03	2	3	0	12087.193	2	
Q0E8R1	FI07211p	29.47	10	55	0	7292.7883	2	
Q5U0V7	phosphoinositide 5-phosphatase	2.13	3	3	3	340.92868	1	
Q6NLA3	V-type proton ATPase subunit a	7.98	8	19	0	77761.92846	18	
Q7JWH6	RE61424p	6.99	2	3	2	7683.755	1	
Q7JZJ3	Cuticular protein 56F	11.98	3	4	3	1862.9545	1	
Q7K1Q7	Ribosome assembly factor mrt4	9.77	3	5	3	53940.4118	5	
Q7K1W4	Epoxide hydrolase	4.06	2	2	2	470.69	1	
Q7KVW1	RE73736p	4.94	3	4	0	17151.444900000002	4	
Q7PLV6	FI02158p	1.7	2	2	2	2346.90177	2	
Q8I062	GH23305p	80.95	19	194	1	6221.1139	2	
Q8I937	Ribosome biogenesis regulatory protein	5.16	2	3	2	5367.844	2	
Q8IRB4	Tumor protein p53 inducible nuclear protein, isoform C	2.93	1	1	0	571.3581	1	
Q9I7N2	Nucleoporin NUP42	4.27	2	3	0	4505.2158500000005	3	
Q9V3T2	Mitochondrial 2-oxodicarboxylate carrier	7.52	2	3	1	7156.723620000001	3	
Q9VCS2	Short-chain dehydrogenase/reductase 3	2.49	1	3	1	7333.17056	2	
Q9VG79	Xaa-Pro dipeptidase	4.89	3	3	3	913.566	2	
Q9VKC1	IP16805p	2.72	1	1	1	10504.664	1	
Q9VPY2	Phospholipase A2 activator protein, isoform A	3.43	3	4	3	3372.4950400000002	3	
Q9VSE8	UDP-glucuronic acid decarboxylase 1	5.9	3	4	3	6434.4797	3	
Q9VTE1	Immediate early response 3-interacting protein 1	16.25	1	1	1	463.98132	1	
Q9VTW6	U6 snRNA-associated Sm-like protein LSm2	14.74	2	3	2	19593.1995	2	
Q9VTY1	LD40136p	5.69	2	3	2	358.7414	1	
Q9VVU6	Pre-mRNA-processing factor 6	2.15	2	2	2	932.10956	1	
Q9VYI2	BRMS1 transcriptional repressor	6.18	2	2	2	1177.93318	2	
Q9W2N5	GH10162p	3.47	2	4	2	5907.05695	4	
Q9W362	La-related protein 7	1.51	1	2	1	15763.557	2	
Q9W525	LD08195p	3.8	2	4	1	7548.2601	2	
P0C919	Molybdopterin synthase sulfur carrier subunit	31.11	3	5	3	14076.32389	4	
Q24314	Vacuolar protein sorting-associated protein 18 homolog	2.69	3	3	3	3096.5076	1	
Q9VI58	Terminal uridylyltransferase Tailor	3.39	2	2	0	7407.421	1	
Q9XYN7	Proteasome subunit beta type-3	4.88	1	2	1	22622.907	2	
A0A0B4JCU7	Matrix metalloproteinase 1, isoform E	5.17	3	3	0	973.7805	1	
A0A0B4LHR2	Uncharacterized protein, isoform F	10.31	8	12	0	3546.6125	1	
A0A6M3Q6Z1	Stambha A, isoform F	1.2	1	1	0	909.15454	1	
A8E6R2	Alanine--glyoxylate aminotransferase 2, mitochondrial	1.54	1	1	0	2044.2698	1	
B7YZX9	Uncharacterized protein, isoform B	11.92	2	7	0	50558.4361	6	
E1JJ83	Os-C, isoform B	7.19	1	4	0	2031.9350399999998	3	
M9PCB7	Trailer hitch, isoform G	20.37	10	32	0	62900.74858	20	
M9PG97	Female sterile (2) ltoPP43, isoform C	2.97	1	2	0	4970.84616	2	
O46231	FI18705p1	66.21	20	67	1	14996.149000000001	2	
Q6IDE2	GH07226p	2.0	1	1	1	9150.337	1	
Q7JVH0	Splicing factor YJU2	2.7	2	2	2	443.02783	1	
Q7KUV4	Uncharacterized protein, isoform A	16.67	1	3	1	35766.672699999996	2	
Q86BB4	Transforming acidic coiled-coil protein, isoform E	39.18	10	23	1	2502.8337	2	
Q8IQ80	GH06117p	1.41	1	3	0	775.929	1	
Q9VD61	Sulfhydryl oxidase	4.89	3	3	3	10362.8009	2	
Q9VJG2	RRM domain-containing protein	5.75	3	3	3	5896.92426	3	
Q9W5C1	RE02292p	1.13	1	1	1	2724.5334	1	
X2J8M7	Supervillin, isoform AD	4.69	15	20	0	557.2742	1	
Q7K4H4	Bifunctional lysine-specific demethylase and histidyl-hydroxylase NO66	2.91	2	3	0	4670.0107	2	
Q7KNS3	Lissencephaly-1 homolog	4.14	2	2	0	2589.2397	1	
Q8IN78	Mitochondrial import inner membrane translocase subunit Tim22	12.31	2	3	2	13922.922999999999	2	
Q9VMV6	Thioredoxin reductase-like selenoprotein T homolog CG3887	14.65	2	5	0	23435.928890000003	5	
Q9VPR7	UPAR/Ly6 domain-containing protein cold	9.15	1	4	1	13620.906099999998	4	
B7Z0L1	Fasciclin 1, isoform E	45.35	29	143	0	5289030.9217799995	122	
E1JH70	Kank, isoform E	1.18	1	1	0	774.50903	1	
M9NFP1	Jim, isoform E	1.94	2	2	0	4771.1379	2	
Q7K231	RING-type E3 ubiquitin transferase	1.93	1	1	1	3015.318	1	
Q7YZ93	Uncharacterized protein, isoform B	3.14	2	3	0	6805.6377	1	
Q9VAI2	ADAM10 endopeptidase	1.76	3	3	1	1075.5221999999999	2	
Q9VDJ8	Cuticular protein 92F	2.89	1	3	1	45732.93316	2	
Q9VFB5	DNA-directed RNA polymerase II subunit RPB7	5.2	1	1	1	2496.4683	1	
Q9VL69	Translocon-associated protein subunit gamma	10.0	2	3	2	43606.134999999995	3	
Q9VLX9	Uncharacterized protein, isoform B	20.93	1	2	1	183504.88	2	
Q9VND4	Vacuolar ATPase assembly protein VMA22	14.84	2	3	2	7081.8508	3	
Q9VWE8	Actin-related protein 10, isoform A	2.65	1	1	1	370.90854	1	
Q9VZF0	LD44732p	3.61	1	1	1	1843.5447	1	
Q9W249	IP21806p	4.27	2	3	2	3165.041	1	
A0A0B4K6A2	Glial cell line-derived neurotrophic family receptor-like, isoform I	1.97	3	5	0	8185.66186	5	
A0A0B4K6E6	Uncharacterized protein, isoform C	13.21	1	3	0	24388.2427	2	
A0A0B4K7M9	DnaJ homolog l(2)tid, mitochondrial	22.76	10	14	1	990.7279	1	
A0A0B4KHR2	BRCA1-associated protein	1.25	1	1	0	2411.4722	1	
A0A6F7R657	Widerborst, isoform H	13.26	9	30	1	650.8682	1	
D1YSG8	calcium/calmodulin-dependent protein kinase	27.5	14	33	0	87394.3883	3	
M9PCQ3	Protein phosphatase 1 regulatory subunit 12B	12.96	13	19	0	10999.52	1	
M9PG37	Cytoplasmic linker protein 190, isoform R	22.3	36	84	1	3686.7122	1	
Q4QPR8	GEO10187p1	19.51	2	2	2	3794.875	1	
Q7KB18	Epoxide hydrolase	6.91	2	3	1	1877.6699	1	
Q8IPL4	Lethal (2) 05714, isoform B	3.32	1	1	0	681.1763	1	
Q9VAS9	APC-like, isoform A	1.2	3	3	1	1663.4938	1	
Q9VV37	GEO13385p1	10.1	1	7	1	189491.31652	5	
Q9VVX6	BET1 homolog	6.84	1	1	1	9885.779	1	
Q9W152	RH33060p	5.63	1	2	1	873.93756	1	
Q9VSC1	Signal recognition particle 9 kDa protein	10.39	1	2	1	3736.055	1	
Q9W4M9	tRNA (cytosine(34)-C(5))-methyltransferase	3.49	3	3	3	3519.6326	2	
A0A0B4K7H1	Hulk, isoform M	10.65	12	16	0	3113.7334	1	
B7Z058	Rho GTPase activating protein at 71E, isoform D	3.09	2	2	0	2282.3284	1	
E1JGW3	Ion transport peptide, isoform E	8.33	1	1	0	650.0766	1	
