Accession	Description	Coverage [%]	# Peptides	# PSMs	# Unique Peptides	Abundance: F5: 129N, Sample, n/a, Earth_M2	Abundances Count: F5: 129N, Sample, n/a, Earth_M2	Modifications
Q9W2J4	UDP-glucuronosyltransferase	4.14	2	2	2	39775.216	2	
Q9W2J5	Uncharacterized protein, isoform A	20.87	8	12	0	191228.28175	11	
Q9W2K2	U6 snRNA-associated Sm-like protein LSm1	22.63	3	3	3	67372.049	2	
Q9W2L6	RH02475p	36.23	21	49	21	1515726.519	48	
Q9W2M0	LD23155p	16.85	11	18	11	338645.45517	18	
Q9W2M4	Farnesoic acid O-methyl transferase domain-containing protein	44.93	10	44	10	6131689.5596	42	
Q9W2M9	FI16623p1	14.71	2	3	2	51962.695999999996	3	
Q9W2P5	U6 snRNA-associated Sm-like protein LSm6	13.92	1	3	1	52865.735	3	
Q9W2S2	Autophagy-related 8a, isoform A	17.36	3	7	1	321098.5535	6	
Q9W2U8	Neb-cGP, isoform A	20.83	1	9	1	214417.277	5	
Q9W2V2	FI20035p1	10.07	5	5	5	40384.6288	4	
Q9W2X6	ATP synthase F(1) complex subunit delta, mitochondrial	77.07	11	109	11	21770528.01509	96	
Q9W2Z7	Uncharacterized protein, isoform B	15.93	6	22	0	230199.17425	19	
Q9W2Z9	RE65233p	8.65	2	2	2	33490.788	2	
Q9W306	GEO08256p1	14.05	2	2	2	49482.509999999995	2	
Q9W308	GH05731p	16.18	2	3	2	112784.428	3	
Q9W309	GEO08445p1	38.27	7	10	7	336550.123	8	
Q9W314	GH14088p	9.07	4	4	3	121533.998	4	
Q9W329	Golgi-localized, gamma-adaptin ear containing, ARF binding protein	14.85	10	10	10	124472.44330000001	8	
Q9W330	Phosphotransferase	44.18	19	34	3	1609219.3864	32	
Q9W335	Translocon-associated protein subunit alpha	20.2	3	3	3	72478.0	3	
Q9W337	GH19985p	44.5	8	13	8	255418.80675	12	
Q9W350	C11.1, isoform A	1.55	2	2	2	2689.2175	1	
Q9W370	GEO12084p1	38.52	4	8	4	252759.06723000002	7	
Q9W373	SET and MYND domain containing, arthropod-specific, member 9, isoform A	1.4	1	1	1	6694.915	1	
Q9W374	Dihydropyrimidine dehydrogenase [NADP(+)]	0.87	1	1	1	3360.2812	1	
Q9W392	T-complex protein 1 subunit beta	31.96	16	29	16	1073167.8821	27	
Q9W396	FI06908p	17.5	6	7	6	214499.59399999998	6	
Q9W3B3	Uroporphyrinogen-III synthase	6.86	2	2	2	27913.048	2	
Q9W3C3	LD10016p	19.53	9	11	9	131593.52728	9	
Q9W3C4	beta-N-acetylhexosaminidase	8.36	5	5	5	24620.6643	4	
Q9W3F6	Bleomycin hydrolase	17.01	7	8	1	51008.184	6	
Q9W3G8	pyridoxal 5'-phosphate synthase	15.02	3	3	3	46009.161	3	
Q9W3H4	LD36273p	52.23	11	23	11	677894.88635	20	
Q9W3J1	G protein beta subunit 5	19.27	5	5	5	62147.6457	5	
Q9W3J6	FI06457p	2.33	1	1	1	6837.7007	1	
Q9W3K6	LD35927p	4.62	4	5	3	131920.83060000002	5	
Q9W3K9	Short-chain dehydrogenase/reductase 3	26.25	9	16	9	817465.12144	15	
Q9W3L4	GH20802p	20.29	8	14	8	314948.26255	13	
Q9W3M7	RNA helicase	13.12	12	14	11	102851.99656	11	
Q9W3M8	LD34211p	38.19	8	9	8	358300.8313	8	
Q9W3N1	RH59310p	3.12	1	1	1	15839.186	1	
Q9W3N7	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 1	35.71	2	6	2	154342.718	6	
Q9W3N9	Acetyl-CoA acetyltransferase 1, isoform A	42.44	14	33	14	1754267.54895	33	
Q9W3Q0	FI07418p	10.09	2	5	1	2123.8562	1	
Q9W3Q1	GM14286p	5.68	2	2	2	4075.5191400000003	2	
Q9W3R8	sn-1-specific diacylglycerol lipase ABHD11	21.43	6	10	6	231835.96110000001	10	
Q9W3S3	LP10445p	16.22	2	3	2	4398.428	1	
Q9W3T2	Coiled-coil domain-containing protein 25	23.92	7	8	7	122617.7821	8	
Q9W3T9	GM01152p	31.93	8	17	8	542690.41836	17	
Q9W3U9	CG14434-PA	26.74	5	6	0	175202.52886	6	
Q9W3V2	FI19713p1	1.82	2	2	2	552.0548	1	
Q9W3V3	E3 ubiquitin-protein ligase ZNRF1	10.89	3	4	3	10985.8246	3	
Q9W3W4	5-demethoxyubiquinone hydroxylase, mitochondrial	17.81	4	5	4	90418.657	5	
Q9W3X7	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 8, mitochondrial	57.71	11	52	11	4132513.7015	50	
Q9W3X8	RH42690p	11.42	4	5	4	17948.4745	4	
Q9W3Y3	Calcyclin-binding protein	39.13	9	14	9	350262.2401	11	
Q9W402	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13	55.19	10	61	10	2272889.81402	50	
Q9W403	LD24968p	14.47	6	7	6	53686.3575	7	
Q9W404	GH10714p	17.98	6	8	5	69115.8023	8	
Q9W411	Uncharacterized protein, isoform A	4.7	1	2	1	22804.902000000002	2	
Q9W414	Regulatory particle triple-A ATPase 4	44.33	18	28	13	875993.52	27	
Q9W425	Rabconnectin-3A	0.99	3	3	3	26584.334199999998	2	
Q9W457	Serine hydroxymethyltransferase	33.15	22	60	0	3030560.7332	49	
Q9W461	LD23868p	11.54	6	8	6	132082.5857	7	
Q9W483	GH18971p	8.49	3	6	3	37608.937999999995	3	
Q9W486	LD13361p	3.58	2	2	0	16169.509	2	
Q9W499	Large ribosomal subunit protein uL29	11.38	2	5	2	175150.243	4	
Q9W4A0	GH11193p	31.98	6	10	6	268897.3471	9	
Q9W4A6	Otopetrin-like a, isoform A	4.8	4	4	1	14886.9441	3	
Q9W4C2	lysozyme	11.84	2	3	2	60738.518000000004	3	
Q9W4I3	Large ribosomal subunit protein uL30m	35.56	8	8	8	104153.7797	8	
Q9W4J7	Uncharacterized protein	3.66	1	1	1	19903.246	1	
Q9W4K0	CHOp24, isoform A	42.79	8	22	8	676576.33998	20	
Q9W4M7	Twenty-four, isoform B	1.2	2	2	1	3437.5370700000003	2	
Q9W4N8	LD30122p	50.93	10	48	0	3370431.2923	44	
Q9W4U2	RH09070p	45.38	8	22	8	709325.0366	19	
Q9W4W4	RING-type E3 ubiquitin transferase	1.44	1	1	1	7173.467	1	
Q9W4W5	RE47284p	13.77	5	6	5	214919.832	6	
Q9W4W8	Paraplegin, isoform A	15.26	12	16	12	149197.9894	12	
Q9W4Y1	aralkylamine N-acetyltransferase	26.32	6	10	6	318285.564	10	
Q9W4Z1	EG:BACH48C10.5 protein	3.08	3	3	0	7166.248970000001	3	
Q9W4Z2	Large ribosomal subunit protein uL14m	25.47	5	5	5	54179.51143	5	
Q9W503	RH61816p	35.31	10	15	10	433102.8362	12	
Q9W5B4	GH18858p	27.59	8	18	8	196424.02954000002	13	
Q9W5B5	Gamma-butyrobetaine dioxygenase	2.46	1	1	1	14818.86	1	
Q9W5G7	EG:BACR37P7.8 protein	4.25	1	2	0	42683.9478	2	
Q9W5R5	Sarcolemmal membrane-associated protein	4.12	4	4	4	54048.2518	4	
Q9W5W7	GH19483p	5.32	3	3	3	35884.56444	3	
Q9W5W8	Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial	45.83	13	26	13	967555.0137	26	
Q9W5X0	LD21953p	19.4	4	21	0	93532.904	2	
Q9XTL2	Jak pathway signal transduction adaptor molecule	13.79	9	11	9	162198.6352	10	
Q9XYW6	E3 ubiquitin-protein ligase CHIP	22.49	6	7	6	122463.9359	7	
Q9XYZ9	Glutathione S transferase E12, isoform A	59.64	11	56	11	6289758.27527	51	
Q9XZ19	Uncharacterized protein	13.29	4	6	4	124702.14799999999	6	
Q9XZ61	Ubiquitin carboxyl-terminal hydrolase	38.58	12	21	12	503216.90150000004	20	
Q9Y0Y5	Coatomer subunit epsilon	29.41	9	16	9	389066.6978	15	
Q9Y112	BcDNA.GH10614	74.68	22	78	20	5017783.4144	66	
Q9Y114	UBX domain-containing protein 4	32.77	19	32	19	537955.6909	30	
Q9Y119	BcDNA.GH08860	19.65	16	22	16	221741.75865	20	
Q9Y125	BcDNA.GH08312	23.19	22	81	2	6040332.13477	67	
Q9Y128	Ceramide transfer protein	6.16	4	5	2	45634.0046	4	
Q9Y136	Neprilysin-like 21	9.9	6	6	5	43565.3483	6	
Q9Y143	BcDNA.GH05536	50.38	10	42	10	2229856.98922	34	
Q9Y156	BcDNA.GH02976	10.39	3	4	3	31119.71	4	
Q9Y162	vesicle-fusing ATPase	36.88	21	44	21	1682132.0688	40	
Q9Y164	BcDNA.GH02439	56.52	18	85	0	4647351.47079	80	
Q9Y165	E2 ubiquitin-conjugating enzyme	6.31	2	2	2	7216.6704	1	
Q9Y171	BcDNA.GH02220	10.2	4	6	4	52535.0103	6	
R9PY51	Uncharacterized protein	34.95	5	71	5	1698325.4428	27	
X2J4C1	Synaptotagmin 1, isoform I	63.35	27	89	1	4924103.65692	81	
X2J516	Trifunctional purine biosynthetic protein adenosine-3	6.13	8	8	1	114755.674	6	
X2J979	Synaptotagmin 1, isoform H	64.06	28	90	1	150035.46600000001	7	
X2JAT7	Fasciclin 3, isoform G	15.26	7	20	1	73728.198	2	
X2JAZ3	mitogen-activated protein kinase kinase	5.85	3	5	0	69280.101	5	
X2JB48	ADP/ATP translocase	67.56	22	106	1	3781889.5467	91	
X2JCY4	Stoned B, isoform H	15.39	15	23	0	303403.62183	22	
X2JDJ5	Multiple edematous wings, isoform F	2.09	2	2	0	26673.4308	2	
X2JDM7	Guanine nucleotide-binding protein subunit gamma	21.85	11	91	0	6086361.8688	68	
X2JEN5	Uncharacterized protein, isoform H	20.36	4	6	2	33031.184	2	
X2JKC1	Lipid storage droplet-2, isoform E	43.58	12	36	0	25969.0913	2	
P10674	Fasciclin-1	51.07	33	127	1	2377.8323	1	
P32865	G protein-coupled receptor kinase 1	1.0	1	1	0	648.92004	1	
Q08605	Transcription activator GAGA	2.24	1	1	0	23077.684	1	
Q9V3H8	NTF2-related export protein	5.26	1	1	0	6055.243	1	
Q9V770	Probable cytochrome P450 6a17	4.99	3	4	0	11943.365	2	
Q9VE09	Glutamyl-tRNA(Gln) amidotransferase subunit A, mitochondrial	4.13	2	2	2	8911.534	1	
Q9VES1	ADP-ribosylation factor-like protein 6-interacting protein 1	4.06	1	1	0	18851.887	1	
Q9VK68	PITH domain-containing protein CG6153	3.79	1	1	0	16203.14	1	
Q9VPD2	Cytosolic Fe-S cluster assembly factor Nubp2 homolog	3.46	1	1	1	2457.9355	1	
Q9VVW5	Dual specificity protein phosphatase Mpk3	6.57	3	3	0	29659.9375	3	
Q9VWS2	Nucleoporin Nup35	2.11	1	1	1	11151.368	1	
Q9W568	Protein halfway	3.11	1	1	0	926.8044	1	
Q9XZT1	Mediator of RNA polymerase II transcription subunit 18	4.61	1	1	0	2528.0903	1	
A0A0B4JD15	Guanine nucleotide-binding protein subunit alpha	11.38	4	9	0	42451.8109	3	
A0A0B4K7U4	Muscleblind, isoform H	2.0	2	2	0	29474.98	2	
A0A0B4KEZ2	Nervy, isoform D	2.77	2	2	0	4711.076	1	
A0A0B4KFE3	Toutatis, isoform F	0.26	1	1	0	5346.972	1	
A0A0S0WPM5	Uncharacterized protein, isoform D	6.85	2	2	0	5843.02575	2	
A0ACD4DAB9	Bruchpilot, isoform R	53.14	99	280	0	99938.217	2	
A1Z7M0	Space blanket	5.71	1	1	1	5218.1333	1	
A1ZA97	Carboxylic ester hydrolase	1.79	1	1	1	744.5026	1	
A8JNQ4	RNA-binding Fox protein 1, isoform I	5.65	4	4	0	64464.055	3	
B5RJS0	IP20241p	0.73	1	1	0	1724.2151	1	
E1JHJ9	Cytoplasmic linker protein 190, isoform M	31.18	45	75	1	10998.096699999998	2	
E1JJM0	FI20063p1	16.38	9	12	0	128776.6238	10	
E2QD26	Phosphopantothenoylcysteine synthetase, isoform C	3.22	1	1	1	5404.3545	1	
M9PEX2	Uncharacterized protein, isoform D	24.63	12	25	1	12013.546	1	
M9PHI0	Hyperkinetic, isoform M	7.78	5	5	1	86208.47720000001	3	
Q0E9D9	Uncharacterized protein, isoform A	23.19	13	25	1	23165.955	1	
Q5U0V7	phosphoinositide 5-phosphatase	0.66	1	1	1	3904.5625	1	
Q6NLA3	V-type proton ATPase subunit a	7.39	5	8	0	180670.7545	8	
Q7K1Q7	Ribosome assembly factor mrt4	9.77	3	3	3	107753.606	2	
Q7K1W4	Epoxide hydrolase	2.35	1	1	1	974.9236	1	
Q7PLV6	FI02158p	0.85	1	1	1	1672.7174	1	
Q8I937	Ribosome biogenesis regulatory protein	7.45	3	3	3	28133.086300000003	3	
Q8IRB4	Tumor protein p53 inducible nuclear protein, isoform C	6.96	2	2	1	698.64435	1	
Q8MPN6	Serpin 4	17.68	6	7	0	2683.9277	1	
Q9I7N2	Nucleoporin NUP42	2.01	1	1	0	15117.223	1	
Q9VCS2	Short-chain dehydrogenase/reductase 3	7.17	2	2	2	18269.533	1	
Q9VG79	Xaa-Pro dipeptidase	3.26	2	2	2	9514.503	1	
Q9VHX1	LD44032p	4.04	1	1	1	2706.176	1	
Q9VKC1	IP16805p	3.89	1	1	1	13293.973	1	
Q9VM94	Homer, isoform B	43.32	14	33	1	7019.099	1	
Q9VRT7	U6 snRNA-associated Sm-like protein LSm5	46.15	2	3	2	10466.498	2	
Q9VSE8	UDP-glucuronic acid decarboxylase 1	3.85	2	2	2	4834.1439	2	
Q9VTW6	U6 snRNA-associated Sm-like protein LSm2	14.74	2	3	2	136083.18	3	
Q9VTY1	LD40136p	2.4	1	2	1	21889.502	1	
Q9VYI2	BRMS1 transcriptional repressor	3.09	1	1	1	3736.5835	1	
Q9W2N5	GH10162p	3.47	2	2	2	2188.4783	1	
Q9W362	La-related protein 7	1.85	1	1	1	4147.5063	1	
Q9W525	LD08195p	2.32	1	1	0	11071.124	1	
Q9XYN7	Proteasome subunit beta type-3	4.88	1	1	1	23693.26	1	
A0A6M3Q6Z1	Stambha A, isoform F	1.56	1	1	0	9119.706	1	
B7YZX9	Uncharacterized protein, isoform B	17.62	3	5	0	94763.02130000001	5	
E1JJ83	Os-C, isoform B	7.19	1	1	0	6168.374	1	
M9PCB7	Trailer hitch, isoform G	21.93	10	18	0	258748.86508000002	15	
Q7JVH0	Splicing factor YJU2	4.8	1	1	1	10396.47	1	
Q7JVK1	Large ribosomal subunit protein uL18m	11.83	2	2	2	9678.457	1	
Q86BB4	Transforming acidic coiled-coil protein, isoform E	39.18	10	10	1	7463.9565	1	
Q8IQ80	GH06117p	3.39	2	2	0	3861.68937	2	
Q9VHW5	LD38634p	4.76	1	1	1	2167.4995	1	
Q9VIZ1	Dynactin subunit 6	8.11	1	2	1	22335.3188	2	
Q9VJG2	RRM domain-containing protein	1.84	1	1	1	10793.254	1	
Q9W5C1	RE02292p	1.55	1	1	1	423.0455	1	
Q7K4H4	Bifunctional lysine-specific demethylase and histidyl-hydroxylase NO66	1.53	1	1	0	5361.9785	1	
Q9VMV6	Thioredoxin reductase-like selenoprotein T homolog CG3887	10.1	1	2	0	5882.2463	2	
A0A0B4K838	Guanine nucleotide-binding protein subunit gamma	10.61	1	1	1	24925.344	1	
B7Z0L1	Fasciclin 1, isoform E	51.92	32	126	0	6297418.921	114	
E1JH70	Kank, isoform E	1.28	1	1	0	4394.383	1	
M9NFP1	Jim, isoform E	0.85	1	1	0	10211.898	1	
Q7K231	RING-type E3 ubiquitin transferase	3.87	2	2	2	7340.127	2	
Q7KN85	ATP-citrate synthase	10.79	9	11	1	2186.6616	1	
Q8IQH6	Nebulosa, isoform A	4.88	2	2	0	6223.2543000000005	2	
Q9VBS0	CHK domain ov2	2.2	1	1	1	958.0846	1	
Q9VCH9	LD07883p	4.72	1	1	1	3968.2922	1	
Q9VDJ8	Cuticular protein 92F	2.89	1	3	1	19499.93773	3	
Q9VFB5	DNA-directed RNA polymerase II subunit RPB7	11.56	2	2	2	12640.137499999999	2	
Q9VID7	Lethal (2) k14505, isoform A	2.51	1	1	1	13399.481	1	
Q9VL69	Translocon-associated protein subunit gamma	10.0	2	3	2	59420.5736	3	
Q9VLX9	Uncharacterized protein, isoform B	20.93	1	1	1	12400.99	1	
Q9VMY3	FI19613p1	1.5	1	1	1	9602.589	1	
Q9VS80	FI17864p1	2.6	1	2	1	3152.5713	1	
Q9VZF0	LD44732p	3.61	1	1	1	5848.5215	1	
Q9VZX7	Autophagy-related protein 2	1.05	2	4	2	55350.6195	4	
Q9W249	IP21806p	2.24	1	1	1	947.61816	1	
A0A0B4K6A2	Glial cell line-derived neurotrophic family receptor-like, isoform I	0.6	1	1	0	9097.3545	1	
A0A0B4K6E6	Uncharacterized protein, isoform C	13.21	1	3	0	69212.849	3	
A0A0B4KFS3	Thiamine pyrophosphokinase 1	3.64	1	1	0	44380.098	1	
D1YSG8	calcium/calmodulin-dependent protein kinase	33.15	19	42	1	136597.30153	7	
M9PCQ3	Protein phosphatase 1 regulatory subunit 12B	6.66	7	7	0	13022.973	1	
Q0KHQ1	GEO13361p1	11.11	1	1	1	1728.0963	1	
Q4QPR8	GEO10187p1	19.51	2	2	2	27207.466	2	
Q7KV89	Mitogen-activated protein kinase kinase kinase kinase	0.64	1	3	0	129115.89300000001	3	
Q9V415	HMG-coA reductase degradation 3, isoform A	1.1	1	1	1	3115.4836	1	
Q9VEV5	Small ribosomal subunit protein mS33	6.19	1	1	1	13121.165	1	
Q9VLL5	Alpha-N-acetylglucosaminidase	0.9	1	1	1	2027.717	1	
Q9VV37	GEO13385p1	10.1	1	5	1	14247.383	2	
Q9VVX6	BET1 homolog	16.24	2	2	2	80682.457	2	
Q9VWH1	Uncharacterized protein, isoform D	4.94	1	1	0	14867.095	1	
Q9W152	RH33060p	16.9	1	1	1	5786.642	1	
A0A0B4K7H1	Hulk, isoform M	7.71	7	9	0	11848.5673	2	
E1JGW3	Ion transport peptide, isoform E	8.33	1	2	0	41421.58	2	
M9PDY5	Girdin, isoform C	0.94	1	1	0	7162.7686	1	
Q9VAI3	FI06539p	10.08	1	2	1	26176.36	2	
Q9VB09	IP04131p	5.73	1	1	1	21675.457	1	
Q9VV18	Cuticle protein 16.5	8.24	1	3	1	58847.06	3	
Q9VZN6	Lipase domain-containing protein	4.36	1	1	1	882.7948	1	
Q9W5E7	LP07417p	11.4	1	1	1	3210.414	1	
P17917	DNA sliding clamp PCNA	2.69	1	1	1	10872.006	1	
Q9VMP9	Glucosamine-6-phosphate deaminase	15.02	5	7	0	187807.47079999998	6	
A0A0B4KGZ0	Methyl-CpG binding domain protein-like, isoform C	2.65	1	1	0	3118.0142	1	
A0A0B4KHA7	Julius seizure, isoform D	18.01	5	8	0	14438.506	2	
A0A0C4DHE7	Glutamate dehydrogenase	47.83	18	60	1	17643.818	1	
A1Z872	CAP, isoform D	25.05	11	20	1	5329.4575	1	
A4UZU8	Sterile20-like kinase, isoform G	5.13	6	7	1	17370.871	1	
Q0KI97	Protein FMC1 homolog	6.93	1	1	1	14316.114	1	
Q7K3Z8	GH01208p	13.24	2	2	2	1978.4772	1	
Q9VAN8	FI15955p1	6.46	1	1	1	8436.592	1	
Q9VLL4	FI23523p1	1.81	1	1	1	4078.4512	1	
Q9VT55	Uncharacterized protein, isoform N	3.73	5	8	0	44174.051	2	
P08841	Tubulin beta-3 chain	23.13	10	131	0	6763.7134	1	
Q7JZM8	Large ribosomal subunit protein mL41	9.64	1	1	1	32530.676	1	
Q8IRU4	3',5'-cyclic-AMP phosphodiesterase, isoform F	16.77	9	12	1	2727.7239	1	
Q9VTT0	Semaphorin 5c	0.91	1	1	1	9642.568	1	
Q9XZT7	Transcription initiation factor TFIID subunit 10b	8.9	1	1	1	1930.3864	1	
A0A0B4LF27	Uncharacterized protein, isoform C	6.31	3	3	0	17395.056500000002	2	
Q9W3S4	LD46272p	3.11	1	1	1	4476.1777	1	
A8JQX3	Nocturnin	1.71	1	1	1	4719.5	1	
Q9VCI5	Succinate dehydrogenase [ubiquinone] cytochrome b small subunit, mitochondrial	5.49	1	2	1	49339.773	2	
A8JNM1	Formin 3, isoform B	0.58	1	1	0	425.4091	1	
A8JNN5	GTPase activating protein and centrosome-associated, isoform B	1.09	1	1	0	676.82513	1	
B7Z0Z7	Venom dipeptidyl peptidase 4	6.9	6	7	0	74708.76075	7	
Q7JY89	RE35124p	15.0	1	1	1	3617.9812	1	
Q9VAN1	Reelin domain-containing protein	12.5	2	3	2	60181.028000000006	3	
A8JUP7	Serine protease Hayan	1.1	1	1	1	8379.082	1	
P07664	Serendipity locus protein delta	2.54	1	1	1	29933.166	1	
M9MS21	Uncharacterized protein, isoform A	2.77	1	4	0	338018.713	4	
Q9VGM4	LD28119p	2.94	1	1	1	2986.5938	1	
M9MRD1	Muscle-specific protein 300 kDa	1.44	17	17	0	26956.527680000003	5	
Q9VS38	Mediator of RNA polymerase II transcription subunit 4	7.36	2	2	2	22644.679	2	
E1JJ37	Complexin, isoform W	65.47	9	67	1	9796.3125	1	
Q7K0D3	CG12909 protein	3.2	1	1	1	6845.9854	1	
Q962I2	small monomeric GTPase	50.76	8	21	1	7342.002	1	
Q9VF73	FI17904p1	0.98	1	1	0	4155.518	1	
Q9VSK1	GH09510p	2.72	2	2	2	1596.0189	1	
P18930	NADH-ubiquinone oxidoreductase chain 3	9.4	1	2	1	73419.56	2	
A4V134	calcium/calmodulin-dependent protein kinase	33.99	19	42	1	13456.151	1	
M9NDS8	Protein phosphatase 1 regulatory subunit 12B	6.1	7	7	0	101628.4006	7	
Q29R09	LD28546p	3.02	1	1	1	1906.0972	1	
Q6AWJ5	LP12324p	23.56	8	11	1	1956.1997	1	
Q8I0P8	Cuticular protein 65Av	10.81	1	2	1	1650.9019	1	
Q9VQT5	FI01556p	13.92	1	3	1	117075.9525	3	
Q9W0A9	GM02612p	3.06	1	1	1	6217.789	1	
Q9VTU4	Eukaryotic translation initiation factor 3 subunit L	1.67	1	1	1	4413.472	1	
Q9I7C6	Cuticular protein 65Ax1	28.43	2	2	2	18545.824	1	
Q9VKW3	Activator 1 subunit 5	8.13	3	3	3	12480.742	1	
Q9VT02	Chitin-binding type-2 domain-containing protein	6.36	1	1	1	15689.734	1	
Q9VV29	GEO12576p1	9.68	1	2	0	22469.718999999997	2	
P45884	Attacin-A	5.36	1	1	0	13498.204	1	
A8JNC7	Dpr-interacting protein delta, isoform D	1.92	1	1	0	2032.4467	1	
O61348	Bobby sox	3.51	2	2	2	1765.0732	1	
Q8INE8	type I protein arginine methyltransferase	1.69	1	1	0	3585.5703	1	
Q9VI70	GPN-loop GTPase 3	3.18	1	1	1	19280.787	1	
Q9VV27	MIP11526p	7.63	1	1	1	21486.344	1	
A1ZAX7	Uncharacterized protein	6.35	1	2	1	27329.534	2	
Q9VEQ0	Xylulose kinase	3.62	2	2	2	8986.2122	2	
A0A6M3Q6V5	poly(A)-specific ribonuclease	6.16	2	2	0	59571.144	2	
M9PE05	Encore, isoform H	0.6	1	1	0	2983.493	1	
Q2PDU0	GEO11169p1	9.84	1	2	1	18139.8937	2	
Q9VF46	GH25158p	4.13	1	2	1	17946.488	2	
Q9VV95	Uncharacterized protein, isoform B	25.42	2	2	2	15437.5123	2	
Q9W4I1	Uncharacterized protein	1.26	1	1	1	10930.67	1	
Q9VC49	DNA-directed RNA polymerases I, II, and III subunit RPABC5	29.85	2	2	2	34228.008	2	
A8JNU1	adenylate cyclase	1.78	2	3	0	12485.575	3	
Q7KVR7	AP-1 complex subunit gamma	1.13	1	1	0	1887.8434	1	
Q9W2E3	Negative cofactor 2alpha	3.23	1	1	1	2687.003	1	
Q7K010	Tetraspanin	3.64	1	1	1	4885.8477	1	
Q9VUR4	FI11905p	18.81	5	8	1	9918.996	1	
Q9VIU7	Dolichol-phosphate mannosyltransferase subunit 1	5.81	1	1	1	277.79138	1	
Q9VLR2	Cytidine deaminase	5.29	1	1	1	11170.983	1	
P52656	Transcription initiation factor IIA subunit 2	6.6	1	2	1	5015.0791	2	
A8JNV2	Uncharacterized protein	10.71	1	2	1	8113.6044999999995	2	
Q9VDD0	Protein-lysine N-trimethyltransferase SMYD5	3.31	1	2	1	8426.0893	2	
Q9VMH7	Protein-lysine N-methyltransferase CG9154	4.93	1	1	0	13428.391	1	
Q8SWU4	RE25571p	17.3	6	13	1	11997.0498	2	
Q9VRA0	Migration and invasion enhancer 1	7.37	1	1	1	66574.73	1	
P91943	Protein pangolin, isoforms A/H/I/S	1.46	1	1	0	2778.6536	1	
Q8T4E1	Putative GPI-anchor transamidase	3.1	1	1	1	2021.7139	1	
Q9VEP0	Regulatory protein zeste	5.59	2	2	2	9623.9146	2	
Q8SXW3	GV1, isoform B	4.44	1	1	0	21049.084	1	
A1Z9M6	Vesicular inhibitory amino acid transporter	1.46	1	1	1	8213.192	1	
Q8IRN0	FI06485p	3.21	1	1	1	2870.682	1	
Q9VHS6	Copper transport protein	5.75	1	1	1	4025.3237	1	
Q9V5Q4	Pre-mRNA-splicing factor Syf2	12.83	2	2	2	10553.4844	2	
Q9VAD6	Conserved oligomeric Golgi complex subunit 7	1.75	1	1	1	2051.519	1	
A0A0B4LIG1	Pre-mod(Mdg4)-C, isoform B	9.16	1	1	1	4238.389	1	
Q8ML92	Protein aveugle	7.55	1	1	1	8064.9585	1	
Q9VT15	GH14734p	8.33	2	2	2	21894.231	2	
Q9W2M8	Large ribosomal subunit protein mL54	7.58	1	1	1	8199.946	1	
A1A750	GEO11067p1	6.93	1	1	1	10149.031	1	
Q9VF83	LD33178p	2.73	1	1	1	5516.6475	1	
X2JCX4	Uncharacterized protein, isoform A	33.33	2	2	2	40121.252400000005	2	
Q9V8I2	Ragulator complex protein LAMTOR2 homolog	7.2	1	1	1	29923.3	1	
M9PCK0	Decima, isoform D	9.87	2	2	0	27231.403	2	
Q9VUQ8	DCN1-like protein 1	7.29	1	1	0	595.1013	1	
Q9VPA9	LD24894p	1.45	1	1	1	10114.562	1	
Q9VTG8	Ig-like domain-containing protein	8.98	1	1	1	5783.641	1	
Q8IN81	Sex determination protein fruitless	1.36	1	1	0	808.3039	1	
Q9VT51	Insulin-like peptide 2	5.11	1	1	1	4213.9014	1	
Q9VLJ0	Probable cGMP 3',5'-cyclic phosphodiesterase subunit delta	7.95	1	1	1	10368.859	1	
Q02427	RNA-binding protein 1	14.58	2	4	1	40888.004	1	
M9PBB3	Uncharacterized protein, isoform D	3.92	2	2	0	20157.701	2	
Q7K4Y8	GH22690p	1.65	1	1	1	4091.3223	1	
Q9VCQ7	LD40758p	1.61	1	1	1	1727.0521	1	
Q9VD48	Bomanin bicipital 3, isoform A	15.31	1	1	1	8430.46	1	
Q9VDL4	LP04613p	2.72	1	1	1	3664.6082	1	
B7Z0S9	Glutathione S transferase D11, isoform B	7.0	2	4	0	30110.7139	3	
Q7K4X4	GH24095p	2.0	1	1	1	3645.1443	1	
Q9VJ06	LD05576p	7.07	2	2	2	7742.3799	2	
Q9VGE8	Tachykinins	6.57	2	2	0	23369.037699999997	2	
A0A0B4KFH9	Uncharacterized protein, isoform B	6.13	1	1	0	11683.558	1	
Q9W4K1	AP-3 complex subunit beta	0.86	1	1	1	370.50098	1	
P42282	Protein tramtrack, alpha isoform	1.11	1	1	0	14289.723	1	
Q8T9L5	Serine/threonine-protein kinase STK11	3.7	2	2	2	5486.4077	1	
Q9VN42	Dorsal interacting protein 2	3.1	1	1	1	15171.531	1	
Q9GYV9	Mediator of RNA polymerase II transcription subunit 7	7.73	2	2	2	6549.4372	2	
Q9V3A6	Ero1-like protein	1.45	1	1	1	13299.684	1	
Q7KSP6	SET domain binding factor, isoform B	0.86	1	1	0	26750.361	1	
Q0E8K5	AT10158p	4.1	1	1	0	860.6931	1	
