Accession	Description	Coverage [%]	# Peptides	# PSMs	# Unique Peptides	Abundance: F5: 129N, Sample, n/a, Earth_M2	Abundances Count: F5: 129N, Sample, n/a, Earth_M2	Modifications
Q9VQK8	Histidine protein methyltransferase 1 homolog	2.61	1	1	1	6630.905	1	
Q9VQL1	serine--tRNA ligase	46.71	18	39	18	1150348.37117	36	
Q9VQM2	NADH dehydrogenase [ubiquinone] 1 subunit C2	55.17	5	23	5	1088574.7670500001	19	
Q9VQQ6	FI18122p1	15.72	8	13	0	510335.921	13	
Q9VQR2	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 10	66.04	12	44	12	1846529.5400999999	38	
Q9VQR5	IP10807p	2.5	1	1	1	20071.258	1	
Q9VQR9	PAT complex subunit CCDC47	7.77	5	5	5	56927.4235	4	
Q9VQT7	RH15675p	14.63	1	2	1	7385.4572	2	
Q9VQT8	Immune induced molecule 33, isoform A	26.83	2	11	2	357373.5912	10	
Q9VQV7	Centrosomal protein of 97 kDa	7.94	6	6	2	62767.03968	6	
Q9VQX3	HL05328p	13.09	6	7	6	83081.99829999999	7	
Q9VR25	Factor of interpulse interval	16.44	7	9	7	130859.9936	9	
Q9VR30	RE58324p	19.51	8	10	8	218480.92044000002	10	
Q9VR31	Protein farnesyltransferase/geranylgeranyltransferase type-1 subunit alpha	23.26	7	10	7	185503.53720000002	10	
Q9VR69	Chitin deacetylase-like 4	2.47	1	1	1	9719.762	1	
Q9VR79	LD43683p	30.8	8	30	8	870713.531	30	
Q9VRA1	Uncharacterized protein, isoform B	3.12	2	2	2	15844.0785	2	
Q9VRD4	Uncharacterized protein, isoform A	60.76	13	31	13	1092874.02284	28	
Q9VRD6	NTF2-related export protein	60.0	6	15	0	896021.3571	14	
Q9VRD9	Cystathionine beta-synthase	13.6	6	10	6	167815.3215	10	
Q9VRF7	GH09530p	13.92	4	7	0	215456.5378	7	
Q9VRG6	Acyl-CoA-binding domain-containing protein 6	13.58	3	5	3	81242.566	4	
Q9VRG8	Pyridoxal-dependent decarboxylase domain-containing protein 1	16.08	10	13	10	98264.8495	12	
Q9VRJ4	Dehydrogenase/reductase 4	40.38	14	42	14	1542480.47935	39	
Q9VRJ5	Charged multivesicular body protein 2b	16.98	4	6	4	238761.91100000002	4	
Q9VRJ6	non-specific serine/threonine protein kinase	28.12	6	6	6	152200.7957	5	
Q9VRK9	Kinesin-like protein	3.55	2	2	2	7376.3916	2	
Q9VRL0	Cytochrome c1, heme protein, mitochondrial	58.96	15	87	15	7501641.84514	81	
Q9VRL1	GEO06356p1	53.1	8	28	2	1132817.8983	21	
Q9VRM1	Uncharacterized protein, isoform A	9.09	2	2	2	3522.5318700000003	2	
Q9VRM8	alkaline phosphatase	2.67	1	1	1	1710.99	1	
Q9VRM9	alkaline phosphatase	5.22	3	3	3	48620.143	3	
Q9VRP2	Uncharacterized protein, isoform A	41.43	16	33	16	1257189.3875	31	
Q9VRP3	AT08565p	23.69	6	12	6	217816.098	9	
Q9VRP4	Bifunctional coenzyme A synthase	6.37	3	3	3	6092.33494	2	
Q9VRR3	Uncharacterized protein, isoform A	50.62	11	28	11	1043443.3234999999	27	
Q9VRU1	Aldose 1-epimerase	12.91	5	8	5	126584.3903	8	
Q9VRV8	Transportin-1	3.02	2	2	2	12615.5715	2	
Q9VRY5	Ribosome maturation protein SBDS	16.67	5	5	5	153308.9706	5	
Q9VS02	Serine protease K12H4.7	10.04	5	8	5	401838.538	8	
Q9VS11	lysozyme	12.55	3	4	2	36396.475600000005	4	
Q9VS44	Uncharacterized protein	12.36	4	4	4	80255.4216	4	
Q9VS84	FI03225p	7.34	7	8	7	147160.63559999998	7	
Q9VSA9	CG7409	80.52	14	73	14	5099709.87199	57	
Q9VSC3	Ribonuclease X25	17.85	6	9	6	216500.193	8	
Q9VSC5	GM09977p	55.29	11	26	11	609137.3414	24	
Q9VSD6	D-Importin 7/RanBP7	6.1	6	8	6	75684.2467	8	
Q9VSE5	Uncharacterized protein, isoform C	13.25	2	9	0	163352.87777	9	
Q9VSH5	IP09562p	4.89	1	2	1	12141.197	1	
Q9VSH7	Cuticular protein 66Cb	20.37	3	8	2	80291.424	2	
Q9VSK2	E3 ubiquitin-protein ligase CBL	1.82	2	2	0	9412.702	1	
Q9VSK4	Adipose-secreted signaling protein	65.0	10	26	10	1019275.0621	24	
Q9VSL2	Glutathione S transferase O3	52.28	11	35	10	1576546.3823	26	
Q9VSL4	Glutathione S transferase O2, isoform B	40.0	12	37	11	1949458.3284	33	
Q9VSL5	Glutathione S transferase O2, isoform A	25.1	6	9	6	277118.3827	9	
Q9VSL6	Glutathione S transferase O1	12.99	4	10	3	65971.0313	4	
Q9VSL9	Isovaleryl-CoA dehydrogenase, mitochondrial	6.67	3	3	3	55404.785299999996	3	
Q9VSM8	TBC1 domain family member 13	7.94	3	3	2	4552.19094	3	
Q9VSN0	Z band alternatively spliced PDZ-motif protein 66, isoform G	70.3	12	64	1	499587.5678	15	
Q9VSN3	Cuticular protein 66D	59.26	14	56	14	1471276.32376	51	
Q9VSN9	Signal recognition particle receptor subunit beta	23.36	6	7	6	90372.6143	6	
Q9VSR5	GM03767p	48.9	9	20	9	894388.4514	19	
Q9VSR8	Amine oxidase domain-containing protein	11.55	6	6	6	46834.029	6	
Q9VST4	arginine kinase	2.06	1	1	1	6333.066	1	
Q9VSU6	Dihydropteridine reductase	71.06	13	49	13	2570756.9558	38	
Q9VSW2	UTP--glucose-1-phosphate uridylyltransferase	30.21	14	21	0	345310.72474	20	
Q9VSW4	Ribosome-recycling factor, mitochondrial	6.3	2	3	2	44195.752	3	
Q9VSX2	IP01061p	30.5	6	12	6	156481.1973	8	
Q9VSY0	Cuticular protein 67B	73.46	13	74	13	5745989.5542	61	
Q9VSY8	Trafficking protein particle complex subunit	19.66	4	9	4	251197.948	8	
Q9VT23	Peptidase S1 domain-containing protein	35.14	8	21	8	411459.1447	20	
Q9VT29	Calcineurin-like phosphoesterase domain-containing protein	7.0	2	2	2	43959.133	2	
Q9VT33	ribose-phosphate diphosphokinase	38.66	15	24	0	592565.4271	20	
Q9VT59	Ankyrin repeat domain-containing protein 54	2.51	1	1	1	11067.608	1	
Q9VT68	Phosphatidylinositol-4,5-bisphosphate 4-phosphatase	13.85	2	2	0	42984.38	1	
Q9VT75	N-terminal amino-acid N(alpha)-acetyltransferase NatA	27.04	5	6	5	109336.1685	6	
Q9VTA8	RE35371p	9.7	1	1	1	703.42365	1	
Q9VTB0	LD35289p	18.18	7	9	7	180948.4745	9	
Q9VTB3	Guanylate kinase	35.62	10	23	10	621499.05694	21	
Q9VTB4	NADH dehydrogenase (Ubiquinone) 13 kDa B subunit	52.42	6	18	6	1321162.165	18	
Q9VTC1	ATP-dependent RNA helicase DDX42	7.46	6	6	5	109415.0023	6	
Q9VTC3	GH07049p	7.78	3	3	3	157795.66999999998	2	
Q9VTF8	Mitochondrial ribosomal protein L2	3.74	1	1	1	7972.018	1	
Q9VTL0	FI19917p1	2.48	1	2	1	10945.98	2	
Q9VTN9	2-amino-3-ketobutyrate coenzyme A ligase, mitochondrial	5.04	1	1	1	1955.0422	1	
Q9VTP1	IP06473p	8.24	2	2	2	13421.429	2	
Q9VTT2	LD20590p	3.84	2	2	2	19475.163	2	
Q9VTU2	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 5, mitochondrial	30.65	8	36	8	2307424.012	33	
Q9VTU8	carbonic anhydrase	21.79	7	13	3	431057.5504	12	
Q9VTV9	Delta-aminolevulinic acid dehydratase	15.6	5	8	5	168704.0208	7	
Q9VTW1	RE15265p	11.2	5	7	0	123971.6045	7	
Q9VTX5	ADP-ribosylation factor GTPase-activating protein 1	4.7	2	4	0	51607.5795	3	
Q9VTY2	Uncharacterized protein, isoform A	52.68	16	49	15	1770202.4381	41	
Q9VTZ4	Phosphoacetylglucosamine mutase	23.86	12	15	12	270783.6988	14	
Q9VU04	RE60105p	6.49	2	2	2	112132.56700000001	2	
Q9VU13	LD45603p	8.3	4	6	0	209696.9963	5	
Q9VU15	Splicing factor 3A subunit 2	9.09	2	2	2	60173.367	2	
Q9VU35	10 kDa heat shock protein, mitochondrial	71.84	10	66	9	7210901.9879	58	
Q9VU36	Large ribosomal subunit protein bL20m	6.67	1	1	1	23673.6	1	
Q9VU38	Adenosine kinase	29.28	6	13	0	90449.2893	13	
Q9VU45	LD27581p	20.42	5	16	5	437553.07266	14	
Q9VU53	Capricious, isoform A	3.7	2	2	0	15292.1616	2	
Q9VU75	RH45712p	40.33	9	32	9	326224.03492	29	
Q9VU92	Uncharacterized protein	35.71	7	12	7	384319.17960000003	11	
Q9VUC1	Hsc70Cb, isoform A	47.64	31	88	1	2618359.2198	73	
Q9VUE8	Big bang, isoform C	0.53	1	1	0	644.394	1	
Q9VUH8	Survival of motor neuron-related-splicing factor 30	6.34	6	6	6	70881.4609	6	
Q9VUJ1	Proteasome subunit beta	35.29	9	19	7	712111.18	15	
Q9VUL8	Peroxisomal biogenesis factor 3	4.68	2	2	2	8233.88843	2	
Q9VUM1	U4/U6 small nuclear ribonucleoprotein Prp31	13.77	8	9	8	171456.449	8	
Q9VUM2	Reactive oxygen species modulator 1	31.65	2	5	2	187999.19	5	
Q9VUN9	ubiquitinyl hydrolase 1	24.36	8	10	8	221018.5002	9	
Q9VUQ7	RE36966p	11.91	6	10	6	158456.65446	10	
Q9VUV6	GXIVsPLA2, isoform A	10.87	3	3	3	15572.2889	3	
Q9VUW2	Inositol-1-monophosphatase	9.15	2	2	2	87269.33	1	
Q9VUW4	Inositol-1-monophosphatase	5.56	2	2	2	63636.912000000004	2	
Q9VUX1	Small ribosomal subunit protein mS31	5.59	4	5	4	50061.89688	4	
Q9VUZ0	Translocon-associated protein subunit beta	34.74	3	7	3	82736.4178	7	
Q9VV13	GEO08383p1	20.71	2	4	2	317701.95262	4	
Q9VV31	Uncharacterized protein	19.35	2	7	2	121791.6266	7	
Q9VV39	Mitochondrial ribosomal protein S34	30.85	6	12	6	174522.8381	10	
Q9VV40	Golgin 104	1.42	1	1	1	1676.7324	1	
Q9VV42	Fat body protein 2	79.5	25	188	0	18629660.7789	162	
Q9VV46	Cuticular protein 72Ec	49.65	29	180	29	14559116.3074	144	
Q9VV47	Fat body protein 2	45.17	9	22	7	1023012.9134	18	
Q9VV60	Tyrosine--tRNA ligase	43.81	24	47	24	1394239.5293	45	
Q9VV75	AT02348p	79.09	28	196	28	15111987.97756	155	
Q9VV76	Syntaxin 8	11.64	3	4	3	198177.0835	4	
Q9VV89	Coatomer subunit zeta	36.21	5	10	0	65772.9263	8	
Q9VVA7	Tumor suppressor protein 101	23.28	9	12	9	303327.9016	11	
Q9VVB5	LD46723p	33.45	17	44	1	5645.462100000001	3	
Q9VVB7	FI02842p	48.97	15	44	1	11216.8081	3	
Q9VVC2	Uncharacterized protein	8.08	1	3	1	113563.38799999999	3	
Q9VVC3	Cuticular protein 73D, isoform B	33.84	16	40	2	739009.66048	33	
Q9VVC8	LD23434p	6.95	5	8	5	168330.7507	8	
Q9VVG0	Cadherin 74A, isoform A	9.12	16	18	16	200430.31784	17	
Q9VVH5	Cytochrome b-c1 complex subunit 8	44.94	6	40	6	4542363.244200001	34	
Q9VVJ7	Selenoprotein F	30.9	5	10	5	274245.27316	10	
Q9VVK5	Adenosine deaminase	2.71	2	3	2	33460.823000000004	2	
Q9VVK7	Nucleobindin 1	20.21	13	16	13	379134.52317	15	
Q9VVL5	FI11325p	27.27	9	14	9	345955.88	13	
Q9VVL7	Dihydrolipoyl dehydrogenase	67.86	27	194	27	10263683.6598	181	
Q9VVL8	Tryptophan--tRNA ligase, mitochondrial	8.12	5	6	5	147262.1466	6	
Q9VVM1	Uncharacterized protein, isoform B	6.32	4	7	4	57773.602	5	
Q9VVP9	Gamma-glutamylcyclotransferase	38.18	7	9	7	170166.4254	8	
Q9VVS6	Ubiquitin-like-conjugating enzyme ATG3	11.82	3	3	3	90955.145	3	
Q9VVT6	Glutaredoxin-2, mitochondrial	69.3	8	27	8	2083662.7775	26	
Q9VVU1	Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial	42.27	14	53	14	7909702.9084	48	
Q9VVU2	GEO07453p1	48.32	9	36	8	1511216.9226	34	
Q9VVV6	LD45843p	11.01	5	5	1	26412.371	5	
Q9VVW7	Canopy b	16.74	4	6	4	198064.05430000002	6	
Q9VVX4	Large ribosomal subunit protein bL21m	3.48	1	1	1	10486.467	1	
Q9VVY7	FI20154p1	10.24	13	16	0	167673.25554	15	
Q9VVZ4	Uncharacterized protein	27.78	2	6	2	31177.320349999998	5	
Q9VW00	GH28721p	12.2	4	8	4	129783.4375	6	
Q9VW17	RE58036p	26.37	5	12	0	145997.35629999998	10	
Q9VW34	FI03450p	17.01	9	14	9	478546.80665000004	14	
Q9VW40	LD31235p	12.62	4	5	4	33166.5739	5	
Q9VW52	Precursor RNA processing 3, isoform A	2.01	1	1	0	14910.205	1	
Q9VW54	26S proteasome non-ATPase regulatory subunit 2	2.61	3	3	3	51794.5	2	
Q9VW57	Grasp65	8.04	4	6	4	99502.351	5	
Q9VW58	LD33138p	11.15	3	5	3	8370.286	1	
Q9VW59	Rho GDP-dissociation inhibitor 3	47.26	10	23	10	896171.898	21	
Q9VW66	Uncharacterized protein, isoform A	56.45	8	31	4	3020975.4487	28	
Q9VW68	(S)-3-amino-2-methylpropionate transaminase	68.93	31	129	31	7945300.07545	125	
Q9VW73	Ragulator complex protein LAMTOR1	18.89	4	4	4	9530.874	2	
Q9VW90	Chitin-binding type-2 domain-containing protein	6.23	2	3	2	11198.822	1	
Q9VWD0	GH23568p	26.43	8	13	8	231174.2589	13	
Q9VWD1	Cytochrome c oxidase subunit	86.46	12	97	2	6117632.99381	83	
Q9VWD5	LD35087p	6.46	3	3	3	10828.8227	2	
Q9VWD9	Ubiquilin-like protein	40.77	16	27	16	796158.06736	27	
Q9VWF0	LP01149p	9.8	3	5	3	90874.524	4	
Q9VWG1	LD37169p	72.68	11	62	1	182911.1383	6	
Q9VWI3	28S ribosomal protein S14, mitochondrial	16.41	2	2	2	18302.9628	2	
Q9VWJ3	LD05272p	4.57	1	1	1	12571.256	1	
Q9VWL4	GH07340p	9.77	5	5	5	73060.4728	5	
Q9VWP2	RH57257p	64.88	12	25	12	1115374.44028	24	
Q9VWQ3	LD35981p	5.27	2	4	0	82121.81	4	
Q9VWQ7	Coactosin-like protein	38.65	7	10	1	127158.8122	9	
Q9VWS1	Houki	29.33	6	7	6	155084.4863	6	
Q9VWT1	histidine--tRNA ligase	32.18	15	25	1	738715.4861	21	
Q9VWT3	Gamma-glutamyl transpeptidase, isoform A	3.45	2	2	2	11533.4516	2	
Q9VWU0	FI18411p1	2.63	1	2	1	3996.7607	2	
Q9VWV6	Transferrin	57.72	35	174	35	15167873.7108	155	
Q9VWW2	GH13094p	14.17	6	13	6	26665.773230000003	5	
Q9VX02	Mitochondrial fission process protein 1	14.02	3	5	3	153135.22639999999	3	
Q9VX08	LD10434p	6.85	2	2	2	9491.9777	2	
Q9VX36	NADH dehydrogenase (Ubiquinone) 24 kDa subunit, isoform A	72.73	18	89	18	4005497.90317	85	
Q9VX69	FI01450p	8.27	4	13	3	310367.434	6	
Q9VXA3	LP21163p	16.69	10	15	10	233296.7889	14	
Q9VXA9	RE04047p	10.58	3	3	3	16220.261600000002	3	
Q9VXC1	MIP06432p1	27.93	5	10	3	416072.0677	10	
Q9VXC9	trypsin	54.18	11	21	11	233153.54284	20	
Q9VXE8	Ubiquitin-conjugating enzyme E2 G2	12.57	2	7	2	89179.50540000001	6	
Q9VXF9	AT13091p	15.94	7	13	7	229512.59235	13	
Q9VXG0	Cell division cycle 50, isoform A	9.52	3	7	1	193236.14556	5	
Q9VXH4	RE16337p	28.43	2	4	2	199880.831	4	
Q9VXH7	FI17510p1	13.95	5	10	5	281495.9889	10	
Q9VXI1	L-gulonate 3-dehydrogenase	60.0	12	25	12	1095859.0111	25	
Q9VXI6	Cytochrome b-c1 complex subunit 7	61.26	10	60	9	3992065.327	56	
Q9VXJ7	GH03748p1	5.19	5	5	5	35366.245839999996	5	
Q9VXK7	Probable NADH dehydrogenase [ubiquinone] iron-sulfur protein 7, mitochondrial	35.75	7	14	5	416386.2931	10	
Q9VXK9	Centrosomal protein 164, isoform A	1.77	2	2	2	462.5365	1	
Q9VXL4	Nuclear nucleic acid-binding protein C1D	10.69	2	2	2	25682.609	2	
Q9VXM4	LD12946p	62.9	15	37	15	948702.4585	32	
Q9VXN1	LD03728p	7.2	2	2	2	14206.5324	2	
Q9VXN3	LD07988p	25.25	9	14	9	145623.27053	12	
Q9VXP3	GH05406p	9.87	5	5	5	34141.586670000004	5	
Q9VXQ0	Large ribosomal subunit protein uL3m	4.42	2	2	2	28159.44	2	
Q9VXQ3	Diphosphomevalonate decarboxylase	3.09	1	2	1	12491.025399999999	2	
Q9VXQ5	Chaperonin containing TCP1 subunit 6	40.34	21	46	21	1662244.879	43	
Q9VXR9	FI03680p	5.45	2	2	2	18474.4093	2	
Q9VXV1	RH52220p	4.39	1	1	1	10657.007	1	
Q9VXY3	Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex	13.42	7	11	7	337346.3116	11	
Q9VXZ0	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 7	30.77	3	27	3	873184.3392	27	
Q9VXZ8	Luciferin 4-monooxygenase	21.61	11	13	11	246989.2397	13	
Q9VY05	GH11762p	9.47	7	15	7	366550.2095	14	
Q9VY16	Uncharacterized protein, isoform A	3.79	3	4	0	60429.244	4	
Q9VY24	Uncharacterized protein, isoform B	20.82	9	9	9	283262.94704	9	
Q9VY33	Defective proboscis extension response 8, isoform A	2.62	1	1	1	28323.117	1	
Q9VY41	Plasminogen receptor (KT)	35.71	4	4	4	83081.7833	4	
Q9VY42	Tyrosine aminotransferase	3.59	2	3	2	19284.6275	2	
Q9VY76	AMP deaminase	9.21	8	10	0	44859.5437	8	
Q9VY87	Cathepsin B, isoform A	30.29	7	10	7	104225.4482	10	
Q9VY91	Programmed cell death protein 4	9.63	6	6	6	135933.055	5	
Q9VY92	GEO07753p1	73.91	8	32	8	2621070.822	32	
Q9VYA1	RE18811p	3.87	1	2	1	941.9637	1	
Q9VYD5	Branched-chain-amino-acid aminotransferase	9.03	3	3	3	9825.0563	2	
Q9VYF0	GM09012p	18.66	5	7	5	116610.2049	7	
Q9VYG8	CG15717-PA	17.86	4	4	4	20478.1159	3	
Q9VYJ1	FI12805p	2.29	2	2	1	35754.2535	2	
Q9VYK6	Tomosyn, isoform C	2.86	5	6	0	34427.541	6	
Q9VYM0	CG2555-PA	13.2	2	2	1	2770.15444	2	
Q9VYM7	Uncharacterized protein, isoform C	21.08	6	30	1	29226.1311	4	
Q9VYN1	protein kinase C	0.42	1	11	1	403927.039	9	
Q9VYR4	Furrowed, isoform A	0.77	1	1	0	15302.039	1	
Q9VYS2	GH09980p	4.78	4	4	4	22202.5557	4	
Q9VYT0	RE04130p	23.7	6	10	5	278468.553	10	
Q9VYT1	BLOC-1-related complex subunit 5	4.87	2	2	2	22006.6907	2	
Q9VYT3	FI23714p1	4.8	6	7	6	28117.928829999997	6	
Q9VYT6	P24-related-1, isoform A	9.52	2	2	2	62163.471	2	
Q9VYU9	RH17287p	36.65	6	11	6	155956.83610000001	10	
Q9VYV4	Amun, isoform A	12.0	4	4	4	55277.7668	4	
Q9VYV6	GEO09033p1	6.14	1	1	1	30660.107	1	
Q9VZ00	FI19420p1	3.92	4	7	1	34778.1267	5	
Q9VZ19	Antennal dehydrogenase	35.6	6	24	6	1499730.224	22	
Q9VZ20	Dynein light intermediate chain	35.09	16	23	5	518990.05445	19	
Q9VZ24	GEO11412p1	43.36	6	33	6	2448612.5218	31	
Q9VZ25	Uncharacterized protein, isoform A	6.96	1	1	1	10284.649	1	
Q9VZ34	RH72958p	2.64	1	1	1	8770.239	1	
Q9VZ58	Purple acid phosphatase	9.11	4	14	4	373424.087	13	
Q9VZ66	SD22308p	35.37	5	8	5	122489.47435	8	
Q9VZ67	Uncharacterized protein	28.99	2	3	2	37939.297	3	
Q9VZ71	RE01453p	9.04	2	5	2	112242.8768	5	
Q9VZD9	Peroxisomal membrane protein 34, isoform A	8.28	2	2	2	6274.2764	2	
Q9VZE4	RE70333p	19.57	9	13	9	197800.476	13	
Q9VZE9	V-type proton ATPase subunit	10.59	2	4	2	144154.724	4	
Q9VZF6	Sulfide:quinone oxidoreductase, mitochondrial	13.13	5	5	5	67748.2884	5	
Q9VZF9	Cuticular protein 64Ad	41.3	7	23	7	628075.88015	23	
Q9VZG0	Cuticular protein 64Ac	51.06	8	46	8	2376639.03234	41	
Q9VZG1	Cuticular protein 64Ab	42.5	4	8	4	183362.965	8	
Q9VZG2	Cuticular protein 64Aa	76.04	10	59	10	4122556.03472	47	
Q9VZH5	CLIP domain-containing serine protease	4.7	3	3	1	28638.674	3	
Q9VZI1	Transgelin	74.47	11	82	1	2746786.3654	60	
Q9VZI8	Fumarylacetoacetase	10.31	4	4	4	67079.6017	4	
Q9VZJ2	GH27759p	12.66	5	8	5	173462.16097	8	
Q9VZJ8	FGGY carbohydrate kinase domain-containing protein	3.28	2	3	2	35127.578	3	
Q9VZL1	Mitochondrial import receptor subunit TOM22 homolog	66.89	9	19	1	475618.6704	19	
Q9VZS1	protein-serine/threonine phosphatase	12.67	4	4	4	51214.689	3	
Q9VZU7	Ubiquitin carboxyl-terminal hydrolase	14.15	11	14	11	131975.26187	14	
Q9VZV2	Chitinase 7	3.75	4	5	4	22131.980499999998	4	
Q9VZW1	Phospholipid scramblase	11.03	3	6	3	134457.4082	5	
Q9VZW7	Carnitine palmitoyltransferase 2	4.2	3	3	3	11878.2943	3	
Q9VZX6	LD06441p	3.99	1	1	1	104140.34	1	
Q9VZY0	LD45195p	18.85	5	7	5	236931.354	6	
Q9VZY9	Probable proline--tRNA ligase, mitochondrial	11.35	5	5	3	39277.8928	5	
Q9VZZ5	GEO12033p1	21.68	3	7	3	420209.13200000004	6	
Q9VZZ6	CG16985 protein	34.9	5	11	5	579883.9963	11	
Q9W022	GEO01508p1	49.3	7	34	7	1857700.025	34	
Q9W073	RH22148p	9.41	2	2	2	29143.90887	2	
Q9W077	Cuticular protein 62Bc, isoform A	26.11	3	20	3	1584850.247	20	
Q9W078	Cuticular protein 62Bb, isoform A	35.05	4	11	3	665322.4675	11	
Q9W086	Large ribosomal subunit protein mL46	23.64	6	8	6	132105.4156	7	
Q9W087	U6 snRNA-associated Sm-like protein LSm8	42.11	4	6	3	162073.87086	6	
Q9W095	glycerol kinase	2.6	2	2	2	1970.0665	1	
Q9W0A8	FI01658p	14.08	4	10	4	520722.5295	10	
Q9W0B3	Vacuolar protein sorting-associated protein VTA1 homolog	31.33	10	18	10	530329.7706	18	
Q9W0C3	GH11843p	46.94	12	16	12	228064.5199	14	
Q9W0D3	GH15728p	1.09	2	2	2	13429.485	1	
Q9W0D9	choline-phosphate cytidylyltransferase	7.61	3	5	1	52086.85	1	
Q9W0H6	Acetyl-CoA acetyltransferase 2	31.12	9	14	9	297778.2985	12	
Q9W0H8	Reticulocalbin-3	37.39	12	19	6	834217.565	18	
Q9W0J9	GH07301p	33.85	8	16	8	522715.4883	14	
Q9W0K9	LD10220p	11.61	2	3	2	16872.24562	3	
Q9W0M4	Endoplasmic reticulum transmembrane protein	25.88	6	13	5	202773.14	11	
Q9W0M5	Protein DPCD	9.91	2	2	2	10635.445	2	
Q9W0N6	LD27967p	9.57	3	3	3	18988.2866	3	
Q9W0P4	GEO05053p1	15.45	3	3	3	31228.2509	3	
Q9W0Q2	Peptidyl-prolyl cis-trans isomerase	10.23	2	2	2	89774.41	2	
Q9W0Q3	BLOC-1 related complex subunit 6, isoform A	3.31	1	1	1	15559.243	1	
Q9W0R0	Cell division cycle 5, isoform A	10.44	8	9	8	88620.47243	9	
Q9W0U0	glycerol kinase	5.39	2	3	1	31694.087	3	
Q9W0X0	Scavenger receptor class B member 1	8.89	5	7	0	155234.3948	7	
Q9W0X1	GH15894p	5.72	3	3	3	46529.5796	3	
Q9W0X2	GEO07322p1	33.88	4	5	4	95476.671	4	
Q9W0X3	LD24657p	12.55	3	6	1	173250.45799999998	6	
Q9W0Z5	LP09747p	10.07	5	12	5	218754.4402	12	
Q9W114	IP05433p	22.5	2	3	2	27446.3163	3	
Q9W125	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 8	63.43	9	41	9	1100022.9184	37	
Q9W127	Isochorismatase domain-containing protein 1	34.62	6	12	6	386387.27499999997	11	
Q9W136	Uncharacterized protein	33.82	6	17	6	289935.6132	13	
Q9W140	Regulatory protein zeste	14.35	5	7	5	34652.43455	6	
Q9W147	RNA polymerase II subunit A C-terminal domain phosphatase	6.36	4	4	4	22352.75925	4	
Q9W149	RING-type E3 ubiquitin transferase	1.96	2	2	2	4952.8178	2	
Q9W158	LD36772p	6.51	2	3	2	158151.99599999998	3	
Q9W199	GEO07594p1	10.97	2	3	2	95388.36499999999	3	
Q9W1B9	Large ribosomal subunit protein uL11	24.24	5	19	5	1138249.6664	17	
Q9W1C8	LD24355p	20.11	8	10	8	100076.7522	9	
Q9W1E8	Adaptor protein complex AP-3 small chain sigma3	10.47	2	3	2	25970.178200000002	3	
Q9W1F2	FI07217p	5.93	2	2	2	8243.17	1	
Q9W1F7	IP15825p	26.5	11	33	11	1422585.202	30	
Q9W1F8	GEO08248p1	23.31	4	8	4	295997.94550000003	8	
Q9W1G7	LD21576p	31.62	10	17	10	720588.2827	17	
Q9W1H5	Decapping protein 1, isoform A	18.82	6	9	6	278264.2898	9	
Q9W1H6	GH04238p	13.85	3	7	3	59827.391299999996	4	
Q9W1H8	acetyl-CoA C-acyltransferase	36.89	17	44	17	1385194.846	39	
Q9W1I8	LD03592p	36.97	8	15	8	401243.4659	11	
Q9W1L1	Large ribosomal subunit protein mL43	17.19	3	4	3	24267.6814	3	
Q9W1L8	GH11818p	5.92	2	2	2	4862.444100000001	2	
Q9W1M9	Exosome complex component RRP4	20.47	5	5	5	24424.11606	4	
Q9W1N3	Levy, isoform A	32.11	4	16	4	1823374.10006	15	
Q9W1N4	Serine-threonine kinase receptor-associated protein	2.74	1	1	1	13777.195	1	
Q9W1R0	RH49821p	4.13	2	2	2	18275.3387	2	
Q9W1R3	Golgin-245	5.17	7	8	7	119288.9204	8	
Q9W1V8	CG9893 protein	27.6	5	7	5	64031.1362	7	
Q9W1W4	RE45066p	15.81	5	7	5	141004.6203	6	
Q9W1X5	GH04942p	16.93	24	31	4	767216.3095	29	
Q9W227	Peptidyl-prolyl cis-trans isomerase	63.9	12	62	12	4360818.8135	50	
Q9W229	40S ribosomal protein S24	37.4	5	7	5	353403.67000000004	6	
Q9W236	Vacuolar protein sorting 20, isoform A	19.34	6	8	6	199590.20309999998	8	
Q9W253	Small ribosomal subunit protein mS29	11.48	4	5	4	37427.19293	5	
Q9W254	Quaking related 58E-2, isoform A	28.12	13	21	12	347369.5268	21	
Q9W257	RH13652p	6.99	2	3	2	87923.924	3	
Q9W258	Babos, isoform A	30.1	6	17	6	740367.9058999999	15	
Q9W259	FI23916p1	18.69	7	10	7	147176.31033	9	
Q9W260	GH03113p	12.2	7	13	7	158620.5235	11	
Q9W287	Cuticle protein 16.5-like	15.21	2	2	2	25280.28	2	
Q9W289	Golgi matrix protein 130 kD	25.53	17	22	17	222568.04936	18	
Q9W298	Sugar phosphate phosphatase	6.69	3	3	3	12301.9853	3	
Q9W299	Sugar phosphate phosphatase	3.9	2	2	2	22198.103	2	
Q9W2E8	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 3	40.0	4	25	4	1218661.6044	23	
