Accession	Description	Coverage [%]	# Peptides	# PSMs	# Unique Peptides	Abundance: F8: 129N, Sample, n/a, Earth_M3	Abundances Count: F8: 129N, Sample, n/a, Earth_M3	Modifications
Q9W2R3	Phosphatidylinositol 4-phosphate 5-kinase type-1 sktl	1.89	2	2	2	60977.878399999994	2	
Q9W2U4	Serine/threonine-protein phosphatase 4 regulatory subunit 2	12.64	6	6	0	40338.1128	4	
Q9W2Y3	NAD(P)H-hydrate epimerase	38.7	7	8	7	254816.17429999998	7	
Q9W303	Chitinase-like protein Idgf4	54.3	23	92	0	9009092.20414	73	
Q9W334	Small ribosomal subunit protein eS28	69.23	5	18	0	946185.9965	15	
Q9W358	Chaperone Ric-8	8.55	6	6	0	102400.2427	5	
Q9W369	Beta-alanyl-dopamine/carcinine hydrolase	57.88	22	103	22	13849947.2437	96	
Q9W379	Zinc finger protein ZPR1	22.32	8	9	8	319173.5558	8	
Q9W380	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 3	19.48	3	8	3	384065.36649999995	6	
Q9W385	Frataxin homolog, mitochondrial	16.84	4	6	4	372297.9918	6	
Q9W3C7	Palmitoyl-protein thioesterase 1	5.73	2	4	0	194071.50400000002	4	
Q9W3E2	Protein PIP82	26.03	29	40	29	637262.53007	34	
Q9W3J5	Phenylalanine--tRNA ligase alpha subunit	18.88	10	11	10	172768.4744	11	
Q9W3K5	Glutamate--cysteine ligase	3.77	3	3	0	46966.5307	3	
Q9W3N6	General vesicular transport factor p115	13.88	9	11	9	146526.87196000002	10	
Q9W3T7	UPAR/Ly6 domain-containing protein bou	12.08	2	4	2	322797.378	4	
Q9W3W8	Large ribosomal subunit protein uL22	29.03	6	9	0	217966.6502	8	
Q9W3Y0	Zinc finger protein 593 homolog	27.16	3	3	3	11477.1836	3	
Q9W3Z3	Alanine--glyoxylate aminotransferase	5.08	2	4	2	14679.132699999998	2	
Q9W401	Probable citrate synthase, mitochondrial	60.99	28	217	28	75497403.15245	184	
Q9W415	tRNA (guanine-N(7)-)-methyltransferase non-catalytic subunit wuho	18.16	6	7	6	259634.13090000002	5	
Q9W436	Neprilysin-1	7.54	6	7	6	63546.5343	6	
Q9W445	Malignant T-cell-amplified sequence 1 homolog	37.36	6	8	6	134948.6644	8	
Q9W4D2	RNA-binding protein 4F	2.44	2	2	0	2518.4129300000004	2	
Q9W4K2	Uncharacterized protein CG3556	6.39	4	7	0	252552.46600000001	5	
Q9W4P5	V-type proton ATPase subunit d 1	31.14	9	18	9	1444238.2353	18	
Q9W4T4	3',5'-cyclic-AMP phosphodiesterase, isoform I	17.12	17	26	0	636688.2917000001	24	
Q9W4V8	Mitochondrial import inner membrane translocase subunit TIM50-C	20.09	7	11	0	509860.68799999997	11	
Q9W4X7	Eukaryotic translation initiation factor 3 subunit G-1	34.2	10	24	9	2468691.4407	23	
Q9W552	Vacuolar protein sorting-associated protein 26	19.67	6	9	6	137463.28480000002	6	
Q9W596	Microtubule-associated protein futsch	30.08	101	161	0	4982895.08037	149	
Q9W5E1	RING-box protein 1A	22.22	2	4	0	133174.79	4	
Q9W5N0	Cytochrome c oxidase assembly factor 7 homolog	39.1	11	25	0	1951599.1883	25	
Q9W5N2	Large ribosomal subunit protein eL38	28.57	2	11	0	326366.3983	10	
Q9W5P1	Mediator of RNA polymerase II transcription subunit 21	13.38	2	3	2	52085.453499999996	3	
Q9W5R8	Large ribosomal subunit protein uL18	21.07	9	16	0	766184.97213	15	
Q9W5Y0	Neprilysin-3	1.02	1	1	1	6268.0645	1	
Q9XTL9	Glycogen phosphorylase	43.13	40	74	0	2913959.9811	66	
Q9XTM1	Exocyst complex component 5	1.27	1	1	1	3104.1675	1	
Q9XTN2	Insulin receptor substrate 1	1.86	2	2	0	10703.166	1	
Q9XY35	Cytochrome b-c1 complex subunit 9	41.82	2	12	2	1572216.158	10	
Q9XYM0	Adapter molecule Crk	49.45	13	35	0	2619544.0185	29	
Q9XYZ5	DNA damage-binding protein 1	4.82	6	6	6	109186.78640000001	5	
Q9XZ14	Protein gone early	8.19	5	6	0	45274.14400000001	5	
Q9XZ58	COP9 signalosome complex subunit 5	25.99	7	13	1	223214.3944	12	
Q9XZ63	Mesencephalic astrocyte-derived neurotrophic factor homolog	31.21	7	16	7	1361057.1856	16	
Q9XZH6	V-type proton ATPase subunit G	40.17	6	24	0	3689095.247	20	
Q9XZJ4	Proteasome subunit alpha type-6	44.26	12	38	0	5443008.8361	35	
Q9XZL8	Protein sarah	31.16	7	13	0	521092.93289999996	12	
Q9Y091	Pre-mRNA-splicing regulator female-lethal(2)D	3.73	2	2	0	21390.6855	2	
Q9Y0I1	NuA4 complex subunit EAF3 homolog	6.6	2	2	0	87202.0337	2	
Q9Y0V3	Mitochondrial import inner membrane translocase subunit Tim10B	47.01	5	8	5	49637.1896	6	
Q9Y0Y2	Adenylosuccinate synthetase	30.43	12	21	12	1057141.9929	20	
Q9Y105	Probable glutamine--tRNA ligase	4.76	4	5	4	520768.6262	4	
Q9Y1A3	Mitochondrial import inner membrane translocase subunit Tim8	44.32	5	17	0	3159319.622	16	
X2JAU8	Protein nervous wreck	40.0	41	115	41	13477988.2039	103	
A0A021WW32	Verthandi, isoform B	2.21	2	2	0	34101.04	1	
A0A023GPM5	Diacylglycerol kinase	13.32	12	17	0	405221.8726	16	
A0A0B4JCR9	Uncharacterized protein, isoform D	2.88	1	1	0	46994.254	1	
A0A0B4JCT7	Jabba, isoform F	15.27	8	17	0	440861.6433	15	
A0A0B4JCW4	Succinate--CoA ligase [ADP-forming] subunit beta, mitochondrial	66.08	27	176	0	141676.536	5	
A0A0B4JCX2	RIM-binding protein, isoform G	8.37	12	16	0	431490.8483	14	
A0A0B4JCY5	Myosin heavy chain-like, isoform H	3.38	2	2	0	14137.956	2	
A0A0B4JCY6	Cheerio, isoform I	37.5	70	122	0	9976367.64565	119	
A0A0B4JCZ0	Oxysterol-binding protein	2.73	3	3	0	25418.447	3	
A0A0B4JD18	Related to the N terminus of tre oncogene, isoform E	2.35	1	1	0	1999.7708	1	
A0A0B4JD47	Missing-in-metastasis, isoform E	2.46	1	1	0	694.52325	1	
A0A0B4JD97	Transforming acidic coiled-coil protein, isoform K	16.49	21	30	0	590931.2999	29	
A0A0B4K615	Smallish, isoform O	10.77	14	16	0	339768.79435	14	
A0A0B4K618	Fragile X messenger ribonucleoprotein 1, isoform G	10.29	6	7	0	53174.1444	5	
A0A0B4K620	Oxidation resistance protein 1	13.84	17	21	0	871636.0199	21	
A0A0B4K661	Tropomyosin 1, isoform Q	82.4	41	229	0	26831809.56308	169	
A0A0B4K663	Non-specific lethal 1, isoform N	5.54	6	9	0	74060.2836	7	
A0A0B4K6C8	Uncharacterized protein, isoform G	3.9	5	7	0	112613.807	7	
A0A0B4K6I1	Scribble, isoform N	11.94	25	37	0	1150954.7146	37	
A0A0B4K6K8	Musashi, isoform D	16.69	7	14	0	774389.39777	14	
A0A0B4K6P4	Hephaestus, isoform W	4.51	4	4	0	83870.1927	4	
A0A0B4K6Z2	Dystrobrevin	16.46	11	13	0	291492.0217	12	
A0A0B4K709	Uncharacterized protein, isoform E	9.93	6	7	0	101245.13859999999	6	
A0A0B4K716	Diacylglycerol kinase	4.47	7	8	0	216398.1439	8	
A0A0B4K765	Paired amphipathic helix protein Sin3a	1.89	4	5	0	31351.6468	4	
A0A0B4K774	Abelson interacting protein, isoform D	29.77	11	19	0	443327.25946	17	
A0A0B4K775	Golgin 97, isoform B	1.99	1	1	0	5560.9673	1	
A0A0B4K7A5	Hu li tai shao, isoform Q	62.38	42	137	1	13737939.39985	127	
A0A0B4K7B0	Smooth, isoform O	20.65	9	17	0	738251.2590000001	15	
A0A0B4K7C1	Aspartyl beta-hydroxylase, isoform H	8.47	7	9	0	164077.0097	7	
A0A0B4K7D8	Uncharacterized protein, isoform B	5.46	2	2	0	33693.1375	2	
A0A0B4K7E3	Phosphatidylinositol 4-phosphate 5-kinase 59B, isoform F	11.71	6	6	0	43021.7321	6	
A0A0B4K7H0	Tetratricopeptide repeat domain 7, isoform B	1.29	1	1	0	2272.992	1	
A0A0B4K7H3	Eucalyptus, isoform B	81.25	8	45	2	10050576.77865	42	
A0A0B4K7H7	Down syndrome cell adhesion molecule 1, isoform BY (Fragment)	3.51	7	8	0	84681.8315	6	
A0A0B4K7T7	Rho guanine nucleotide exchange factor 2, isoform G	1.13	3	3	0	3771.27802	2	
A0A0B4K7U0	Myosin-7a binding protein, isoform M	12.92	28	69	0	4025877.26615	66	
A0A0B4K7V8	Bruchpilot, isoform K	54.13	106	316	1	98024.3732	5	
A0A0B4K7X5	glycogenin glucosyltransferase	19.27	10	31	0	1139944.0768	28	
A0A0B4K885	Kenny, isoform B	20.57	6	6	1	171665.31102	5	
A0A0B4K891	Poly(A) binding protein interacting protein 1, isoform E	21.54	9	10	0	273687.31549999997	10	
A0A0B4KED6	Defective proboscis extension response 12, isoform D	8.72	3	3	0	83368.4844	3	
A0A0B4KEE1	Aldehyde dehydrogenase	26.16	12	21	0	668363.2631	15	
A0A0B4KEE5	Myosin-7a binding protein, isoform Q	22.09	37	89	0	1316630.9008	19	
A0A0B4KEH7	CAP, isoform Y	15.82	36	48	0	2476988.482	45	
A0A0B4KEI5	Serrate RNA effector molecule homolog	7.91	7	7	0	113796.3943	6	
A0A0B4KEJ7	Coronin	14.21	7	8	0	116908.19893	7	
A0A0B4KEP1	Reduction in Cnn dots 1, isoform D	4.03	4	4	0	35464.6752	3	
A0A0B4KER0	Relative of woc, isoform C	2.69	3	3	0	15986.506300000001	3	
A0A0B4KEW6	Amphiphysin, isoform B	43.82	22	66	1	118676.7665	4	
A0A0B4KEX6	Jitterbug, isoform M	8.63	24	27	0	487509.502	26	
A0A0B4KF06	Valine--tRNA ligase	1.99	2	2	0	5307.798	1	
A0A0B4KF22	Juvenile hormone binding protein 2, isoform E	11.42	3	3	0	42731.3585	3	
A0A0B4KF34	Uncharacterized protein, isoform D	5.75	4	4	0	50334.011	4	
A0A0B4KF46	E1 ubiquitin-activating enzyme	19.64	18	23	0	371821.5401	21	
A0A0B4KF84	Stretchin-Mlck, isoform S	3.13	8	8	0	138266.8314	8	
A0A0B4KFA3	Uncharacterized protein, isoform F	1.9	3	4	0	67654.65368	3	
A0A0B4KFA6	alpha-glucosidase	35.27	17	46	0	2959318.6861	43	
A0A0B4KFD1	LDL receptor protein 1, isoform F	0.86	4	4	0	83545.795	4	
A0A0B4KFE2	Like-AP180, isoform I	30.15	24	115	0	15407950.6195	94	
A0A0B4KFE4	long-chain-fatty-acid--CoA ligase	12.64	10	15	0	340070.27975	13	
A0A0B4KFE5	methenyltetrahydrofolate cyclohydrolase	46.53	13	25	1	1129971.3023	24	
A0A0B4KFF6	DNAation factor-related protein 2, isoform D	22.54	10	18	0	1628413.3185	15	
A0A0B4KFK4	Uncharacterized protein, isoform E	11.56	5	6	0	460788.1546	6	
A0A0B4KFQ3	DNAation factor-related protein 1, isoform B	6.21	2	2	0	11593.401	2	
A0A0B4KFT3	Protein kinase C	14.33	11	13	0	234616.02276999998	10	
A0A0B4KFT9	Quaking related 54B, isoform E	10.37	6	8	0	147543.5356	8	
A0A0B4KFX8	Flapper, isoform C	3.79	2	3	0	49379.115	2	
A0A0B4KFY9	Lamin C, isoform B	63.12	45	133	2	2982.706	1	
A0A0B4KFZ2	Uncharacterized protein, isoform G	2.41	3	3	0	12264.408	2	
A0A0B4KFZ4	Transmembrane 4 superfamily, isoform C	7.88	2	2	0	33198.069	2	
A0A0B4KG94	Uncharacterized protein, isoform B	12.53	6	8	0	401051.79079999996	8	
A0A0B4KGC9	Mitochondrial calcium uptake 3, isoform F	4.36	3	3	0	52083.0055	3	
A0A0B4KGE5	Bonus, isoform C	6.46	7	7	0	99840.8844	6	
A0A0B4KGF0	Protein kinase D, isoform H	8.96	1	1	0	12941.752	1	
A0A0B4KGF5	Uncharacterized protein, isoform C	9.9	6	7	0	152622.9323	7	
A0A0B4KGF7	beta-mannosidase	0.77	1	1	0	51293.375	1	
A0A0B4KGG9	C-terminal binding protein, isoform F	22.98	10	18	0	502072.4783	18	
A0A0B4KGI5	Carboxylic ester hydrolase	20.91	12	28	0	2765098.9499	23	
A0A0B4KGK8	Syncrip, isoform R	34.8	18	45	0	4339991.8205	42	
A0A0B4KGM5	Uncharacterized protein, isoform B	2.63	3	3	0	4480.9288	2	
A0A0B4KGP4	Beaten path IV, isoform B	1.79	1	2	0	20686.739999999998	2	
A0A0B4KGQ4	Easter, isoform B	6.51	2	2	1	11400.5123	2	
A0A0B4KGS4	non-specific serine/threonine protein kinase	2.74	1	1	0	52696.656	1	
A0A0B4KGU9	Extended synaptotagmin-like protein 2, isoform D	33.1	23	41	0	2308618.54066	38	
A0A0B4KGW3	Uncharacterized protein, isoform B	4.05	3	3	0	35122.941	3	
A0A0B4KGY2	Uncharacterized protein, isoform E	2.64	3	3	0	9576.0184	3	
A0A0B4KH03	Tetraspanin	14.44	4	7	1	114966.45689999999	5	
A0A0B4KH14	Ras modification protein ERF4	33.54	4	6	0	141491.2035	6	
A0A0B4KH34	Annexin	57.41	23	123	4	23696865.75584	115	
A0A0B4KH38	Low-density lipoprotein receptor-related protein 8	1.86	2	2	0	16706.9327	2	
A0A0B4KH68	Lysosomal enzyme receptor protein, isoform E	1.2	1	2	0	12985.8468	2	
A0A0B4KH84	Cuticular protein 97Ea, isoform B	32.78	10	18	0	1148600.4653	15	
A0A0B4KHB9	Serine/threonine protein phosphatase 2A regulatory subunit	27.23	18	31	0	549574.2896	25	
A0A0B4KHE1	Uncharacterized protein, isoform B	12.58	4	4	0	126162.531	4	
A0A0B4KHF0	Ferritin	77.97	21	133	1	38508748.29306	107	
A0A0B4KHJ9	Tropomyosin 2, isoform E	82.39	41	309	4	82855035.08322	279	
A0A0B4KHL4	non-specific serine/threonine protein kinase	17.88	9	10	2	317031.08603	10	
A0A0B4KHN1	Cheerio, isoform O	32.63	70	122	0	6174.0723	1	
A0A0B4KHN3	Scribble, isoform S	11.19	17	27	0	58994.539300000004	5	
A0A0B4KHP4	Couch potato, isoform P	5.11	5	16	0	930989.43	16	
A0A0B4KHS1	Crumbs, isoform D	9.8	20	31	1	1009905.2482	28	
A0A0B4KHT5	Syncrip, isoform J	26.02	18	40	0	451052.07999999996	3	
A0A0B4KHT8	Julius seizure, isoform E	12.85	7	11	0	221531.79020000002	9	
A0A0B4KHW3	Aralar1, isoform F	7.64	5	6	1	38917.9042	5	
A0A0B4KHW7	Uncharacterized protein, isoform P	16.29	5	6	0	356015.985	6	
A0A0B4KHZ0	Without children, isoform E	0.53	1	1	0	584.0125	1	
A0A0B4KHZ1	Lipid storage droplet-1, isoform D	41.73	15	44	1	3112667.8952	40	
A0A0B4KI23	Uncharacterized protein	27.64	4	29	4	3312020.3419000003	28	
A0A0B4KI57	Glucosamine 6-phosphate N-acetyltransferase	18.42	4	5	0	102527.2445	5	
A0A0B4LEH1	Sticks and stones, isoform C	0.47	1	1	0	18036.633	1	
A0A0B4LES9	Phosphatidylinositol-glycan biosynthesis class X protein	13.99	4	7	0	69124.418	7	
A0A0B4LEW1	Bloated, isoform E	2.94	3	4	0	6645.5473	3	
A0A0B4LEY1	Protein transport protein Sec31A	3.57	4	4	0	23705.29445	4	
A0A0B4LF49	Menage a trois, isoform D	38.64	18	29	0	2509746.303	27	
A0A0B4LF88	Tripeptidyl-peptidase 2	16.65	22	35	0	1271881.5271	31	
A0A0B4LF95	glutaminase	18.84	10	11	0	281404.04099999997	10	
A0A0B4LFA6	Proteasomal ubiquitin receptor ADRM1 homolog	47.17	15	27	2	2015085.4001	21	
A0A0B4LFB8	Dynamin-like GTPase OPA1, mitochondrial	15.7	15	18	0	432122.03380000003	18	
A0A0B4LFE1	Uncharacterized protein, isoform B	14.29	3	5	0	117898.1957	4	
A0A0B4LFH2	Caspar, isoform C	3.62	3	3	0	19385.5	3	
A0A0B4LFL6	Double hit, isoform C	18.45	5	5	0	126719.87376	5	
A0A0B4LFR4	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2	5.06	3	3	0	22774.2915	3	
A0A0B4LFU6	Beta-glucuronidase	4.82	3	4	0	32325.591	3	
A0A0B4LFW3	Odorant-binding protein 56e, isoform B	35.11	5	9	0	96586.7502	9	
A0A0B4LG34	Liprin-gamma, isoform E	1.57	2	2	0	69611.5276	2	
A0A0B4LG88	Quaking related 58E-1, isoform D	22.69	10	15	0	594991.04347	14	
A0A0B4LG95	Lethal (2) k09913, isoform F	11.08	3	3	0	37379.705	2	
A0A0B4LGB0	Gp150, isoform E	9.48	11	14	0	306548.9776	11	
A0A0B4LGB7	Calcium-transporting ATPase	35.04	33	52	1	3003688.92054	47	
A0A0B4LGD3	Kazachoc, isoform G	9.38	10	11	0	516786.90666999994	10	
A0A0B4LGH8	Oxysterol-binding protein	6.35	3	3	0	49109.979999999996	3	
A0A0B4LGI1	Guanine nucleotide-binding protein G(s) subunit alpha	46.6	15	33	1	1077748.19158	22	
A0A0B4LGM0	Prominin, isoform E	7.93	9	9	0	77354.9042	8	
A0A0B4LGQ1	Superoxide dismutase	53.92	11	62	0	12874942.67675	59	
A0A0B4LGT9	Uncharacterized protein, isoform B	10.61	3	3	0	87076.421	3	
A0A0B4LGV6	Insulator binding factor 1, isoform B	38.4	7	10	0	167008.331	9	
A0A0B4LGY1	Uncoordinated 115a, isoform G	27.29	20	41	0	2273152.76985	38	
A0A0B4LH71	Synapse-associated protein 47kD, isoform K	72.05	20	145	0	55695.795849999995	7	
A0A0B4LHC9	Thioredoxin-related transmembrane protein 1	11.52	4	7	0	295559.6459	7	
A0A0B4LHH8	Argus, isoform C	0.81	1	1	0	33910.273	1	
A0A0B4LHL1	Uncharacterized protein, isoform C	4.09	2	2	0	14068.02585	2	
A0A0B4LHR8	Uncharacterized protein, isoform G	11.63	8	9	0	143723.761	9	
A0A0B4LHS0	Lnk, isoform E	1.14	1	1	0	39697.246	1	
A0A0B4LI09	Uncharacterized protein, isoform C	4.3	2	2	0	17478.76	1	
A0A0B4LIA3	non-specific serine/threonine protein kinase	3.21	2	2	0	25238.286	2	
A0A0B4LIC4	Uncharacterized protein, isoform C	1.14	1	1	0	10664.1	1	
A0A0B4LID7	Caseinolytic protease chaperone subunit, isoform C	28.42	14	18	0	346990.0369	18	
A0A0B4LIE8	Mitochondrial coenzyme A transporter SLC25A42	8.52	2	2	0	24735.432699999998	2	
A0A0C4DH96	Sidestep V, isoform B	1.7	2	3	0	61182.027	3	
A0A0C4DHA8	Nuclear protein MDM1	33.43	21	33	1	441266.04116	29	
A0A0C4DHF6	Dystroglycan 1	5.63	8	9	0	182412.461	9	
A0A0C4DHN4	Defective proboscis extension response 21	20.57	5	6	5	149751.3534	6	
A0A0C4FEI8	Granny smith, isoform F	16.95	9	13	0	541816.71924	12	
A0A0S0WGZ0	Still life, isoform Q	1.01	3	3	0	10276.14202	2	
A0A0U1RVK6	Fructose-1,6-bisphosphatase isozyme 2	32.36	9	16	0	894213.7908000001	15	
A0A126GUQ4	Carnitine O-Acetyl-Transferase, isoform E	9.09	6	6	0	71499.4179	6	
A0A126GUR6	Succinate--CoA ligase [ADP-forming] subunit beta, mitochondrial	66.15	27	176	0	50667568.40868	162	
A0A126GV06	Uncharacterized protein, isoform B	17.23	6	9	0	328648.6205	9	
A0A126GV33	Uncharacterized protein, isoform F	7.4	2	3	0	92826.30799999999	3	
A0A1W5PXH3	Uncharacterized protein, isoform E	0.81	1	1	0	6211.9546	1	
A0A4D6K1L3	8 kDa dynein light chain	22.85	5	17	1	8996088.6449	17	
A0A4D6K4X9	Axundead, isoform F	3.44	2	2	0	477.19012	1	
A0A4D6K595	Synapse-associated protein 47kD, isoform M	43.74	22	141	0	27002395.85986	131	
A0A4D6K5M0	Golgi microtubule-associated protein, isoform D	15.2	19	20	0	216626.4299	19	
A0A4P1SA55	alpha-glucosidase	12.35	8	10	0	107727.488	9	
A0A4P1SAA7	IP07559p	11.17	2	3	1	65012.2473	3	
A0A4P7V9T9	polynucleotide adenylyltransferase	2.78	1	2	0	767.14023	2	
A0A6F7UQK0	Cytoplasmic linker protein 190, isoform W	31.59	53	97	1	1899076.92065	65	
A0A6H2EDG9	Uncharacterized protein, isoform G	18.84	14	16	0	491245.9643	16	
A0A6H2EEJ8	Uncharacterized protein, isoform C	2.43	2	2	0	2727.1348	1	
A0A6H2EEL7	Uncharacterized protein, isoform A	7.35	2	2	2	24977.271	1	
A0A6H2EEU5	Nuak family kinase, isoform J	0.99	2	2	0	14964.3489	2	
A0A6H2EG25	Terribly reduced optic lobes, isoform BC	39.02	125	332	0	27195192.37747	294	
A0A6H2EG45	Uncharacterized protein, isoform D	2.82	1	1	0	8003.4976	1	
A0A6H2EG56	Tropomyosin 1, isoform T	82.27	34	244	3	6153067.0756	21	
A0A6H2EGA2	Mitochondrial nucleoid factor 1	45.19	5	9	4	256349.571	8	
A0A6H2EIE0	Amino acid transporter	6.91	3	7	0	28619.94758	6	
A0A6M3Q7Q7	Hu li tai shao, isoform T	65.78	41	137	1	43024.939	2	
A0A6M3Q951	CAP, isoform AA	33.33	26	35	0	68432.1741	2	
A0ACA5YM07	Uncharacterized protein, isoform I	3.3	2	2	0	17954.2496	2	
A0ACD4DAN3	Uncharacterized protein, isoform Y	14.07	9	9	0	117388.56638	8	
A0ACD4DAP6	Bruchpilot, isoform N	44.32	115	345	0	21602767.64087	314	
A0ACD4DAQ1	P-element somatic inhibitor, isoform E	32.62	24	44	0	1983001.5051499999	41	
A0ACD4DAT6	Glorund, isoform D	37.03	17	39	0	3270126.4017	35	
A0ACD4DAU9	Found in neurons, isoform K	33.69	12	33	0	2281404.17703	24	
A0ACD4DAV1	Lethal (1) G0289, isoform D	11.78	7	12	0	95844.5176	10	
A0AQH0	Proteasome subunit beta	37.95	7	12	7	203166.4948	11	
A1Z6F6	FI18602p1	16.42	12	15	0	636410.69617	12	
A1Z6G9	FI18173p1	7.0	2	2	2	32887.2057	2	
A1Z6H4	RE52822p	16.12	8	11	0	465404.4297	10	
A1Z6L9	Heat shock protein 75 kDa, mitochondrial	15.48	9	21	8	67947.2137	8	
A1Z6N5	FAD-dependent oxidoreductase domain-containing protein 1	4.09	2	2	2	11316.1667	2	
A1Z6P3	Eb1, isoform F	46.46	12	36	3	584554.5309	9	
A1Z6Q0	Klaroid, isoform D	35.86	13	35	0	1069605.62024	33	
A1Z6R7	FI21445p1	51.79	12	20	12	968471.07846	19	
A1Z6V5	FI01422p	44.02	15	36	15	2714371.6571	30	
A1Z6X6	Lactoylglutathione lyase	52.84	7	12	7	695208.1717000001	10	
A1Z729	NADP-retinol dehydrogenase	22.42	7	12	4	367122.6828	11	
A1Z759	Uncharacterized protein, isoform A	5.1	3	3	0	85108.19099999999	3	
A1Z765	Uncharacterized protein, isoform A	23.76	3	4	0	27075.3584	3	
A1Z784	Acetyl-CoA carboxylase, isoform A	1.69	4	4	0	7456.8944	2	
A1Z7B8	GEO08456p1	21.52	3	10	3	380330.0335	10	
A1Z7G2	MIP13653p	13.39	2	8	2	3727574.4140000003	8	
A1Z7H7	Phenoloxidase-activating factor 2	18.24	7	13	7	473199.86490000004	12	
A1Z7H8	Phenoloxidase-activating factor 2	9.8	4	4	4	32160.49593	4	
A1Z7K6	FI20236p1	10.06	4	4	4	59044.125	4	
A1Z7K8	AaRS-interacting multifunctional protein 1	37.77	9	11	9	492122.0747	10	
A1Z7P1	Phosphoglucomutase 2a	6.58	4	4	4	169102.984	4	
A1Z7Q8	5'-AMP-activated protein kinase subunit beta-1	20.53	7	11	1	308767.74286	9	
A1Z7S3	Rab32, isoform B	37.61	22	43	8	2362522.6894	41	
A1Z7V9	FI20020p1	6.93	4	6	1	61951.8263	5	
A1Z7X7	Glutathione S transferase T2	15.79	3	3	3	19941.4585	3	
A1Z7X8	FI02944p	18.53	7	7	7	201235.2764	6	
A1Z803	FI02892p	32.35	12	17	12	524981.0249	17	
A1Z843	Nodal modulator 3	13.26	15	17	15	426236.23	16	
A1Z847	Uncharacterized protein, isoform B	24.39	15	42	3	3548797.69104	39	
A1Z871	CAP, isoform B	14.53	25	34	0	577003.2943	6	
A1Z893	1-Cys peroxiredoxin	50.0	9	54	1	7702481.43592	50	
A1Z8D3	(S)-2-hydroxy-acid oxidase	14.48	5	9	5	648484.0273	7	
A1Z8G0	Menage a trois, isoform A	38.99	19	32	0	397084.801	3	
A1Z8G7	FI09243p	16.53	2	4	2	5077.7495	1	
A1Z8H1	Cuticular protein 47Ea	73.33	6	53	6	31024408.6672	48	
A1Z8H6	Cuticular protein 47Ee	40.38	7	19	7	416549.6813	17	
A1Z8I8	Uncharacterized protein, isoform E	15.71	2	3	2	14684.2612	3	
A1Z8Y3	Cuticular protein 49Ab	8.88	2	5	2	54784.414659999995	4	
A1Z8Z3	Cuticular protein 49Ag	64.18	4	21	4	3464019.1249	19	
A1Z8Z7	Cuticular protein 49Ah	37.89	7	17	7	585723.89485	16	
A1Z933	GEO02273p1	25.58	2	4	2	362810.108	4	
A1Z934	SD19268p	39.46	11	28	11	1958827.7865	25	
A1Z935	Proton-coupled zinc antiporter SLC30A9, mitochondrial	7.42	4	5	0	99049.454	4	
A1Z968	Eukaryotic translation initiation factor 4 gamma 2	15.86	21	25	8	395975.03875	22	
A1Z992	1,4-alpha-glucan branching enzyme	6.28	4	4	4	17737.5656	4	
A1Z9B5	IP16508p	15.06	3	3	3	128591.008	3	
A1Z9E3	Elongation factor Tu	56.03	21	56	21	8479199.4778	49	
A1Z9I0	Cathepsin propeptide inhibitor domain-containing protein	32.8	13	24	13	2278124.3177	22	
A1Z9J3	Short stop, isoform H	4.83	42	45	4	349405.01868	42	
A1Z9M2	Receptor expression-enhancing protein	12.92	3	10	1	603794.6610000001	9	
A1Z9M5	SAXO downstream of blistered	4.51	9	10	9	65107.54817	9	
A1Z9U2	Jet fuel, isoform A	4.46	2	7	2	894274.8733	7	
A1Z9X4	Hibris, isoform B	2.35	2	2	0	8914.548999999999	2	
A1ZA22	Translation initiation factor eIF2B subunit gamma	4.18	2	2	2	12780.930199999999	2	
A1ZA23	FI18007p1	29.23	9	23	9	1045629.1574	22	
A1ZA73	Stretchin-Mlck, isoform R	2.82	5	5	2	4119.2173	1	
A1ZA83	ER membrane protein complex subunit 7	23.67	5	10	5	492174.0642	9	
A1ZAA9	Uncharacterized protein, isoform B	17.73	4	6	4	189566.807	6	
A1ZAC7	Coiled-coil domain-containing protein 93	8.91	6	6	6	74143.92	4	
A1ZAH3	FI16515p1	4.82	2	2	0	841.8488	1	
A1ZAK3	Protein DEK	4.05	3	4	0	57687.004	3	
A1ZAL1	lysozyme	30.43	5	7	5	363583.874	7	
A1ZAP8	Uncharacterized protein, isoform C	0.48	1	1	0	1712.9966	1	
A1ZAU4	RH39096p	50.48	18	44	0	7613740.43736	42	
A1ZB23	IP19117p	10.88	2	2	2	34559.496999999996	2	
A1ZB61	Bomanin bicipital 2, isoform A	8.44	1	1	1	10607.759	1	
A1ZB68	FI01423p	47.27	11	25	11	1702183.5403	24	
A1ZB69	Glutathione S transferase E4	45.95	11	30	11	9005731.8929	27	
A1ZB70	Glutathione S transferase E5	13.51	3	5	3	606281.5549999999	5	
A1ZB71	Glutathione S transferase E6	31.53	8	23	8	2941218.7217	22	
A1ZB72	Glutathione S transferase E7	18.39	4	19	3	138215.71882	3	
A1ZB73	Glutathione S transferase E8, isoform A	14.41	3	4	3	29868.45145	4	
A1ZB79	Uncharacterized protein, isoform M	76.73	13	42	3	6679376.7268	39	
A1ZBA5	FI07234p	4.64	2	2	2	128008.07499999998	2	
A1ZBB4	Uncharacterized protein, isoform B	7.63	6	7	0	107237.637	6	
